AccessionNum	Gene	Allele	test
LA2528	wf	--	x
LA2528	y	--	x
LA2529	alc	--	x
LA2530	Ora	--	x
LA2531A	pyl	--	x
LA2531A	sp	--	x
LA2531A	Tm-2	a	x
LA2531B	pyl	--	x
LA2531B	Ve	--	x
LA2531C	pyl	--	x
LA2531C	Tm-2	a	x
LA2532	Pts	--	x
LA2591	ag	--	x
LA2591	h	--	x
LA2591	Xa-2	--	x
LA2592	ag	--	x
LA2592	h	--	x
LA2592	t	--	x
LA2592	u	--	x
LA2593	ag	--	x
LA2593	auv	--	x
LA2593	u	--	x
LA2595	al	--	x
LA2595	br	--	x
LA2595	d	--	x
LA2595	dm	--	x
LA2595	f	--	x
LA2595	h	--	x
LA2595	j	--	x
LA2595	wt	--	x
LA2596	a	--	x
LA2596	at	--	x
LA2596	c	--	x
LA2596	d	--	x
LA2596	m-2	--	x
LA2596	sp	--	x
LA2596	u	--	x
LA2596	wf	--	x
LA2596	y	--	x
LA2596	yg-2	--	x
LA2597	c	--	x
LA2597	gf	--	x
LA2597	gs	--	x
LA2597	h	--	x
LA2597	m-2	--	x
LA2597	marm	--	x
LA2597	mc	--	x
LA2597	r	--	x
LA2597	wf	--	x
LA2597	y	--	x
LA2598	a	--	x
LA2598	at	--	x
LA2598	c	--	x
LA2598	gs	--	x
LA2598	m-2	--	x
LA2598	sp	--	x
LA2598	u	--	x
LA2598	wf	--	x
LA2598	y	--	x
LA2598	yg-2	--	x
LA2599	a	--	x
LA2599	at	--	x
LA2599	c	--	x
LA2599	gf	--	x
LA2599	h	--	x
LA2599	m-2	--	x
LA2599	wf	--	x
LA2599	y	--	x
LA2599	yg-2	--	x
LA2600	a	--	x
LA2600	at	--	x
LA2600	c	--	x
LA2600	m-2	--	x
LA2600	sp	--	x
LA2600	u	--	x
LA2600	wf	--	x
LA2600	y	--	x
LA2600	yg-2	--	x
LA2601	e	--	x
LA2601	gf	--	x
LA2601	gs	--	x
LA2601	mc	--	x
LA2601	t	--	x
LA2601	u	--	x
LA2601	y	--	x
LA2602	c	--	x
LA2602	dgt	dp	x
LA2602	gs	--	x
LA2602	hp-1	--	x
LA2602	m-2	--	x
LA2602	marm	--	x
LA2602	r	--	x
LA2602	scf	--	x
LA2602	u	--	x
LA2602	wf	--	x
LA2603	c	--	x
LA2603	dgt	dp	x
LA2603	gs	--	x
LA2603	hp-1	--	x
LA2603	marm	--	x
LA2603	r	--	x
LA2603	scf	--	x
LA2603	u	--	x
LA2603	wf	--	x
LA2605	a	--	x
LA2605	c	--	x
LA2605	dgt	dp	x
LA2605	gs	--	x
LA2605	hp-1	--	x
LA2605	marm	--	x
LA2605	r	--	x
LA2605	scf	--	x
LA2605	wf	--	x
LA2606	cjf	--	x
LA2606	j	--	x
LA2606	j-2	--	x
LA2606	lg	--	x
LA2606	Nr-2	--	x
LA2606	pe	--	x
LA2606	tmf	--	x
LA2607	c	--	x
LA2607	cjf	--	x
LA2607	gs	--	x
LA2607	h	--	x
LA2607	j	--	x
LA2607	lg	--	x
LA2607	marm	--	x
LA2607	pe	--	x
LA2607	tmf	--	x
LA2607	wf	--	x
LA2608	c	--	x
LA2608	d	--	x
LA2608	gf	--	x
LA2608	h	--	x
LA2608	lg	--	x
LA2608	marm	--	x
LA2608	pe	--	x
LA2608	r	--	x
LA2608	tmf	--	x
LA2609	c	--	x
LA2609	d	--	x
LA2609	gf	--	x
LA2609	h	--	x
LA2609	lg	--	x
LA2609	marm	--	x
LA2609	pe	--	x
LA2609	r	--	x
LA2609	tmf	--	x
LA2611	c	--	x
LA2611	gf	--	x
LA2611	gs	--	x
LA2611	h	--	x
LA2611	hp-1	--	x
LA2611	lg	--	x
LA2611	m-2	--	x
LA2611	marm	--	x
LA2611	pe	--	x
LA2611	wf	--	x
LA2612	a	--	x
LA2612	at	--	x
LA2612	c	--	x
LA2612	d	--	x
LA2612	gs	--	x
LA2612	m-2	--	x
LA2612	sp	--	x
LA2612	u	--	x
LA2612	yg-2	--	x
LA2644	sh	--	x
LA2705	sp	prov2	x
LA2707	v-3	--	x
LA2708	yg-9	--	x
LA2712	ms-32	--	x
LA2713	ms-32	--	x
LA2714	ms-32	--	x
LA2715	ms-32	--	x
LA2796	lg	--	x
LA2796	pe	--	x
LA2796	vi	--	x
LA2797	bu	--	x
LA2797	f	--	x
LA2797	j	--	x
LA2798	f	--	x
LA2798	h	--	x
LA2798	ri	--	x
LA2799	f	--	x
LA2799	h	--	x
LA2799	j	--	x
LA2799	l	--	x
LA2799	wt	--	x
LA2800	hl	--	x
LA2800	l	--	x
LA2802	crt	--	x
LA2816	brt	--	x
LA2818	Ve	--	x
LA2819	Mi	--	x
LA2820	Mi	--	x
LA2820	Ve	--	x
LA2821	I	--	x
LA2821	I-2	--	x
LA2821	Sm	--	x
LA2821	Ve	--	x
LA2822	I	--	x
LA2822	Mi	--	x
LA2822	Ve	--	x
LA2823	I	--	x
LA2823	I-2	--	x
LA2823	Mi	--	x
LA2823	Sm	--	x
LA2823	Ve	--	x
LA2824	pyl	--	x
LA2824	Ve	--	x
LA2825	Tm	--	x
LA2826	Mi	--	x
LA2826	Tm	--	x
LA2827	Tm-2	a	x
LA2827	Ve	--	x
LA2828	Tm-2	a	x
LA2828	Ve	--	x
LA2829	aa	--	x
LA2829	Tm-2	a	x
LA2829	Ve	--	x
LA2830	Tm	--	x
LA2830	Tm-2	a	x
LA2830	Ve	--	x
LA2837	au	w	x
LA2838	pro	--	x
LA2892	ls	--	x
LA2893	gib-1	--	x
LA2894	gib-2	--	x
LA2895	gib-3	--	x
LA2896	pct	--	x
LA2898	r	--	x
LA2901	Aco-1	1	x
LA2902	Aco-1	2	x
LA2903	Aco-1	3	x
LA2904	ctr	1	x
LA2905	Aco-2	2	x
LA2906	Idh-1	1	x
LA2907	Mdh-2	1	x
LA2908	Nir-1	1	x
LA2909	Sod-1	1	x
LA2910	Sod-2	1	x
LA2911	Tm-2	a	x
LA2912	br	--	x
LA2912	I	--	x
LA2912	Mi	--	x
LA2912	Tm-2	--	x
LA2912	Ve	--	x
LA2916	vg	--	x
LA2918	bu	--	x
LA2919	cm	--	x
LA2920	def-2	--	x
LA2921	Del	--	x
LA2922	e	--	x
LA2923	lyr	--	x
LA2924	lz-2	--	x
LA2925	pr	--	x
LA2926	yg-3	--	x
LA2927	yg-4	--	x
LA2928	yg-5	--	x
LA2928A	yg-5	--	x
LA2928B	yg-5	--	x
LA2929	au	6	x
LA2934	Pto	Pto-2	x
LA2935	bs	--	x
LA2936	uf	--	x
LA2968	Tm-2	a	x
LA2984	gfl	--	x
LA2985	Adh-2	1	x
LA2986	Bnag-1	1	x
LA2987	Dia-2	1	x
LA2988	Est-8	1	x
LA2989	Fdh-1	1	x
LA2990	Mdh-4	1	x
LA2991	Pgdh-2	1	x
LA2992	Asc	--	x
LA2993	gib-3	x	x
LA2994	btl	--	x
LA2994	fer	--	x
LA2995	vo	--	x
LA2996A	Del	--	x
LA2996B	Del	--	x
LA2996C	Del	--	x
LA2997	r	--	x
LA2998	at	--	x
LA2999	gf	--	x
LA3000	B	--	x
LA3001	Nr	--	x
LA3002	t	--	x
LA3003	r	--	x
LA3004	hp-1	--	x
LA3005	hp-2	dg	x
LA3006	hp-2	--	x
LA3009	l	prov4	x
LA3011	hp-2	dg	x
LA3012	mc	--	x
LA3012	rin	--	x
LA3013	nor	--	x
LA3014	ah	--	x
LA3015	aa	--	x
LA3017	ae	--	x
LA3018	ae	--	x
LA3019	bls	--	x
LA3020	af	--	x
LA3021	u	+	x
LA3022	d	--	x
LA3023	j	--	x
LA3025	I	--	x
LA3026	I	--	x
LA3026	Ve	--	x
LA3027	Tm-2	--	x
LA3028	Tm-2	a	x
LA3029	I	--	x
LA3029	Tm-2	a	x
LA3029	Ve	--	x
LA3031	d	--	x
LA3033	j	--	x
LA3035	obv	--	x
LA3035	u	--	x
LA3036	u	+	x
LA3037	sp	+	x
LA3038	I	--	x
LA3038	Ve	--	x
LA3039	sp	--	x
LA3039	Ve	--	x
LA3040	I	--	x
LA3040	sp	--	x
LA3040	Ve	--	x
LA3041	I	--	x
LA3041	sp	--	x
LA3041	u	--	x
LA3041	Ve	--	x
LA3042	I	--	x
LA3043	Cf-2	--	x
LA3044	Cf-3	--	x
LA3045	Cf-4	--	x
LA3046	Cf-1	3	x
LA3047	Cf-9	--	x
LA3048	Cf-?	--	x
LA3049	Cf-?	--	x
LA3050	Cf-?	--	x
LA3051	Cf-4	--	x
LA3052	afl	--	x
LA3053	atn	--	x
LA3054	au	--	x
LA3055	yg-2	aud	x
LA3056	cb-2	--	x
LA3057	clau	--	x
LA3058	con	--	x
LA3059	Cu	--	x
LA3060	deb	--	x
LA3061	depa	--	x
LA3062	dil	--	x
LA3063	dim-2	--	x
LA3064	ds	--	x
LA3065	fd	--	x
LA3066	fla	--	x
LA3067	flc	--	x
LA3068	fle	--	x
LA3069	Fw	--	x
LA3070	fu	--	x
LA3071	ga	--	x
LA3072	icn	--	x
LA3073	ig	--	x
LA3074	imb	--	x
LA3075	glo	2	x
LA3076	irr	--	x
LA3077	lut	--	x
LA3078	ls	--	x
LA3078	y	--	x
LA3079	lg	--	x
LA3080	lg-2	--	x
LA3081	Me	--	x
LA3082	mn	--	x
LA3083	muv-2	--	x
LA3084	ne	--	x
LA3085	nd	--	x
LA3086	neg	--	x
LA3087	pli	--	x
LA3088	pl	--	x
LA3089	Pn	--	x
LA3090	res	--	x
LA3091A	ri	--	x
LA3092	rl	--	x
LA3093	rot	--	x
LA3094	s	--	x
LA3095	sf	--	x
LA3096	si	--	x
LA3097	spl	--	x
LA3098	ss	--	x
LA3099	suf	--	x
LA3100	sy	--	x
LA3101	tab	--	x
LA3102	Tm-2	a	x
LA3103	u	--	x
LA3104	v-2	--	x
LA3105	sf	--	x
LA3106	Xa-2	--	x
LA3107	Xa-3	--	x
LA3108	yg-2	--	x
LA3109	yv	--	x
LA3118	Lv	--	x
LA3119	Lv	--	x
LA3127	Ln	G	x
LA3128	Ln	G	x
LA3128	t	--	x
LA3128	up	--	x
LA3129	Pto	2	x
LA3130	I	--	x
LA3130	I-2	--	x
LA3130	sp	--	x
LA3130	u	--	x
LA3130	Ve	--	x
LA3132	aa	--	x
LA3132	ms-10	--	x
LA3132	Prx-2	1	x
LA3133	sp	--	x
LA3134	alc	--	x
LA3142	ndw	--	x
LA3149	ag	k	x
LA3149	ms-50	--	x
LA3150	Adh-1	n	x
LA3151	Ph-2	--	x
LA3152	Ph-2	--	x
LA3163	ag	--	x
LA3164	ag	2	x
LA3165	yg-2	aud	x
LA3166	aut	--	x
LA3167	bls	--	x
LA3168	c	--	x
LA3169	cb-2	--	x
LA3170	dim-2	--	x
LA3171	dpy	--	x
LA3172	h	--	x
LA3173	icn	--	x
LA3174	Jau	--	x
LA3175	lg	--	x
LA3176	lg-5	--	x
LA3177	Lx	--	x
LA3178	nc	--	x
LA3179	B	c	x
LA3180	ri	--	x
LA3181	s	--	x
LA3182	sd	--	x
LA3183	t	--	x
LA3184	tp	--	x
LA3185	v-2	--	x
LA3186	Wo	--	x
LA3187	wv	--	x
LA3188	Xa-2	--	x
LA3189	y	--	x
LA3190	yv-2	--	x
LA3191	Ms-48	--	x
LA3192	Ms-48	--	x
LA3193	Ms-48	--	x
LA3194	Ms-48	--	x
LA3195	Ms-48	--	x
LA3196	Ms-48	--	x
LA3197	Ms-48	--	x
LA3198	Ms-48	--	x
LA3199	Ms-48	--	x
LA3200	Ms-48	--	x
LA3200	sp	--	x
LA3203	Wlt	--	x
LA3205	aer	--	x
LA3206	brt-2	--	x
LA3207	drt	--	x
LA3208	c	--	x
LA3208	d	--	x
LA3208	l	--	x
LA3208	rot	--	x
LA3208	y	--	x
LA3209	imb	--	x
LA3209	irr	--	x
LA3209	y	--	x
LA3210	a	--	x
LA3210	c	--	x
LA3210	gf	--	x
LA3210	h	--	x
LA3210	l	--	x
LA3210	lg	--	x
LA3210	pe	--	x
LA3210	r	--	x
LA3210	y	--	x
LA3211	c	--	x
LA3211	cjf	--	x
LA3211	d	--	x
LA3211	h	--	x
LA3211	lg	--	x
LA3211	pe	--	x
LA3211	r	--	x
LA3211	tmf	--	x
LA3211	y	--	x
LA3212	d	--	x
LA3212	sp	--	x
LA3212	tmf	--	x
LA3212	u	--	x
LA3217	glg	--	x
LA3217	Pts	--	x
LA3247	u	--	x
LA3248	bls	--	x
LA3248	u	--	x
LA3249	a	--	x
LA3249	c	--	x
LA3250	t	--	x
LA3250	u	--	x
LA3251	Del	--	x
LA3251	y	--	x
LA3252	Del	--	x
LA3252	t	--	x
LA3253	r	--	x
LA3253	y	--	x
LA3254	a	--	x
LA3254	c	--	x
LA3254	I	--	x
LA3254	Ve	--	x
LA3256	at	--	x
LA3256	t	--	x
LA3257	gf	--	x
LA3257	gs	--	x
LA3257	r	--	x
LA3258	u	--	x
LA3258	Ve	--	x
LA3259	bls	--	x
LA3259	u	--	x
LA3259	Ve	--	x
LA3260	bls	--	x
LA3260	I	--	x
LA3260	u	--	x
LA3261	Del	--	x
LA3261	gs	--	x
LA3262	Del	--	x
LA3262	ug	--	x
LA3263	a	--	x
LA3264	Tm-2	a	x
LA3264	u	--	x
LA3265	bls	--	x
LA3265	nv	--	x
LA3265	Tm	--	x
LA3265	Tm-2	--	x
LA3266	bls	--	x
LA3266	Cf-4	--	x
LA3266	u	--	x
LA3267	Cf-4	--	x
LA3267	u	--	x
LA3268	nv	--	x
LA3268	Tm-2	--	x
LA3268	u	--	x
LA3269	Tm	--	x
LA3269	u	--	x
LA3270	bls	--	x
LA3270	Frl	--	x
LA3270	nv	--	x
LA3270	Tm-2	--	x
LA3270	u	--	x
LA3271	Cf-?	--	x
LA3271	Tm	--	x
LA3271	u	--	x
LA3272	bls	--	x
LA3272	Cf-?	--	x
LA3272	u	--	x
LA3273	Frl	--	x
LA3273	Gp	--	x
LA3273	Tm-2	a	x
LA3274	ah	--	x
LA3274	Tm-2	--	x
LA3274	u	--	x
LA3275	ah	--	x
LA3275	Gp	--	x
LA3275	Tm-2	a	x
LA3276	Tm	--	x
LA3276	u	--	x
LA3276	Ve	--	x
LA3277	Ve	--	x
LA3278	bls	--	x
LA3278	I	--	x
LA3278	u	--	x
LA3278	Ve	--	x
LA3279	at	--	x
LA3279	Del	--	x
LA3280	au	--	x
LA3281	aw	--	x
LA3282	spl	--	x
LA3283	pro	--	x
LA3284	at	--	x
LA3284	gf	--	x
LA3285	gf	--	x
LA3285	ug	--	x
LA3285	y	--	x
LA3286	r	--	x
LA3286	ug	--	x
LA3286	y	--	x
LA3287	hp-1	--	x
LA3287	r	--	x
LA3287	ug	--	x
LA3288	hp-1	--	x
LA3288	ug	--	x
LA3288	y	--	x
LA3289	gf	--	x
LA3289	r	--	x
LA3289	y	--	x
LA3290	gf	--	x
LA3290	hp-1	--	x
LA3290	y	--	x
LA3291	at	--	x
LA3291	hp-1	--	x
LA3291	t	--	x
LA3292	Frl	--	x
LA3292	Tm-2	--	x
LA3292	u	--	x
LA3293	pen	--	x
LA3294	bl	--	x
LA3294	d	--	x
LA3294	u	--	x
LA3295	fy	--	x
LA3296	pl	--	x
LA3297	nv	--	x
LA3297	Tm	--	x
LA3297	Tm-2	--	x
LA3298	ep	--	x
LA3298	sp	--	x
LA3298	u	--	x
LA3299	ep	--	x
LA3299	u	--	x
LA3300	Fw	--	x
LA3301	com	in	x
LA3301	fla	--	x
LA3302	com	in	x
LA3302	imb	--	x
LA3303	imb	--	x
LA3303	inv	--	x
LA3304	au	--	x
LA3304	Lpg	--	x
LA3305	imb	--	x
LA3305	Lpg	--	x
LA3306	com	in	x
LA3306	inv	--	x
LA3307	com	in	x
LA3307	Lpg	--	x
LA3308	hy	--	x
LA3309	Tm-2	a	x
LA3309	u	--	x
LA3310	Tm-2	a	x
LA3311	B	og	x
LA3311	u	--	x
LA3315	j-2	--	x
LA3315	pst	--	x
LA3315	sp	--	x
LA3315	u	--	x
LA3315	up	--	x
LA3315	vo	--	x
LA3318	sig-1	--	x
LA3319	sig-2	--	x
LA3342	Pto	--	x
LA3344	Mdh-1	1	x
LA3345	Dia-3	1	x
LA3346	au	--	x
LA3346	bs	--	x
LA3347	au	--	x
LA3347	ms-32	--	x
LA3348	au	--	x
LA3348	com	--	x
LA3348	Tm-2	a	x
LA3349	au	--	x
LA3349	imb	--	x
LA3349	Tm-2	a	x
LA3350	au	--	x
LA3350	br	--	x
LA3351	imb	--	x
LA3351	Lpg	--	x
LA3352	au	--	x
LA3352	imb	--	x
LA3352	Lpg	--	x
LA3353	ah	--	x
LA3353	marm	--	x
LA3353	pct	--	x
LA3354	j-2	--	x
LA3354	pst	--	x
LA3354	sp	--	x
LA3354	u	--	x
LA3354	up	--	x
LA3354	vo	--	x
LA3362	gs	--	x
LA3362	t	--	x
LA3363	at	--	x
LA3363	gs	--	x
LA3364	gs	--	x
LA3364	u	--	x
LA3365	gf	--	x
LA3365	gs	--	x
LA3366	t	--	x
LA3366	y	--	x
LA3367	hp-1	--	x
LA3367	t	--	x
LA3368	hp-1	--	x
LA3368	y	--	x
LA3369	at	--	x
LA3369	y	--	x
LA3370	at	--	x
LA3370	hp-1	--	x
LA3371	hp-1	--	x
LA3371	u	--	x
LA3372	gs	--	x
LA3372	y	--	x
LA3373	at	--	x
LA3373	u	--	x
LA3374	u	--	x
LA3374	y	--	x
LA3375	gs	--	x
LA3375	r	--	x
LA3376	Del	--	x
LA3376	hp-1	--	x
LA3377	o	--	x
LA3378	o	--	x
LA3378	u	--	x
LA3379	o	--	x
LA3380	gf	--	x
LA3380	u	--	x
LA3381	r	--	x
LA3381	y	--	x
LA3382	r	--	x
LA3382	u	--	x
LA3383	gs	--	x
LA3383	hp-1	--	x
LA3384	gf	--	x
LA3384	y	--	x
LA3385	gs	--	x
LA3385	Nr	--	x
LA3386	gf	--	x
LA3386	t	--	x
LA3387	Nr	--	x
LA3387	t	--	x
LA3388	gs	--	x
LA3388	ug	--	x
LA3389	Nr	--	x
LA3389	y	--	x
LA3390	Nr	--	x
LA3390	ug	--	x
LA3391	gf	--	x
LA3391	hp-1	--	x
LA3392	hp-1	--	x
LA3392	Nr	--	x
LA3393	r	--	x
LA3393	t	--	x
LA3394	at	--	x
LA3394	ug	--	x
LA3395	gs	--	x
LA3395	hp-1	--	x
LA3395	y	--	x
LA3396	at	--	x
LA3396	u	--	x
LA3396	y	--	x
LA3397	gs	--	x
LA3397	t	--	x
LA3397	y	--	x
LA3398	gs	--	x
LA3398	hp-1	--	x
LA3398	t	--	x
LA3399	at	--	x
LA3399	gs	--	x
LA3399	hp-1	--	x
LA3400	at	--	x
LA3400	hp-1	--	x
LA3400	u	--	x
LA3401	at	--	x
LA3401	gs	--	x
LA3401	y	--	x
LA3402	hp-1	--	x
LA3402	t	--	x
LA3402	u	--	x
LA3403	gf	--	x
LA3403	gs	--	x
LA3403	u	--	x
LA3404	hp-1	--	x
LA3404	u	--	x
LA3404	y	--	x
LA3405	gs	--	x
LA3405	hp-1	--	x
LA3405	u	--	x
LA3406	at	--	x
LA3406	hp-1	--	x
LA3406	y	--	x
LA3407	gs	--	x
LA3407	u	--	x
LA3407	y	--	x
La3408	t	--	x
La3408	u	--	x
La3408	y	--	x
LA3409	gs	--	x
LA3409	t	--	x
LA3409	u	--	x
LA3410	at	--	x
LA3410	gs	--	x
LA3410	u	--	x
LA3411	gs	--	x
LA3411	r	--	x
LA3411	u	--	x
LA3412	gf	--	x
LA3412	gs	--	x
LA3412	hp-1	--	x
LA3412	u	--	x
LA3413	at	--	x
LA3413	gf	--	x
LA3414	t	--	x
LA3414	ug	--	x
LA3415	ug	--	x
LA3415	y	--	x
LA3416	hp-1	--	x
LA3416	ug	--	x
LA3417	r	--	x
LA3417	ug	--	x
LA3418	gf	--	x
LA3418	gs	--	x
LA3418	ug	--	x
LA3419	at	--	x
LA3419	gf	--	x
LA3419	gs	--	x
LA3420	gf	--	x
LA3420	ug	--	x
LA3421	Nr	--	x
LA3421	u	--	x
LA3422	at	--	x
LA3422	gs	--	x
LA3422	ug	--	x
LA3423	gf	--	x
LA3423	gs	--	x
LA3423	hp-1	--	x
LA3423	u	--	x
LA3423	y	--	x
LA3424	gs	--	x
LA3424	hp-1	--	x
LA3424	u	--	x
LA3424	y	--	x
LA3425	gf	--	x
LA3425	gs	--	x
LA3425	hp-1	--	x
LA3425	t	--	x
LA3425	u	--	x
LA3426	gs	--	x
LA3426	hp-1	--	x
LA3426	t	--	x
LA3426	u	--	x
LA3427	gf	--	x
LA3427	gs	--	x
LA3427	t	--	x
LA3427	u	--	x
LA3428	I	--	x
LA3428	u	--	x
LA3428	Ve	--	x
LA3429	Del	--	x
LA3429	gs	--	x
LA3429	hp-1	--	x
LA3430	Xa-3	--	x
LA3431	bls	--	x
LA3431	Cf-?	--	x
LA3432	nv	--	x
LA3432	Tm	--	x
LA3432	Tm-2	--	x
LA3432	u	--	x
LA3433	ah	--	x
LA3433	nv	--	x
LA3433	Tm-2	--	x
LA3433	u	--	x
LA3434	bls	--	x
LA3434	Tm	--	x
LA3434	u	--	x
LA3434	Ve	--	x
LA3435	al	--	x
LA3435	u	--	x
LA3436	nv	--	x
LA3436	Tm	--	x
LA3436	Tm-2	--	x
LA3436	u	--	x
LA3436	Ve	--	x
LA3437	at	--	x
LA3437	Nr	--	x
LA3438	Del	--	x
LA3438	hp-1	--	x
LA3438	y	--	x
LA3439	inv	--	x
LA3440	ru	--	x
LA3441	dil	--	x
LA3441	u	--	x
LA3442	de	--	x
LA3442	dil	--	x
LA3442	u	--	x
LA3443	cor	--	x
LA3443	de	--	x
LA3443	u	--	x
LA3444	cor	--	x
LA3444	dil	--	x
LA3444	u	--	x
LA3445	cor	--	x
LA3445	pum	--	x
LA3445	u	--	x
LA3446	cor	--	x
LA3446	sp	--	x
LA3446	u	--	x
LA3447	dil	--	x
LA3447	sp	--	x
LA3447	u	--	x
LA3448	com	in	x
LA3448	u	--	x
LA3449	d	--	x
LA3449	sp	--	x
LA3449	u	--	x
LA3450	bls	--	x
LA3450	sp	--	x
LA3450	u	--	x
LA3451	bl	--	x
LA3451	sp	--	x
LA3451	u	--	x
LA3465	I-2	--	x
LA3470	pyl	--	x
LA3470	Ve	--	x
LA3471	aa	--	x
LA3471	Frl	--	x
LA3471	I	--	x
LA3471	I-2	--	x
LA3471	Mi	--	x
LA3471	pyl	--	x
LA3471	Tm-2	a	x
LA3471	Ve	--	x
LA3472	I	--	x
LA3472	Pto	--	x
LA3472	Ve	--	x
LA3473	Ty-1	--	x
LA3475	I	--	x
LA3475	obv	--	x
LA3475	sp	--	x
LA3475	u	--	x
LA3475	Ve	--	x
LA3476	si	--	x
LA3476	y	--	x
LA3477	si	--	x
LA3477	y	--	x
LA3482	o	--	x
LA3483	o	--	x
LA3484	o	--	x
LA3487	r	--	x
LA3498	obv	+	x
LA3501	sp	+	x
LA3502	B	--	x
LA3502	sp	+	x
LA3505	I-3	--	x
LA3506	I-3	--	x
LA3507	Bco	--	x
LA3507	I-3	--	x
LA3515	u	+	x
LA3516	h	--	x
LA3518	j	--	x
LA3519	j	--	x
LA3523	Del	--	x
LA3528	Asc	--	x
LA3528	I	--	x
LA3528	I-2	--	x
LA3528	Sm	--	x
LA3528	Ve	--	x
LA3529	bls	--	x
LA3530	gs	--	x
LA3531	y	--	x
LA3532	r	--	x
LA3533	t	--	x
LA3534	gf	--	x
LA3535	at	--	x
LA3536	Del	--	x
LA3537	Nr	--	x
LA3538	hp-1	--	x
LA3539	ug	--	x
LA3540	I	--	x
LA3540	u	--	x
LA3541	gs	--	x
LA3541	r	--	x
LA3541	ug	--	x
LA3542	u	--	x
LA3542	ug	--	x
LA3543	bls	--	x
LA3543	o	--	x
LA3543	u	--	x
LA3544	c	--	x
LA3545	Del	--	x
LA3545	u	--	x
LA3545	y	--	x
LA3546	bls	--	x
LA3546	Cf-?	--	x
LA3546	u	--	x
LA3547	ah	--	x
LA3547	u	--	x
LA3548	pum	--	x
LA3548	u	--	x
LA3549	bls	--	x
LA3549	Gp	--	x
LA3549	Tm-2	--	x
LA3549	u	--	x
LA3550	au	6	x
LA3551	yg-2	--	x
LA3552	Me	--	x
LA3553	sy	--	x
LA3554	yv	--	x
LA3555	s	--	x
LA3556	hl	--	x
LA3557	Del	--	x
LA3557	gf	--	x
LA3558	gf	--	x
LA3558	Nr	--	x
LA3559	Del	--	x
LA3559	gs	--	x
LA3559	y	--	x
LA3560	Wo	v	x
LA3561	gf	--	x
LA3561	gs	--	x
LA3561	hp-1	--	x
LA3561	Nr	--	x
LA3561	u	--	x
LA3562	gf	--	x
LA3562	gs	--	x
LA3562	u	--	x
LA3562	y	--	x
LA3563	sp	--	x
LA3563	u	--	x
LA3564	ven	--	x
LA3565	fla	--	x
LA3566	imb	--	x
LA3567	op	--	x
LA3568	m	--	x
LA3569	suf	--	x
LA3570	yv-4	--	x
LA3571	cm	--	x
LA3572	afl	--	x
LA3573	mu	--	x
LA3574	m-2	--	x
LA3575	wf	--	x
LA3576	al	--	x
LA3577	Xa-2	--	x
LA3579	Xa	--	x
LA3580	h	--	x
LA3581	l-2	--	x
LA3582	lg	--	x
LA3583	clau	--	x
LA3584	nd	--	x
LA3585	gf	--	x
LA3585	u	--	x
LA3585	ug	--	x
LA3586	r	--	x
LA3586	t	--	x
LA3586	u	--	x
LA3586	ug	--	x
LA3587	r	--	x
LA3587	u	--	x
LA3587	ug	--	x
LA3588	at	--	x
LA3588	u	--	x
LA3588	ug	--	x
LA3589	u	--	x
LA3589	ug	--	x
LA3589	y	--	x
LA3590	gs	--	x
LA3590	Nr	--	x
LA3590	u	--	x
LA3590	y	--	x
LA3591	Nr	--	x
LA3591	u	--	x
LA3591	y	--	x
LA3592	gf	--	x
LA3592	t	--	x
LA3592	ug	--	x
LA3593	hp-1	--	x
LA3593	u	--	x
LA3593	ug	--	x
LA3594	gs	--	x
LA3594	hp-1	--	x
LA3594	ug	--	x
LA3595	gf	--	x
LA3595	hp-1	--	x
LA3595	ug	--	x
LA3596	hp-1	--	x
LA3596	t	--	x
LA3596	ug	--	x
LA3597	at	--	x
LA3597	hp-1	--	x
LA3597	ug	--	x
LA3598	r	--	x
LA3598	t	--	x
LA3598	ug	--	x
LA3599	at	--	x
LA3599	t	--	x
LA3599	ug	--	x
LA3600	t	--	x
LA3600	ug	--	x
LA3600	y	--	x
LA3601	gf	--	x
LA3601	r	--	x
LA3601	t	--	x
LA3602	at	--	x
LA3602	gf	--	x
LA3602	t	--	x
LA3603	at	--	x
LA3603	gf	--	x
LA3603	y	--	x
LA3604	hp-1	--	x
LA3604	r	--	x
LA3604	t	--	x
LA3605	at	--	x
LA3605	ug	--	x
LA3605	y	--	x
LA3606	r	--	x
LA3606	t	--	x
LA3606	y	--	x
LA3607	gs	--	x
LA3607	hp-1	--	x
LA3607	Nr	--	x
LA3608	hp-1	--	x
LA3608	Nr	--	x
LA3608	t	--	x
LA3609	hp-1	--	x
LA3609	Nr	--	x
LA3609	y	--	x
LA3610	af	--	x
LA3611	ai	--	x
LA3612	ae	--	x
LA3613	flc	--	x
LA3614	not	--	x
LA3615	d	x	x
LA3615	u	--	x
LA3616	ep	--	x
LA3617	aa	--	x
LA3618	glo	2	x
LA3619	ss	--	x
LA3620	uf	--	x
LA3621	neg	ne-2	x
LA3625	er12.1	--	x
LA3626	er12.1	--	x
LA3627	er12.1	--	x
LA3628	er12.1	--	x
LA3629	er12.1	--	x
LA3630	sp	--	x
LA3631	ps-2	--	x
LA3631	sp	--	x
LA3632	c	--	x
LA3632	ps-2	--	x
LA3667	Sw-5	--	x
LA3668	Abg	--	x
LA3669	va	dec	x
LA3670	afl	--	x
LA3671	con	--	x
LA3672	pli	--	x
