euSolID	SP Ontology	Variaty name	Accession number in other genebank	Original source of the accession	colSiteCountry
EA00972	SP:0000012	MOLDOVAN GREEN		sandhillpreservation	unk
EA00972	SP:0000010	MOLDOVAN GREEN		sandhillpreservation	unk
EA00972	SP:0000038	MOLDOVAN GREEN		sandhillpreservation	unk
EA00972	SP:0000124	MOLDOVAN GREEN		sandhillpreservation	unk
EA00973	SP:0000173	RUBY TREASURE		sandhillpreservation	unk
EA00973	SP:0000127	RUBY TREASURE		sandhillpreservation	unk
EA00973	SP:0000012	RUBY TREASURE		sandhillpreservation	unk
EA00973	SP:0000038	RUBY TREASURE		sandhillpreservation	unk
EA00973	SP:0000124	RUBY TREASURE		sandhillpreservation	unk
EA00974	SP:0000173	WINTERKEEPER		sandhillpreservation	unk
EA00974	SP:0000127	WINTERKEEPER		sandhillpreservation	unk
EA00974	SP:0000128	WINTERKEEPER		sandhillpreservation	unk
EA00974	SP:0000004	WINTERKEEPER		sandhillpreservation	unk
EA00974	SP:0000071	WINTERKEEPER		sandhillpreservation	unk
EA00974	SP:0000180	WINTERKEEPER		sandhillpreservation	unk
EA00974	SP:0000012	WINTERKEEPER		sandhillpreservation	unk
EA00974	SP:0000010	WINTERKEEPER		sandhillpreservation	unk
EA00974	SP:0000038	WINTERKEEPER		sandhillpreservation	unk
EA00974	SP:0000124	WINTERKEEPER		sandhillpreservation	unk
EA00975	SP:0000173	YELLOW OUT RED IN		sandhillpreservation	unk
EA00975	SP:0000127	YELLOW OUT RED IN		sandhillpreservation	unk
EA00975	SP:0000128	YELLOW OUT RED IN		sandhillpreservation	unk
EA00975	SP:0000004	YELLOW OUT RED IN		sandhillpreservation	unk
EA00975	SP:0000071	YELLOW OUT RED IN		sandhillpreservation	unk
EA00975	SP:0000180	YELLOW OUT RED IN		sandhillpreservation	unk
EA00975	SP:0000012	YELLOW OUT RED IN		sandhillpreservation	unk
EA00975	SP:0000010	YELLOW OUT RED IN		sandhillpreservation	unk
EA00975	SP:0000038	YELLOW OUT RED IN		sandhillpreservation	unk
EA00975	SP:0000124	YELLOW OUT RED IN		sandhillpreservation	unk
EA00976	SP:0000128	10 FINGERS OF NAPLES		sandhillpreservation	unk
EA00976	SP:0000004	10 FINGERS OF NAPLES		sandhillpreservation	unk
EA00976	SP:0000071	10 FINGERS OF NAPLES		sandhillpreservation	unk
EA00976	SP:0000180	10 FINGERS OF NAPLES		sandhillpreservation	unk
EA00976	SP:0000012	10 FINGERS OF NAPLES		sandhillpreservation	unk
EA00976	SP:0000010	10 FINGERS OF NAPLES		sandhillpreservation	unk
EA00976	SP:0000038	10 FINGERS OF NAPLES		sandhillpreservation	unk
EA00976	SP:0000124	10 FINGERS OF NAPLES		sandhillpreservation	unk
EA00977	SP:0000128	AKERS PLUM PINK		sandhillpreservation	unk
EA00977	SP:0000004	AKERS PLUM PINK		sandhillpreservation	unk
EA00977	SP:0000071	AKERS PLUM PINK		sandhillpreservation	unk
EA00977	SP:0000180	AKERS PLUM PINK		sandhillpreservation	unk
EA00977	SP:0000012	AKERS PLUM PINK		sandhillpreservation	unk
EA00977	SP:0000010	AKERS PLUM PINK		sandhillpreservation	unk
EA00977	SP:0000038	AKERS PLUM PINK		sandhillpreservation	unk
EA00977	SP:0000124	AKERS PLUM PINK		sandhillpreservation	unk
EA00978	SP:0000128	AKERS PLUM RED		sandhillpreservation	unk
EA00978	SP:0000004	AKERS PLUM RED		sandhillpreservation	unk
EA00978	SP:0000071	AKERS PLUM RED		sandhillpreservation	unk
EA00978	SP:0000012	AKERS PLUM RED		sandhillpreservation	unk
EA00978	SP:0000010	AKERS PLUM RED		sandhillpreservation	unk
EA00978	SP:0000038	AKERS PLUM RED		sandhillpreservation	unk
EA00978	SP:0000124	AKERS PLUM RED		sandhillpreservation	unk
EA00979	SP:0000128	AMISH PASTE		sandhillpreservation	unk
EA00979	SP:0000004	AMISH PASTE		sandhillpreservation	unk
EA00979	SP:0000071	AMISH PASTE		sandhillpreservation	unk
EA00979	SP:0000180	AMISH PASTE		sandhillpreservation	unk
EA00979	SP:0000012	AMISH PASTE		sandhillpreservation	unk
EA00979	SP:0000010	AMISH PASTE		sandhillpreservation	unk
EA00979	SP:0000038	AMISH PASTE		sandhillpreservation	unk
EA00979	SP:0000124	AMISH PASTE		sandhillpreservation	unk
EA00980	SP:0000128	BANANA		sandhillpreservation	unk
EA00980	SP:0000004	BANANA		sandhillpreservation	unk
EA00980	SP:0000071	BANANA		sandhillpreservation	unk
EA00980	SP:0000180	BANANA		sandhillpreservation	unk
EA00980	SP:0000012	BANANA		sandhillpreservation	unk
EA00980	SP:0000010	BANANA		sandhillpreservation	unk
EA00980	SP:0000038	BANANA		sandhillpreservation	unk
EA00980	SP:0000124	BANANA		sandhillpreservation	unk
EA00981	SP:0000173	BANANA LEGS		sandhillpreservation	unk
EA00981	SP:0000127	BANANA LEGS		sandhillpreservation	unk
EA00981	SP:0000128	BANANA LEGS		sandhillpreservation	unk
EA00981	SP:0000004	BANANA LEGS		sandhillpreservation	unk
EA00981	SP:0000071	BANANA LEGS		sandhillpreservation	unk
EA00981	SP:0000180	BANANA LEGS		sandhillpreservation	unk
EA00981	SP:0000012	BANANA LEGS		sandhillpreservation	unk
EA00981	SP:0000010	BANANA LEGS		sandhillpreservation	unk
EA00981	SP:0000038	BANANA LEGS		sandhillpreservation	unk
EA00981	SP:0000124	BANANA LEGS		sandhillpreservation	unk
EA00982	SP:0000128	CHICO III		sandhillpreservation	unk
EA00982	SP:0000004	CHICO III		sandhillpreservation	unk
EA00982	SP:0000071	CHICO III		sandhillpreservation	unk
EA00982	SP:0000180	CHICO III		sandhillpreservation	unk
EA00982	SP:0000010	CHICO III		sandhillpreservation	unk
EA00982	SP:0000038	CHICO III		sandhillpreservation	unk
EA00982	SP:0000124	CHICO III		sandhillpreservation	unk
EA00983	SP:0000173	CHINESE RED		sandhillpreservation	unk
EA00983	SP:0000127	CHINESE RED		sandhillpreservation	unk
EA00983	SP:0000128	CHINESE RED		sandhillpreservation	unk
EA00983	SP:0000004	CHINESE RED		sandhillpreservation	unk
EA00983	SP:0000071	CHINESE RED		sandhillpreservation	unk
EA00983	SP:0000180	CHINESE RED		sandhillpreservation	unk
EA00983	SP:0000012	CHINESE RED		sandhillpreservation	unk
EA00983	SP:0000010	CHINESE RED		sandhillpreservation	unk
EA00983	SP:0000038	CHINESE RED		sandhillpreservation	unk
EA00983	SP:0000124	CHINESE RED		sandhillpreservation	unk
EA00984	SP:0000173	DES ANDES		sandhillpreservation	unk
EA00984	SP:0000127	DES ANDES		sandhillpreservation	unk
EA00984	SP:0000128	DES ANDES		sandhillpreservation	unk
EA00984	SP:0000004	DES ANDES		sandhillpreservation	unk
EA00984	SP:0000071	DES ANDES		sandhillpreservation	unk
EA00984	SP:0000012	DES ANDES		sandhillpreservation	unk
EA00984	SP:0000010	DES ANDES		sandhillpreservation	unk
EA00984	SP:0000038	DES ANDES		sandhillpreservation	unk
EA00984	SP:0000124	DES ANDES		sandhillpreservation	unk
EA00985	SP:0000173	DOUCETT'S Q-1121		sandhillpreservation	unk
EA00985	SP:0000127	DOUCETT'S Q-1121		sandhillpreservation	unk
EA00985	SP:0000128	DOUCETT'S Q-1121		sandhillpreservation	unk
EA00985	SP:0000004	DOUCETT'S Q-1121		sandhillpreservation	unk
EA00985	SP:0000071	DOUCETT'S Q-1121		sandhillpreservation	unk
EA00985	SP:0000180	DOUCETT'S Q-1121		sandhillpreservation	unk
EA00985	SP:0000012	DOUCETT'S Q-1121		sandhillpreservation	unk
EA00985	SP:0000010	DOUCETT'S Q-1121		sandhillpreservation	unk
EA00985	SP:0000038	DOUCETT'S Q-1121		sandhillpreservation	unk
EA00985	SP:0000124	DOUCETT'S Q-1121		sandhillpreservation	unk
EA00986	SP:0000173	DOUCETT'S Q-200 RV		sandhillpreservation	unk
EA00986	SP:0000127	DOUCETT'S Q-200 RV		sandhillpreservation	unk
EA00986	SP:0000128	DOUCETT'S Q-200 RV		sandhillpreservation	unk
EA00986	SP:0000004	DOUCETT'S Q-200 RV		sandhillpreservation	unk
EA00986	SP:0000071	DOUCETT'S Q-200 RV		sandhillpreservation	unk
EA00986	SP:0000180	DOUCETT'S Q-200 RV		sandhillpreservation	unk
EA00986	SP:0000012	DOUCETT'S Q-200 RV		sandhillpreservation	unk
EA00986	SP:0000010	DOUCETT'S Q-200 RV		sandhillpreservation	unk
EA00986	SP:0000038	DOUCETT'S Q-200 RV		sandhillpreservation	unk
EA00986	SP:0000124	DOUCETT'S Q-200 RV		sandhillpreservation	unk
EA00987	SP:0000173	E.M. BANANA		sandhillpreservation	unk
EA00987	SP:0000127	E.M. BANANA		sandhillpreservation	unk
EA00987	SP:0000128	E.M. BANANA		sandhillpreservation	unk
EA00987	SP:0000004	E.M. BANANA		sandhillpreservation	unk
EA00987	SP:0000071	E.M. BANANA		sandhillpreservation	unk
EA00987	SP:0000180	E.M. BANANA		sandhillpreservation	unk
EA00987	SP:0000012	E.M. BANANA		sandhillpreservation	unk
EA00987	SP:0000010	E.M. BANANA		sandhillpreservation	unk
EA00987	SP:0000038	E.M. BANANA		sandhillpreservation	unk
EA00987	SP:0000124	E.M. BANANA		sandhillpreservation	unk
EA00988	SP:0000173	Gail's Sweet Plum Tomato		sandhillpreservation	unk
EA00988	SP:0000127	Gail's Sweet Plum Tomato		sandhillpreservation	unk
EA00988	SP:0000128	Gail's Sweet Plum Tomato		sandhillpreservation	unk
EA00988	SP:0000004	Gail's Sweet Plum Tomato		sandhillpreservation	unk
EA00988	SP:0000071	Gail's Sweet Plum Tomato		sandhillpreservation	unk
EA00988	SP:0000180	Gail's Sweet Plum Tomato		sandhillpreservation	unk
EA00988	SP:0000012	Gail's Sweet Plum Tomato		sandhillpreservation	unk
EA00988	SP:0000010	Gail's Sweet Plum Tomato		sandhillpreservation	unk
EA00988	SP:0000038	Gail's Sweet Plum Tomato		sandhillpreservation	unk
EA00988	SP:0000124	Gail's Sweet Plum Tomato		sandhillpreservation	unk
EA00988	SP:0000183	Gail's Sweet Plum Tomato		sandhillpreservation	unk
EA00989	SP:0000173	HUNGARIAN ITALIAN PASTE		sandhillpreservation	unk
EA00989	SP:0000127	HUNGARIAN ITALIAN PASTE		sandhillpreservation	unk
EA00989	SP:0000128	HUNGARIAN ITALIAN PASTE		sandhillpreservation	unk
EA00989	SP:0000004	HUNGARIAN ITALIAN PASTE		sandhillpreservation	unk
EA00989	SP:0000071	HUNGARIAN ITALIAN PASTE		sandhillpreservation	unk
EA00989	SP:0000180	HUNGARIAN ITALIAN PASTE		sandhillpreservation	unk
EA00989	SP:0000012	HUNGARIAN ITALIAN PASTE		sandhillpreservation	unk
EA00989	SP:0000010	HUNGARIAN ITALIAN PASTE		sandhillpreservation	unk
EA00989	SP:0000038	HUNGARIAN ITALIAN PASTE		sandhillpreservation	unk
EA00989	SP:0000124	HUNGARIAN ITALIAN PASTE		sandhillpreservation	unk
EA00992	SP:0000173	KING HUMBERT		sandhillpreservation	unk
EA00992	SP:0000127	KING HUMBERT		sandhillpreservation	unk
EA00992	SP:0000128	KING HUMBERT		sandhillpreservation	unk
EA00992	SP:0000004	KING HUMBERT		sandhillpreservation	unk
EA00992	SP:0000071	KING HUMBERT		sandhillpreservation	unk
EA00992	SP:0000180	KING HUMBERT		sandhillpreservation	unk
EA00992	SP:0000012	KING HUMBERT		sandhillpreservation	unk
EA00992	SP:0000010	KING HUMBERT		sandhillpreservation	unk
EA00992	SP:0000038	KING HUMBERT		sandhillpreservation	unk
EA00992	SP:0000124	KING HUMBERT		sandhillpreservation	unk
EA00993	SP:0000173	LA ROMA		sandhillpreservation	unk
EA00993	SP:0000127	LA ROMA		sandhillpreservation	unk
EA00993	SP:0000128	LA ROMA		sandhillpreservation	unk
EA00993	SP:0000004	LA ROMA		sandhillpreservation	unk
EA00993	SP:0000071	LA ROMA		sandhillpreservation	unk
EA00993	SP:0000180	LA ROMA		sandhillpreservation	unk
EA00993	SP:0000012	LA ROMA		sandhillpreservation	unk
EA00993	SP:0000010	LA ROMA		sandhillpreservation	unk
EA00993	SP:0000038	LA ROMA		sandhillpreservation	unk
EA00993	SP:0000124	LA ROMA		sandhillpreservation	unk
EA00995	SP:0000173	MARIANNE'S		sandhillpreservation	unk
EA00995	SP:0000127	MARIANNE'S		sandhillpreservation	unk
EA00995	SP:0000128	MARIANNE'S		sandhillpreservation	unk
EA00995	SP:0000004	MARIANNE'S		sandhillpreservation	unk
EA00995	SP:0000071	MARIANNE'S		sandhillpreservation	unk
EA00995	SP:0000180	MARIANNE'S		sandhillpreservation	unk
EA00995	SP:0000012	MARIANNE'S		sandhillpreservation	unk
EA00995	SP:0000010	MARIANNE'S		sandhillpreservation	unk
EA00995	SP:0000038	MARIANNE'S		sandhillpreservation	unk
EA00995	SP:0000124	MARIANNE'S		sandhillpreservation	unk
EA00996	SP:0000173	MARTINO'S ROMA		sandhillpreservation	unk
EA00996	SP:0000127	MARTINO'S ROMA		sandhillpreservation	unk
EA00996	SP:0000128	MARTINO'S ROMA		sandhillpreservation	unk
EA00996	SP:0000004	MARTINO'S ROMA		sandhillpreservation	unk
EA00996	SP:0000071	MARTINO'S ROMA		sandhillpreservation	unk
EA00996	SP:0000180	MARTINO'S ROMA		sandhillpreservation	unk
EA00996	SP:0000012	MARTINO'S ROMA		sandhillpreservation	unk
EA00996	SP:0000010	MARTINO'S ROMA		sandhillpreservation	unk
EA00996	SP:0000038	MARTINO'S ROMA		sandhillpreservation	unk
EA00996	SP:0000124	MARTINO'S ROMA		sandhillpreservation	unk
EA00997	SP:0000173	MIRACLE OF WORLD		sandhillpreservation	unk
EA00997	SP:0000127	MIRACLE OF WORLD		sandhillpreservation	unk
EA00997	SP:0000128	MIRACLE OF WORLD		sandhillpreservation	unk
EA00997	SP:0000004	MIRACLE OF WORLD		sandhillpreservation	unk
EA00997	SP:0000071	MIRACLE OF WORLD		sandhillpreservation	unk
EA00997	SP:0000180	MIRACLE OF WORLD		sandhillpreservation	unk
EA00997	SP:0000012	MIRACLE OF WORLD		sandhillpreservation	unk
EA00997	SP:0000010	MIRACLE OF WORLD		sandhillpreservation	unk
EA00997	SP:0000038	MIRACLE OF WORLD		sandhillpreservation	unk
EA00997	SP:0000124	MIRACLE OF WORLD		sandhillpreservation	unk
EA00998	SP:0000173	MORENA		sandhillpreservation	unk
EA00998	SP:0000127	MORENA		sandhillpreservation	unk
EA00998	SP:0000128	MORENA		sandhillpreservation	unk
EA00998	SP:0000004	MORENA		sandhillpreservation	unk
EA00998	SP:0000071	MORENA		sandhillpreservation	unk
EA00998	SP:0000180	MORENA		sandhillpreservation	unk
EA00998	SP:0000012	MORENA		sandhillpreservation	unk
EA00998	SP:0000010	MORENA		sandhillpreservation	unk
EA00998	SP:0000038	MORENA		sandhillpreservation	unk
EA00998	SP:0000124	MORENA		sandhillpreservation	unk
EA00999	SP:0000173	NAPOLI		sandhillpreservation	unk
EA00999	SP:0000127	NAPOLI		sandhillpreservation	unk
EA00999	SP:0000128	NAPOLI		sandhillpreservation	unk
EA00999	SP:0000004	NAPOLI		sandhillpreservation	unk
EA00999	SP:0000071	NAPOLI		sandhillpreservation	unk
EA00999	SP:0000180	NAPOLI		sandhillpreservation	unk
EA00999	SP:0000012	NAPOLI		sandhillpreservation	unk
EA00999	SP:0000010	NAPOLI		sandhillpreservation	unk
EA00999	SP:0000038	NAPOLI		sandhillpreservation	unk
EA00999	SP:0000124	NAPOLI		sandhillpreservation	unk
EA01000	SP:0000173	NEW ZEALAND PEAR		sandhillpreservation	unk
EA01000	SP:0000127	NEW ZEALAND PEAR		sandhillpreservation	unk
EA01000	SP:0000128	NEW ZEALAND PEAR		sandhillpreservation	unk
EA01000	SP:0000004	NEW ZEALAND PEAR		sandhillpreservation	unk
EA01000	SP:0000071	NEW ZEALAND PEAR		sandhillpreservation	unk
EA01000	SP:0000180	NEW ZEALAND PEAR		sandhillpreservation	unk
EA01000	SP:0000012	NEW ZEALAND PEAR		sandhillpreservation	unk
EA01000	SP:0000010	NEW ZEALAND PEAR		sandhillpreservation	unk
EA01000	SP:0000038	NEW ZEALAND PEAR		sandhillpreservation	unk
EA01000	SP:0000124	NEW ZEALAND PEAR		sandhillpreservation	unk
