euSolID	SP Ontology	Variaty name	Accession number in other genebank	Original source of the accession	colSiteCountry
EA00144	SP:0000128	PALTE D' HAITI		 C. MALE	unk
EA00144	SP:0000012	PALTE D' HAITI		 C. MALE	unk
EA00147	SP:0000173	PARAGON YELLOW		 C. MALE	unk
EA00147	SP:0000127	PARAGON YELLOW		 C. MALE	unk
EA00147	SP:0000012	PARAGON YELLOW		 C. MALE	unk
EA00149	SP:0000173	PEAK OF PERFECTION		 C. MALE	unk
EA00149	SP:0000127	PEAK OF PERFECTION		 C. MALE	unk
EA00149	SP:0000128	PEAK OF PERFECTION		 C. MALE	unk
EA00149	SP:0000012	PEAK OF PERFECTION		 C. MALE	unk
EA00151	SP:0000173	PETIT COUR DE BOEUF		 C. MALE	unk
EA00151	SP:0000127	PETIT COUR DE BOEUF		 C. MALE	unk
EA00151	SP:0000128	PETIT COUR DE BOEUF		 C. MALE	unk
EA00151	SP:0000038	PETIT COUR DE BOEUF		 C. MALE	unk
EA00152	SP:0000173	PHIL'S FANTASTIC		 C. MALE	unk
EA00152	SP:0000127	PHIL'S FANTASTIC		 C. MALE	unk
EA00152	SP:0000128	PHIL'S FANTASTIC		 C. MALE	unk
EA00153	SP:0000173	PINEAPPLE FOG		 C. MALE	unk
EA00153	SP:0000127	PINEAPPLE FOG		 C. MALE	unk
EA00153	SP:0000180	PINEAPPLE FOG		 C. MALE	unk
EA00153	SP:0000012	PINEAPPLE FOG		 C. MALE	unk
EA00154	SP:0000173	PINK BULGARIAN		 C. MALE	unk
EA00154	SP:0000127	PINK BULGARIAN		 C. MALE	unk
EA00154	SP:0000128	PINK BULGARIAN		 C. MALE	unk
EA00154	SP:0000071	PINK BULGARIAN		 C. MALE	unk
EA00154	SP:0000180	PINK BULGARIAN		 C. MALE	unk
EA00154	SP:0000012	PINK BULGARIAN		 C. MALE	unk
EA00156	SP:0000173	Polish (Ellis)		 C. MALE	unk
EA00156	SP:0000127	Polish (Ellis)		 C. MALE	unk
EA00156	SP:0000128	Polish (Ellis)		 C. MALE	unk
EA00157	SP:0000173	Polish Joe		 C. MALE	unk
EA00157	SP:0000127	Polish Joe		 C. MALE	unk
EA00157	SP:0000128	Polish Joe		 C. MALE	unk
EA00157	SP:0000012	Polish Joe		 C. MALE	unk
EA00157	SP:0000038	Polish Joe		 C. MALE	unk
EA00158	SP:0000173	POLISH PINK		 C. MALE	unk
EA00158	SP:0000127	POLISH PINK		 C. MALE	unk
EA00158	SP:0000128	POLISH PINK		 C. MALE	unk
EA00159	SP:0000173	POLISH RED		 C. MALE	unk
EA00159	SP:0000127	POLISH RED		 C. MALE	unk
EA00159	SP:0000128	POLISH RED		 C. MALE	unk
EA00159	SP:0000012	POLISH RED		 C. MALE	unk
EA00160	SP:0000173	POLONAISE JAUNE		 C. MALE	unk
EA00160	SP:0000127	POLONAISE JAUNE		 C. MALE	unk
EA00160	SP:0000128	POLONAISE JAUNE		 C. MALE	unk
EA00160	SP:0000012	POLONAISE JAUNE		 C. MALE	unk
EA00161	SP:0000173	POMME D' OR		 C. MALE	unk
EA00161	SP:0000127	POMME D' OR		 C. MALE	unk
EA00161	SP:0000128	POMME D' OR		 C. MALE	unk
EA00161	SP:0000012	POMME D' OR		 C. MALE	unk
EA00163	SP:0000173	PRECIOUS		 C. MALE	unk
EA00163	SP:0000127	PRECIOUS		 C. MALE	unk
EA00163	SP:0000128	PRECIOUS		 C. MALE	unk
EA00163	SP:0000038	PRECIOUS		 C. MALE	unk
EA00165	SP:0000173	PURPLE CHERRY		 C. MALE	unk
EA00165	SP:0000127	PURPLE CHERRY		 C. MALE	unk
EA00165	SP:0000128	PURPLE CHERRY		 C. MALE	unk
EA00165	SP:0000012	PURPLE CHERRY		 C. MALE	unk
EA00166	SP:0000173	PURPUR ISONICA		 C. MALE	unk
EA00166	SP:0000127	PURPUR ISONICA		 C. MALE	unk
EA00166	SP:0000128	PURPUR ISONICA		 C. MALE	unk
EA00166	SP:0000012	PURPUR ISONICA		 C. MALE	unk
EA00167	SP:0000173	PURPUR KONIG		 C. MALE	unk
EA00167	SP:0000127	PURPUR KONIG		 C. MALE	unk
EA00168	SP:0000173	PURTUGUESE		 C. MALE	unk
EA00168	SP:0000127	PURTUGUESE		 C. MALE	unk
EA00168	SP:0000128	PURTUGUESE		 C. MALE	unk
EA00168	SP:0000004	PURTUGUESE		 C. MALE	unk
EA00168	SP:0000012	PURTUGUESE		 C. MALE	unk
EA00169	SP:0000173	QUEEN MARY		 C. MALE	unk
EA00169	SP:0000127	QUEEN MARY		 C. MALE	unk
EA00169	SP:0000128	QUEEN MARY		 C. MALE	unk
EA00170	SP:0000173	QUINTO		 C. MALE	unk
EA00170	SP:0000127	QUINTO		 C. MALE	unk
EA00170	SP:0000128	QUINTO		 C. MALE	unk
EA00171	SP:0000173	RAY'S GOLDEN		 C. MALE	unk
EA00171	SP:0000127	RAY'S GOLDEN		 C. MALE	unk
EA00171	SP:0000128	RAY'S GOLDEN		 C. MALE	unk
EA00171	SP:0000012	RAY'S GOLDEN		 C. MALE	unk
EA00174	SP:0000173	REDFIELD BEAUTY		 C. MALE	unk
EA00174	SP:0000127	REDFIELD BEAUTY		 C. MALE	unk
EA00174	SP:0000128	REDFIELD BEAUTY		 C. MALE	unk
EA00174	SP:0000012	REDFIELD BEAUTY		 C. MALE	unk
EA00175	SP:0000173	ROSE VIOLETTE		 C. MALE	unk
EA00175	SP:0000127	ROSE VIOLETTE		 C. MALE	unk
EA00175	SP:0000128	ROSE VIOLETTE		 C. MALE	unk
EA00175	SP:0000012	ROSE VIOLETTE		 C. MALE	unk
EA00177	SP:0000173	RUSSIAN (CRAIG)		 C. MALE	unk
EA00177	SP:0000127	RUSSIAN (CRAIG)		 C. MALE	unk
EA00177	SP:0000128	RUSSIAN (CRAIG)		 C. MALE	unk
EA00178	SP:0000173	RUSSIAN BOGATYR		 C. MALE	unk
EA00178	SP:0000127	RUSSIAN BOGATYR		 C. MALE	unk
EA00178	SP:0000128	RUSSIAN BOGATYR		 C. MALE	unk
EA00179	SP:0000173	SELWYN YELLOW		 C. MALE	unk
EA00179	SP:0000127	SELWYN YELLOW		 C. MALE	unk
EA00180	SP:0000173	SHUNTUKSKI		 C. MALE	unk
EA00180	SP:0000127	SHUNTUKSKI		 C. MALE	unk
EA00180	SP:0000128	SHUNTUKSKI		 C. MALE	unk
EA00180	SP:0000071	SHUNTUKSKI		 C. MALE	unk
EA00180	SP:0000012	SHUNTUKSKI		 C. MALE	unk
EA00181	SP:0000173	SKIF'S GOLD		 C. MALE	unk
EA00181	SP:0000127	SKIF'S GOLD		 C. MALE	unk
EA00181	SP:0000128	SKIF'S GOLD		 C. MALE	unk
EA00181	SP:0000012	SKIF'S GOLD		 C. MALE	unk
EA00182	SP:0000173	SOLGOLD		 C. MALE	unk
EA00182	SP:0000127	SOLGOLD		 C. MALE	unk
EA00182	SP:0000128	SOLGOLD		 C. MALE	unk
EA00182	SP:0000012	SOLGOLD		 C. MALE	unk
EA00183	SP:0000173	SOLYMARI		 C. MALE	unk
EA00183	SP:0000127	SOLYMARI		 C. MALE	unk
EA00184	SP:0000173	SOUTHEN NIGHT		 C. MALE	unk
EA00184	SP:0000127	SOUTHEN NIGHT		 C. MALE	unk
EA00184	SP:0000128	SOUTHEN NIGHT		 C. MALE	unk
EA00184	SP:0000012	SOUTHEN NIGHT		 C. MALE	unk
EA00187	SP:0000173	STEVE		 C. MALE	unk
EA00187	SP:0000127	STEVE		 C. MALE	unk
EA00187	SP:0000128	STEVE		 C. MALE	unk
EA00187	SP:0000004	STEVE		 C. MALE	unk
EA00187	SP:0000180	STEVE		 C. MALE	unk
EA00187	SP:0000038	STEVE		 C. MALE	unk
EA00189	SP:0000173	SUNSHINE		 C. MALE	unk
EA00189	SP:0000127	SUNSHINE		 C. MALE	unk
EA00189	SP:0000128	SUNSHINE		 C. MALE	unk
EA00189	SP:0000071	SUNSHINE		 C. MALE	unk
EA00189	SP:0000012	SUNSHINE		 C. MALE	unk
EA00191	SP:0000173	SWEET HORIZON		 C. MALE	unk
EA00191	SP:0000127	SWEET HORIZON		 C. MALE	unk
EA00191	SP:0000038	SWEET HORIZON		 C. MALE	unk
EA00192	SP:0000173	TAD		 C. MALE	unk
EA00192	SP:0000127	TAD		 C. MALE	unk
EA00192	SP:0000012	TAD		 C. MALE	unk
EA00193	SP:0000173	TANGERINE		 C. MALE	unk
EA00193	SP:0000127	TANGERINE		 C. MALE	unk
EA00193	SP:0000012	TANGERINE		 C. MALE	unk
EA00194	SP:0000173	TEE PEE		 C. MALE	unk
EA00194	SP:0000127	TEE PEE		 C. MALE	unk
EA00194	SP:0000128	TEE PEE		 C. MALE	unk
EA00195	SP:0000173	TENNESEE		 C. MALE	unk
EA00195	SP:0000127	TENNESEE		 C. MALE	unk
EA00197	SP:0000173	TRIANGULAIRE		 C. MALE	unk
EA00197	SP:0000127	TRIANGULAIRE		 C. MALE	unk
EA00197	SP:0000128	TRIANGULAIRE		 C. MALE	unk
EA00201	SP:0000173	TRIUMPH		 C. MALE	unk
EA00201	SP:0000127	TRIUMPH		 C. MALE	unk
EA00201	SP:0000128	TRIUMPH		 C. MALE	unk
EA00201	SP:0000071	TRIUMPH		 C. MALE	unk
EA00201	SP:0000180	TRIUMPH		 C. MALE	unk
EA00201	SP:0000012	TRIUMPH		 C. MALE	unk
EA00201	SP:0000038	TRIUMPH		 C. MALE	unk
EA00201	SP:0000124	TRIUMPH		 C. MALE	unk
EA00202	SP:0000173	TROPHY		 C. MALE	unk
EA00202	SP:0000127	TROPHY		 C. MALE	unk
EA00202	SP:0000128	TROPHY		 C. MALE	unk
EA00202	SP:0000004	TROPHY		 C. MALE	unk
EA00202	SP:0000180	TROPHY		 C. MALE	unk
EA00202	SP:0000012	TROPHY		 C. MALE	unk
EA00202	SP:0000038	TROPHY		 C. MALE	unk
EA00202	SP:0000124	TROPHY		 C. MALE	unk
EA00203	SP:0000173	TUKONI		 C. MALE	unk
EA00203	SP:0000127	TUKONI		 C. MALE	unk
EA00203	SP:0000128	TUKONI		 C. MALE	unk
EA00203	SP:0000004	TUKONI		 C. MALE	unk
EA00203	SP:0000180	TUKONI		 C. MALE	unk
EA00203	SP:0000012	TUKONI		 C. MALE	unk
EA00203	SP:0000038	TUKONI		 C. MALE	unk
EA00203	SP:0000124	TUKONI		 C. MALE	unk
EA00205	SP:0000173	UNKNOWN KENTUCKY HEIRLOOM		 C. MALE	unk
EA00205	SP:0000127	UNKNOWN KENTUCKY HEIRLOOM		 C. MALE	unk
EA00205	SP:0000128	UNKNOWN KENTUCKY HEIRLOOM		 C. MALE	unk
EA00205	SP:0000004	UNKNOWN KENTUCKY HEIRLOOM		 C. MALE	unk
EA00205	SP:0000071	UNKNOWN KENTUCKY HEIRLOOM		 C. MALE	unk
EA00205	SP:0000124	UNKNOWN KENTUCKY HEIRLOOM		 C. MALE	unk
EA00206	SP:0000173	VELICAN		 C. MALE	unk
EA00206	SP:0000127	VELICAN		 C. MALE	unk
EA00206	SP:0000128	VELICAN		 C. MALE	unk
EA00206	SP:0000004	VELICAN		 C. MALE	unk
EA00206	SP:0000071	VELICAN		 C. MALE	unk
EA00206	SP:0000180	VELICAN		 C. MALE	unk
EA00206	SP:0000012	VELICAN		 C. MALE	unk
EA00206	SP:0000038	VELICAN		 C. MALE	unk
EA00206	SP:0000124	VELICAN		 C. MALE	unk
EA00208	SP:0000173	VERA'S SEEDS OF PARADISE		 C. MALE	unk
EA00208	SP:0000127	VERA'S SEEDS OF PARADISE		 C. MALE	unk
EA00208	SP:0000128	VERA'S SEEDS OF PARADISE		 C. MALE	unk
EA00208	SP:0000180	VERA'S SEEDS OF PARADISE		 C. MALE	unk
EA00208	SP:0000012	VERA'S SEEDS OF PARADISE		 C. MALE	unk
EA00208	SP:0000038	VERA'S SEEDS OF PARADISE		 C. MALE	unk
EA00208	SP:0000124	VERA'S SEEDS OF PARADISE		 C. MALE	unk
EA00209	SP:0000173	VICTORIAN DWARF		 C. MALE	unk
EA00209	SP:0000127	VICTORIAN DWARF		 C. MALE	unk
EA00209	SP:0000128	VICTORIAN DWARF		 C. MALE	unk
EA00209	SP:0000004	VICTORIAN DWARF		 C. MALE	unk
EA00209	SP:0000071	VICTORIAN DWARF		 C. MALE	unk
EA00209	SP:0000180	VICTORIAN DWARF		 C. MALE	unk
EA00209	SP:0000012	VICTORIAN DWARF		 C. MALE	unk
EA00209	SP:0000038	VICTORIAN DWARF		 C. MALE	unk
EA00209	SP:0000124	VICTORIAN DWARF		 C. MALE	unk
EA00210	SP:0000173	VIOLACEUM ALTAISTKY		 C. MALE	unk
EA00210	SP:0000127	VIOLACEUM ALTAISTKY		 C. MALE	unk
EA00210	SP:0000128	VIOLACEUM ALTAISTKY		 C. MALE	unk
EA00210	SP:0000004	VIOLACEUM ALTAISTKY		 C. MALE	unk
EA00210	SP:0000180	VIOLACEUM ALTAISTKY		 C. MALE	unk
EA00210	SP:0000012	VIOLACEUM ALTAISTKY		 C. MALE	unk
EA00210	SP:0000038	VIOLACEUM ALTAISTKY		 C. MALE	unk
EA00210	SP:0000124	VIOLACEUM ALTAISTKY		 C. MALE	unk
EA00211	SP:0000173	VIOLACEUM KRYPNI ROZO		 C. MALE	unk
EA00211	SP:0000127	VIOLACEUM KRYPNI ROZO		 C. MALE	unk
EA00211	SP:0000128	VIOLACEUM KRYPNI ROZO		 C. MALE	unk
EA00211	SP:0000004	VIOLACEUM KRYPNI ROZO		 C. MALE	unk
EA00211	SP:0000012	VIOLACEUM KRYPNI ROZO		 C. MALE	unk
EA00211	SP:0000038	VIOLACEUM KRYPNI ROZO		 C. MALE	unk
EA00211	SP:0000124	VIOLACEUM KRYPNI ROZO		 C. MALE	unk
EA00212	SP:0000173	VISITATION VALLEY		 C. MALE	unk
EA00212	SP:0000127	VISITATION VALLEY		 C. MALE	unk
EA00212	SP:0000128	VISITATION VALLEY		 C. MALE	unk
EA00212	SP:0000004	VISITATION VALLEY		 C. MALE	unk
EA00212	SP:0000071	VISITATION VALLEY		 C. MALE	unk
EA00212	SP:0000180	VISITATION VALLEY		 C. MALE	unk
EA00212	SP:0000012	VISITATION VALLEY		 C. MALE	unk
EA00212	SP:0000038	VISITATION VALLEY		 C. MALE	unk
EA00212	SP:0000124	VISITATION VALLEY		 C. MALE	unk
EA00213	SP:0000173	VIVID		 C. MALE	unk
EA00213	SP:0000127	VIVID		 C. MALE	unk
EA00213	SP:0000128	VIVID		 C. MALE	unk
EA00213	SP:0000004	VIVID		 C. MALE	unk
EA00213	SP:0000071	VIVID		 C. MALE	unk
EA00213	SP:0000180	VIVID		 C. MALE	unk
EA00213	SP:0000012	VIVID		 C. MALE	unk
EA00213	SP:0000038	VIVID		 C. MALE	unk
EA00213	SP:0000124	VIVID		 C. MALE	unk
EA00214	SP:0000173	VODAR		 C. MALE	unk
EA00214	SP:0000127	VODAR		 C. MALE	unk
EA00214	SP:0000128	VODAR		 C. MALE	unk
EA00214	SP:0000004	VODAR		 C. MALE	unk
EA00214	SP:0000071	VODAR		 C. MALE	unk
EA00214	SP:0000180	VODAR		 C. MALE	unk
EA00214	SP:0000012	VODAR		 C. MALE	unk
EA00214	SP:0000038	VODAR		 C. MALE	unk
EA00214	SP:0000124	VODAR		 C. MALE	unk
EA00215	SP:0000173	WENDY		 C. MALE	unk
EA00215	SP:0000127	WENDY		 C. MALE	unk
EA00215	SP:0000128	WENDY		 C. MALE	unk
EA00215	SP:0000004	WENDY		 C. MALE	unk
EA00215	SP:0000071	WENDY		 C. MALE	unk
EA00215	SP:0000180	WENDY		 C. MALE	unk
EA00215	SP:0000012	WENDY		 C. MALE	unk
EA00215	SP:0000038	WENDY		 C. MALE	unk
EA00215	SP:0000124	WENDY		 C. MALE	unk
EA00216	SP:0000173	WES		 C. MALE	unk
EA00216	SP:0000127	WES		 C. MALE	unk
EA00216	SP:0000128	WES		 C. MALE	unk
EA00216	SP:0000004	WES		 C. MALE	unk
EA00216	SP:0000071	WES		 C. MALE	unk
EA00216	SP:0000180	WES		 C. MALE	unk
EA00216	SP:0000012	WES		 C. MALE	unk
EA00216	SP:0000038	WES		 C. MALE	unk
EA00216	SP:0000124	WES		 C. MALE	unk
EA00217	SP:0000173	WOODLE ORANGE		 C. MALE	unk
EA00217	SP:0000127	WOODLE ORANGE		 C. MALE	unk
EA00217	SP:0000128	WOODLE ORANGE		 C. MALE	unk
EA00217	SP:0000004	WOODLE ORANGE		 C. MALE	unk
EA00217	SP:0000071	WOODLE ORANGE		 C. MALE	unk
EA00217	SP:0000180	WOODLE ORANGE		 C. MALE	unk
EA00217	SP:0000012	WOODLE ORANGE		 C. MALE	unk
EA00217	SP:0000038	WOODLE ORANGE		 C. MALE	unk
EA00217	SP:0000124	WOODLE ORANGE		 C. MALE	unk
EA00218	SP:0000173	YASHA YUGOSLAVIAN		 C. MALE	unk
EA00218	SP:0000127	YASHA YUGOSLAVIAN		 C. MALE	unk
EA00218	SP:0000128	YASHA YUGOSLAVIAN		 C. MALE	unk
EA00218	SP:0000004	YASHA YUGOSLAVIAN		 C. MALE	unk
EA00218	SP:0000071	YASHA YUGOSLAVIAN		 C. MALE	unk
EA00218	SP:0000180	YASHA YUGOSLAVIAN		 C. MALE	unk
EA00218	SP:0000012	YASHA YUGOSLAVIAN		 C. MALE	unk
EA00218	SP:0000038	YASHA YUGOSLAVIAN		 C. MALE	unk
EA00218	SP:0000124	YASHA YUGOSLAVIAN		 C. MALE	unk
EA00221	SP:0000173	YELLOW JUMBO		 C. MALE	unk
EA00221	SP:0000127	YELLOW JUMBO		 C. MALE	unk
EA00221	SP:0000128	YELLOW JUMBO		 C. MALE	unk
EA00221	SP:0000004	YELLOW JUMBO		 C. MALE	unk
EA00221	SP:0000071	YELLOW JUMBO		 C. MALE	unk
EA00221	SP:0000180	YELLOW JUMBO		 C. MALE	unk
EA00221	SP:0000038	YELLOW JUMBO		 C. MALE	unk
EA00222	SP:0000173	YELLOW PLUM		 C. MALE	unk
EA00222	SP:0000127	YELLOW PLUM		 C. MALE	unk
EA00222	SP:0000128	YELLOW PLUM		 C. MALE	unk
EA00222	SP:0000004	YELLOW PLUM		 C. MALE	unk
EA00222	SP:0000071	YELLOW PLUM		 C. MALE	unk
EA00222	SP:0000180	YELLOW PLUM		 C. MALE	unk
EA00222	SP:0000012	YELLOW PLUM		 C. MALE	unk
EA00222	SP:0000038	YELLOW PLUM		 C. MALE	unk
EA00222	SP:0000124	YELLOW PLUM		 C. MALE	unk
EA00223	SP:0000173	YELLOW RIESENTRAUBE		 C. MALE	unk
EA00223	SP:0000127	YELLOW RIESENTRAUBE		 C. MALE	unk
EA00223	SP:0000128	YELLOW RIESENTRAUBE		 C. MALE	unk
EA00223	SP:0000004	YELLOW RIESENTRAUBE		 C. MALE	unk
EA00223	SP:0000071	YELLOW RIESENTRAUBE		 C. MALE	unk
EA00223	SP:0000180	YELLOW RIESENTRAUBE		 C. MALE	unk
EA00223	SP:0000012	YELLOW RIESENTRAUBE		 C. MALE	unk
EA00223	SP:0000038	YELLOW RIESENTRAUBE		 C. MALE	unk
EA00223	SP:0000124	YELLOW RIESENTRAUBE		 C. MALE	unk
EA00227	SP:0000173	YOUGOSLAV		 C. MALE	unk
EA00227	SP:0000127	YOUGOSLAV		 C. MALE	unk
EA00227	SP:0000128	YOUGOSLAV		 C. MALE	unk
EA00227	SP:0000004	YOUGOSLAV		 C. MALE	unk
EA00227	SP:0000071	YOUGOSLAV		 C. MALE	unk
EA00227	SP:0000180	YOUGOSLAV		 C. MALE	unk
EA00227	SP:0000012	YOUGOSLAV		 C. MALE	unk
EA00227	SP:0000038	YOUGOSLAV		 C. MALE	unk
EA00227	SP:0000124	YOUGOSLAV		 C. MALE	unk
EA00228	SP:0000173	BC-2		BULGERIAN	unk
EA00228	SP:0000127	BC-2		BULGERIAN	unk
EA00228	SP:0000128	BC-2		BULGERIAN	unk
EA00228	SP:0000004	BC-2		BULGERIAN	unk
EA00228	SP:0000071	BC-2		BULGERIAN	unk
EA00228	SP:0000180	BC-2		BULGERIAN	unk
EA00228	SP:0000012	BC-2		BULGERIAN	unk
EA00228	SP:0000038	BC-2		BULGERIAN	unk
EA00228	SP:0000124	BC-2		BULGERIAN	unk
EA00229	SP:0000173	C-19		BULGERIAN	unk
EA00229	SP:0000127	C-19		BULGERIAN	unk
EA00229	SP:0000128	C-19		BULGERIAN	unk
EA00229	SP:0000004	C-19		BULGERIAN	unk
EA00229	SP:0000071	C-19		BULGERIAN	unk
EA00229	SP:0000180	C-19		BULGERIAN	unk
EA00229	SP:0000012	C-19		BULGERIAN	unk
EA00229	SP:0000038	C-19		BULGERIAN	unk
EA00229	SP:0000124	C-19		BULGERIAN	unk
EA00230	SP:0000173	N=10		BULGERIAN	unk
EA00230	SP:0000127	N=10		BULGERIAN	unk
EA00230	SP:0000128	N=10		BULGERIAN	unk
EA00230	SP:0000004	N=10		BULGERIAN	unk
EA00230	SP:0000071	N=10		BULGERIAN	unk
EA00230	SP:0000180	N=10		BULGERIAN	unk
EA00230	SP:0000012	N=10		BULGERIAN	unk
EA00230	SP:0000038	N=10		BULGERIAN	unk
EA00230	SP:0000124	N=10		BULGERIAN	unk
EA00231	SP:0000173	VRANBICANSUE UIZKE FERT		BULGERIAN	unk
EA00231	SP:0000127	VRANBICANSUE UIZKE FERT		BULGERIAN	unk
EA00231	SP:0000128	VRANBICANSUE UIZKE FERT		BULGERIAN	unk
EA00231	SP:0000004	VRANBICANSUE UIZKE FERT		BULGERIAN	unk
EA00231	SP:0000071	VRANBICANSUE UIZKE FERT		BULGERIAN	unk
EA00231	SP:0000180	VRANBICANSUE UIZKE FERT		BULGERIAN	unk
EA00231	SP:0000012	VRANBICANSUE UIZKE FERT		BULGERIAN	unk
EA00231	SP:0000038	VRANBICANSUE UIZKE FERT		BULGERIAN	unk
EA00231	SP:0000124	VRANBICANSUE UIZKE FERT		BULGERIAN	unk
EA00232	SP:0000173	XXIV-13		BULGERIAN	unk
EA00232	SP:0000127	XXIV-13		BULGERIAN	unk
EA00232	SP:0000128	XXIV-13		BULGERIAN	unk
EA00232	SP:0000004	XXIV-13		BULGERIAN	unk
EA00232	SP:0000071	XXIV-13		BULGERIAN	unk
EA00232	SP:0000180	XXIV-13		BULGERIAN	unk
EA00232	SP:0000012	XXIV-13		BULGERIAN	unk
EA00232	SP:0000038	XXIV-13		BULGERIAN	unk
EA00232	SP:0000124	XXIV-13		BULGERIAN	unk
EA00233	SP:0000173	XXIV-A		BULGERIAN	unk
EA00233	SP:0000127	XXIV-A		BULGERIAN	unk
EA00233	SP:0000128	XXIV-A		BULGERIAN	unk
EA00233	SP:0000004	XXIV-A		BULGERIAN	unk
EA00233	SP:0000071	XXIV-A		BULGERIAN	unk
EA00233	SP:0000180	XXIV-A		BULGERIAN	unk
EA00233	SP:0000012	XXIV-A		BULGERIAN	unk
EA00233	SP:0000038	XXIV-A		BULGERIAN	unk
EA00233	SP:0000124	XXIV-A		BULGERIAN	unk
EA00234	SP:0000173	Af, atv	N020105	CHRIS BOWLER	unk
EA00234	SP:0000127	Af, atv	N020105	CHRIS BOWLER	unk
EA00234	SP:0000128	Af, atv	N020105	CHRIS BOWLER	unk
EA00234	SP:0000004	Af, atv	N020105	CHRIS BOWLER	unk
EA00234	SP:0000071	Af, atv	N020105	CHRIS BOWLER	unk
EA00234	SP:0000180	Af, atv	N020105	CHRIS BOWLER	unk
EA00234	SP:0000012	Af, atv	N020105	CHRIS BOWLER	unk
EA00234	SP:0000038	Af, atv	N020105	CHRIS BOWLER	unk
EA00234	SP:0000124	Af, atv	N020105	CHRIS BOWLER	unk
EA00238	SP:0000173	Af, u	N020014	CHRIS BOWLER	unk
EA00238	SP:0000127	Af, u	N020014	CHRIS BOWLER	unk
EA00238	SP:0000128	Af, u	N020014	CHRIS BOWLER	unk
EA00238	SP:0000004	Af, u	N020014	CHRIS BOWLER	unk
EA00238	SP:0000071	Af, u	N020014	CHRIS BOWLER	unk
EA00238	SP:0000180	Af, u	N020014	CHRIS BOWLER	unk
EA00238	SP:0000012	Af, u	N020014	CHRIS BOWLER	unk
EA00238	SP:0000038	Af, u	N020014	CHRIS BOWLER	unk
EA00238	SP:0000124	Af, u	N020014	CHRIS BOWLER	unk
EA00240	SP:0000173	ALISA CRAIG	N020212	CHRIS BOWLER	unk
EA00240	SP:0000127	ALISA CRAIG	N020212	CHRIS BOWLER	unk
EA00240	SP:0000128	ALISA CRAIG	N020212	CHRIS BOWLER	unk
EA00240	SP:0000004	ALISA CRAIG	N020212	CHRIS BOWLER	unk
EA00240	SP:0000071	ALISA CRAIG	N020212	CHRIS BOWLER	unk
EA00240	SP:0000180	ALISA CRAIG	N020212	CHRIS BOWLER	unk
EA00240	SP:0000012	ALISA CRAIG	N020212	CHRIS BOWLER	unk
EA00240	SP:0000038	ALISA CRAIG	N020212	CHRIS BOWLER	unk
EA00240	SP:0000124	ALISA CRAIG	N020212	CHRIS BOWLER	unk
EA00241	SP:0000173	atv	N020215	CHRIS BOWLER	unk
EA00241	SP:0000127	atv	N020215	CHRIS BOWLER	unk
EA00241	SP:0000128	atv	N020215	CHRIS BOWLER	unk
EA00241	SP:0000004	atv	N020215	CHRIS BOWLER	unk
EA00241	SP:0000071	atv	N020215	CHRIS BOWLER	unk
EA00241	SP:0000180	atv	N020215	CHRIS BOWLER	unk
EA00241	SP:0000012	atv	N020215	CHRIS BOWLER	unk
EA00241	SP:0000038	atv	N020215	CHRIS BOWLER	unk
EA00241	SP:0000124	atv	N020215	CHRIS BOWLER	unk
EA00242	SP:0000173	GT	30002	CHRIS BOWLER	unk
EA00242	SP:0000127	GT	30002	CHRIS BOWLER	unk
EA00242	SP:0000128	GT	30002	CHRIS BOWLER	unk
EA00242	SP:0000004	GT	30002	CHRIS BOWLER	unk
EA00242	SP:0000071	GT	30002	CHRIS BOWLER	unk
EA00242	SP:0000180	GT	30002	CHRIS BOWLER	unk
EA00242	SP:0000012	GT	30002	CHRIS BOWLER	unk
EA00242	SP:0000038	GT	30002	CHRIS BOWLER	unk
EA00242	SP:0000124	GT	30002	CHRIS BOWLER	unk
EA00249	SP:0000173	MM	N010006	CHRIS BOWLER	unk
EA00249	SP:0000127	MM	N010006	CHRIS BOWLER	unk
EA00249	SP:0000128	MM	N010006	CHRIS BOWLER	unk
EA00249	SP:0000004	MM	N010006	CHRIS BOWLER	unk
EA00249	SP:0000071	MM	N010006	CHRIS BOWLER	unk
EA00249	SP:0000180	MM	N010006	CHRIS BOWLER	unk
EA00249	SP:0000012	MM	N010006	CHRIS BOWLER	unk
EA00249	SP:0000038	MM	N010006	CHRIS BOWLER	unk
EA00249	SP:0000124	MM	N010006	CHRIS BOWLER	unk
EA00250	SP:0000173	A. C. RED		CRAIG LEHOULLIER	unk
EA00250	SP:0000127	A. C. RED		CRAIG LEHOULLIER	unk
EA00250	SP:0000128	A. C. RED		CRAIG LEHOULLIER	unk
EA00250	SP:0000004	A. C. RED		CRAIG LEHOULLIER	unk
EA00250	SP:0000071	A. C. RED		CRAIG LEHOULLIER	unk
EA00250	SP:0000180	A. C. RED		CRAIG LEHOULLIER	unk
EA00250	SP:0000012	A. C. RED		CRAIG LEHOULLIER	unk
EA00250	SP:0000038	A. C. RED		CRAIG LEHOULLIER	unk
EA00250	SP:0000124	A. C. RED		CRAIG LEHOULLIER	unk
EA00252	SP:0000173	ADELIA		CRAIG LEHOULLIER	unk
EA00252	SP:0000127	ADELIA		CRAIG LEHOULLIER	unk
EA00252	SP:0000128	ADELIA		CRAIG LEHOULLIER	unk
EA00252	SP:0000004	ADELIA		CRAIG LEHOULLIER	unk
