AccessionNum	Gene	Allele	ImageNum	Hyperlink
LA3256	at	--	1493	http://tgrc.ucdavis.edu/images/at,t-LA3256-fruit.jpg
LA3256	t	--	1493	http://tgrc.ucdavis.edu/images/at,t-LA3256-fruit.jpg
LA3263	a	--	339	http://tgrc.ucdavis.edu/images/a-LA3263.jpg
LA3263	a	--	594	http://tgrc.ucdavis.edu/images/a-la3263-hypocotyl.jpg
LA3279	at	--	1489	http://tgrc.ucdavis.edu/images/at,Del-LA3279-fruit.jpg
LA3279	Del	--	1489	http://tgrc.ucdavis.edu/images/at,Del-LA3279-fruit.jpg
LA3280	au	--	790	http://tgrc.ucdavis.edu/images/au-LA3280-seedling.jpg
LA3282	spl	--	263	http://tgrc.ucdavis.edu/images/w-6a,spl.GIF
LA3284	at	--	1490	http://tgrc.ucdavis.edu/images/at,gf-LA3284-fruit.jpg
LA3284	gf	--	1490	http://tgrc.ucdavis.edu/images/at,gf-LA3284-fruit.jpg
LA3353	ah	--	464	http://tgrc.ucdavis.edu/images/pct,ah,marm-LA3353-.jpg
LA3353	ah	--	465	http://tgrc.ucdavis.edu/images/pct,ah,marm-LA3353-buds.jpg
LA3353	ah	--	466	http://tgrc.ucdavis.edu/images/pct,ah,marm-LA3353-leaf1.jpg
LA3353	ah	--	467	http://tgrc.ucdavis.edu/images/pct,ah,marm-LA3353-leaf2.jpg
LA3353	marm	--	464	http://tgrc.ucdavis.edu/images/pct,ah,marm-LA3353-.jpg
LA3353	marm	--	465	http://tgrc.ucdavis.edu/images/pct,ah,marm-LA3353-buds.jpg
LA3353	marm	--	466	http://tgrc.ucdavis.edu/images/pct,ah,marm-LA3353-leaf1.jpg
LA3353	marm	--	467	http://tgrc.ucdavis.edu/images/pct,ah,marm-LA3353-leaf2.jpg
LA3353	pct	--	464	http://tgrc.ucdavis.edu/images/pct,ah,marm-LA3353-.jpg
LA3353	pct	--	465	http://tgrc.ucdavis.edu/images/pct,ah,marm-LA3353-buds.jpg
LA3353	pct	--	466	http://tgrc.ucdavis.edu/images/pct,ah,marm-LA3353-leaf1.jpg
LA3353	pct	--	467	http://tgrc.ucdavis.edu/images/pct,ah,marm-LA3353-leaf2.jpg
LA3370	at	--	1491	http://tgrc.ucdavis.edu/images/at,hp-1-LA3370-fruit.jpg
LA3370	hp-1	--	1491	http://tgrc.ucdavis.edu/images/at,hp-1-LA3370-fruit.jpg
LA3373	at	--	1494	http://tgrc.ucdavis.edu/images/at,u-LA3373-fruit.jpg
LA3373	at	--	1510	http://tgrc.ucdavis.edu/images/gf,r,y,at,u,Del,B,t^v,t-LA3811,LA3381,LA3373,LA2996A,LA0316,LA0351,LA3250-fruit comp.jpg
LA3373	at	--	1511	http://tgrc.ucdavis.edu/image/gf,r,y,at,u-LA3811,LA3381,LA3373-fruit
LA3373	u	--	1494	http://tgrc.ucdavis.edu/images/at,u-LA3373-fruit.jpg
LA3373	u	--	1510	http://tgrc.ucdavis.edu/images/gf,r,y,at,u,Del,B,t^v,t-LA3811,LA3381,LA3373,LA2996A,LA0316,LA0351,LA3250-fruit comp.jpg
LA3373	u	--	1511	http://tgrc.ucdavis.edu/image/gf,r,y,at,u-LA3811,LA3381,LA3373-fruit
LA3375	gs	--	1515	http://tgrc.ucdavis.edu/images/gs,r-LA3375-fruit.jpg
LA3375	r	--	1515	http://tgrc.ucdavis.edu/images/gs,r-LA3375-fruit.jpg
LA3381	r	--	1510	http://tgrc.ucdavis.edu/images/gf,r,y,at,u,Del,B,t^v,t-LA3811,LA3381,LA3373,LA2996A,LA0316,LA0351,LA3250-fruit comp.jpg
LA3381	r	--	1511	http://tgrc.ucdavis.edu/image/gf,r,y,at,u-LA3811,LA3381,LA3373-fruit
LA3381	r	--	1529	http://tgrc.ucdavis.edu/images/r,y-LA3381-fruit.jpg
LA3381	y	--	1510	http://tgrc.ucdavis.edu/images/gf,r,y,at,u,Del,B,t^v,t-LA3811,LA3381,LA3373,LA2996A,LA0316,LA0351,LA3250-fruit comp.jpg
LA3381	y	--	1511	http://tgrc.ucdavis.edu/image/gf,r,y,at,u-LA3811,LA3381,LA3373-fruit
LA3381	y	--	1529	http://tgrc.ucdavis.edu/images/r,y-LA3381-fruit.jpg
LA3394	at	--	1495	http://tgrc.ucdavis.edu/images/at,ug-LA3394-fruit.jpg
LA3394	ug	--	1495	http://tgrc.ucdavis.edu/images/at,ug-LA3394-fruit.jpg
LA3414	t	--	1533	http://tgrc.ucdavis.edu/images/t,ug-LA3414-fruit.jpg
LA3414	ug	--	1533	http://tgrc.ucdavis.edu/images/t,ug-LA3414-fruit.jpg
LA3415	ug	--	1535	http://tgrc.ucdavis.edu/images/ug,y-LA3415-fruit.jpg
LA3415	y	--	1535	http://tgrc.ucdavis.edu/images/ug,y-LA3415-fruit.jpg
LA3416	hp-1	--	1516	http://tgrc.ucdavis.edu/images/hp-1,ug-LA3416-fruit.jpg
LA3416	ug	--	1516	http://tgrc.ucdavis.edu/images/hp-1,ug-LA3416-fruit.jpg
LA3417	r	--	1528	http://tgrc.ucdavis.edu/images/r,ug-LA3417-fruit.jpg
LA3417	ug	--	1528	http://tgrc.ucdavis.edu/images/r,ug-LA3417-fruit.jpg
LA3421	Nr	--	1526	http://tgrc.ucdavis.edu/images/Nr,u-LA3421-fruit.jpg
LA3421	u	--	1526	http://tgrc.ucdavis.edu/images/Nr,u-LA3421-fruit.jpg
LA3430	Xa-3	--	366	http://tgrc.ucdavis.edu/images/chlorotic-mutants-leaflets.jpg
LA3430	Xa-3	--	510	http://tgrc.ucdavis.edu/images/Xa-series-leaflets.jpg
LA3430	Xa-3	--	690	http://tgrc.ucdavis.edu/images/XA-3.XA,XA-2-LA3430,LA3579,LA3188-leaflet comp.jpg
LA3432	nv	--	1021	http://tgrc.ucdavis.edu/images/Tm,Tm-2,nv,u-LA3432-seedling.jpg
LA3432	Tm	--	1021	http://tgrc.ucdavis.edu/images/Tm,Tm-2,nv,u-LA3432-seedling.jpg
LA3432	Tm-2	--	1021	http://tgrc.ucdavis.edu/images/Tm,Tm-2,nv,u-LA3432-seedling.jpg
LA3432	u	--	1021	http://tgrc.ucdavis.edu/images/Tm,Tm-2,nv,u-LA3432-seedling.jpg
LA3433	ah	--	771	http://tgrc.ucdavis.edu/images/ah,nv,Tm-2,u-LA3433-seedling.jpg
LA3433	ah	--	772	http://tgrc.ucdavis.edu/images/ah,nv,Tm-2,u-LA3433-seedling.jpg
LA3433	nv	--	771	http://tgrc.ucdavis.edu/images/ah,nv,Tm-2,u-LA3433-seedling.jpg
LA3433	nv	--	772	http://tgrc.ucdavis.edu/images/ah,nv,Tm-2,u-LA3433-seedling.jpg
LA3433	Tm-2	--	771	http://tgrc.ucdavis.edu/images/ah,nv,Tm-2,u-LA3433-seedling.jpg
LA3433	Tm-2	--	772	http://tgrc.ucdavis.edu/images/ah,nv,Tm-2,u-LA3433-seedling.jpg
LA3433	u	--	771	http://tgrc.ucdavis.edu/images/ah,nv,Tm-2,u-LA3433-seedling.jpg
LA3433	u	--	772	http://tgrc.ucdavis.edu/images/ah,nv,Tm-2,u-LA3433-seedling.jpg
LA3437	at	--	1492	http://tgrc.ucdavis.edu/images/at,Nr-LA3437-fruit.jpg
LA3437	Nr	--	1492	http://tgrc.ucdavis.edu/images/at,Nr-LA3437-fruit.jpg
LA3475	I	--	687	http://tgrc.ucdavis.edu/images/LA3475-cv M82.JPG
LA3475	obv	--	687	http://tgrc.ucdavis.edu/images/LA3475-cv M82.JPG
LA3475	sp	--	687	http://tgrc.ucdavis.edu/images/LA3475-cv M82.JPG
LA3475	u	--	687	http://tgrc.ucdavis.edu/images/LA3475-cv M82.JPG
LA3475	Ve	--	687	http://tgrc.ucdavis.edu/images/LA3475-cv M82.JPG
LA3533	t	--	1015	http://tgrc.ucdavis.edu/images/t,t^v-LA0351,LA3533-leaves.jpg
LA3538	hp-1	--	23	http://tgrc.ucdavis.edu/images/fruit.color2.gif
LA3538	hp-1	--	923	http://tgrc.ucdavis.edu/images/hp-1-LA3538-fruit.jpg
LA3538	hp-1	--	1506	http://tgrc.ucdavis.edu/images/B^og,hp-1-LA3538,LA3771-fruit
LA3538	hp-1	--	1517	http://tgrc.ucdavis.edu/images/hp-1-LA3538-fruit-1.jpg
LA3541	gs	--	353	http://tgrc.ucdavis.edu/images/bl,-sp,-u,-LA3541-blind-inf.jpg
LA3541	gs	--	357	http://tgrc.ucdavis.edu/images/bl,sp,-u-LA3541-plant2.jpg
LA3541	r	--	353	http://tgrc.ucdavis.edu/images/bl,-sp,-u,-LA3541-blind-inf.jpg
LA3541	r	--	357	http://tgrc.ucdavis.edu/images/bl,sp,-u-LA3541-plant2.jpg
LA3541	ug	--	353	http://tgrc.ucdavis.edu/images/bl,-sp,-u,-LA3541-blind-inf.jpg
LA3541	ug	--	357	http://tgrc.ucdavis.edu/images/bl,sp,-u-LA3541-plant2.jpg
LA3551	yg-2	--	366	http://tgrc.ucdavis.edu/images/chlorotic-mutants-leaflets.jpg
LA3552	Me	--	47	http://tgrc.ucdavis.edu/images/me.GIF
LA3552	Me	--	456	http://tgrc.ucdavis.edu/images/Me-LA3552-.jpg
LA3552	Me	--	457	http://tgrc.ucdavis.edu/images/Me-LA3552-ii-.jpg
LA3552	Me	--	458	http://tgrc.ucdavis.edu/images/Me-LA3552-lvs.jpg
LA3552	Me	--	654	http://tgrc.ucdavis.edu/images/me-la3552,-ics-la3718,-c-la.jpg
LA3552	Me	--	655	http://tgrc.ucdavis.edu/images/Me-LA3552-2.jpg
LA3553	sy	--	492	http://tgrc.ucdavis.edu/images/sy-LA3553-lvs.jpg
LA3556	hl	--	132	http://tgrc.ucdavis.edu/images/hair.mutants.gif
LA3564	ven	--	99	http://tgrc.ucdavis.edu/images/TGC.covers2.gif
LA3564	ven	--	257	http://tgrc.ucdavis.edu/images/ven.GIF
LA3564	ven	--	1536	http://tgrc.ucdavis.edu/images/ven-LA3564-leaf.jpg
LA3564	ven	--	1537	http://tgrc.ucdavis.edu/images/ven-LA3564-leaf2.jpg
LA3567	op	--	461	http://tgrc.ucdavis.edu/images/op-LA3567-.jpg
LA3567	op	--	462	http://tgrc.ucdavis.edu/images/op-LA3567-buds.jpg
LA3567	op	--	463	http://tgrc.ucdavis.edu/images/op-LA3567-lvs.jpg
LA3568	m	--	646	http://tgrc.ucdavis.edu/images/m-la3568-.jpg
LA3568	m	--	647	http://tgrc.ucdavis.edu/images/m-la3568-flwr,-lf-comp.jpg
LA3568	m	--	648	http://tgrc.ucdavis.edu/images/m-la3568-ii.jpg
LA3568	m	--	649	http://tgrc.ucdavis.edu/images/m-la3568-infl-i.jpg
LA3568	m	--	650	http://tgrc.ucdavis.edu/images/m-la3568-lf.jpg
LA3568	m	--	651	http://tgrc.ucdavis.edu/images/m-la3568-lf2.jpg
LA3570	yv-4	--	621	http://tgrc.ucdavis.edu/images/fd-la3570-.jpg
LA3570	yv-4	--	622	http://tgrc.ucdavis.edu/images/fd-la3570-infl-comp.jpg
LA3570	yv-4	--	623	http://tgrc.ucdavis.edu/images/fd-la3570-lf-comp.jpg
LA3570	yv-4	--	1064	http://tgrc.ucdavis.edu/images/yv-4-LA3570-whole-plant.jpg
LA3570	yv-4	--	1065	http://tgrc.ucdavis.edu/images/yv-4-LA3570-flowers.jpg
LA3570	yv-4	--	1066	http://tgrc.ucdavis.edu/images/yv-4-LA3570-leaves.jpg
LA3573	mu	--	81	http://tgrc.ucdavis.edu/images/mu.GIF
LA3575	wf	--	364	http://tgrc.ucdavis.edu/images/ch-LA3720,-wf-LA3575,-Bco-L.jpg
LA3579	Xa	--	509	http://tgrc.ucdavis.edu/images/Xa-LA3579-.jpg
LA3579	Xa	--	510	http://tgrc.ucdavis.edu/images/Xa-series-leaflets.jpg
LA3579	Xa	--	690	http://tgrc.ucdavis.edu/images/XA-3.XA,XA-2-LA3430,LA3579,LA3188-leaflet comp.jpg
LA3583	clau	--	106	http://tgrc.ucdavis.edu/images/clau.gif
LA3611	ai	--	343	http://tgrc.ucdavis.edu/images/ai-LA3611.jpg
LA3611	ai	--	601	http://tgrc.ucdavis.edu/images/ai-la3611-hypocotyl.jpg
LA3612	ae	--	337	http://tgrc.ucdavis.edu/images/ae-LA3612.jpg
LA3612	ae	--	598	http://tgrc.ucdavis.edu/images/ae-la3612-hypocotyl.jpg
LA3613	flc	--	8	http://tgrc.ucdavis.edu/images/flc_a.GIF
LA3613	flc	--	9	http://tgrc.ucdavis.edu/images/flc_b.GIF
LA3615	d	x	673	http://tgrc.ucdavis.edu/images/d-^x-LA3615-lvs.jpg
LA3615	d	x	674	http://tgrc.ucdavis.edu/images/d-^x-LA3615.jpg
LA3615	d	x	675	http://tgrc.ucdavis.edu/images/dpy,Cu,d^x,d,bu-LA3171,LA3740,LA3615,LA0313,LA2918-dwarf comparisons.jpg
LA3615	d	x	677	http://tgrc.ucdavis.edu/images/d^x-LA3615-close-up.jpg
LA3615	u	--	673	http://tgrc.ucdavis.edu/images/d-^x-LA3615-lvs.jpg
LA3615	u	--	674	http://tgrc.ucdavis.edu/images/d-^x-LA3615.jpg
LA3615	u	--	675	http://tgrc.ucdavis.edu/images/dpy,Cu,d^x,d,bu-LA3171,LA3740,LA3615,LA0313,LA2918-dwarf comparisons.jpg
LA3615	u	--	677	http://tgrc.ucdavis.edu/images/d^x-LA3615-close-up.jpg
LA3668	Abg	--	23	http://tgrc.ucdavis.edu/images/fruit.color2.gif
LA3668	Abg	--	324	http://tgrc.ucdavis.edu/images/Abg.GIF
LA3668	Abg	--	752	http://tgrc.ucdavis.edu/images/Abg-LA3668-whole-plant.jpg
LA3668	Abg	--	753	http://tgrc.ucdavis.edu/images/Abg-LA3668-fruit.jpg
LA3669	va	dec	256	http://tgrc.ucdavis.edu/images/va^dec.GIF
LA3673	ap	--	789	http://tgrc.ucdavis.edu/images/ap-LA3673-whole-plant.jpg
LA3674	sf	--	223	http://tgrc.ucdavis.edu/images/TGC.covers.gif
LA3674	sf	--	478	http://tgrc.ucdavis.edu/images/sf-LA3674,-LA2838A.jpg
LA3674	sf	--	479	http://tgrc.ucdavis.edu/images/sf-LA3674-flwr,-lf-comp.jpg
LA3674	sf	--	480	http://tgrc.ucdavis.edu/images/sf-LA3674-flwr-comp.jpg
LA3674	sf	--	481	http://tgrc.ucdavis.edu/images/sf-LA3674-flwr.jpg
LA3674	sf	--	482	http://tgrc.ucdavis.edu/images/sf-LA3674-lf-comp.jpg
LA3674	sf	--	483	http://tgrc.ucdavis.edu/images/sf-LA3674-stg2.jpg
LA3674	sf	--	484	http://tgrc.ucdavis.edu/images/sf-LA3674.jpg
LA3674	sf	--	688	http://tgrc.ucdavis.edu/images/sf,c,e,la-LA3674,LA3168,LA2922,LA0355-leaf mutations.jpg
LA3710	lz-2	--	447	http://tgrc.ucdavis.edu/images/lz-2-LA3710-stg2i.jpg
LA3710	lz-2	--	448	http://tgrc.ucdavis.edu/images/lz-2-LA3710-stg2ii.jpg
LA3710	lz-2	--	449	http://tgrc.ucdavis.edu/images/lz-2-LA3710.jpg
LA3710	lz-2	--	452	http://tgrc.ucdavis.edu/images/lz2.jpg
LA3711	ag-2	--	341	http://tgrc.ucdavis.edu/images/ag-2-LA3711.jpg
LA3713	clau	ics	137	http://tgrc.ucdavis.edu/images/ics.gif
LA3713	clau	ics	138	http://tgrc.ucdavis.edu/images/ics_c.gif
LA3714	lut	--	164	http://tgrc.ucdavis.edu/images/lut.GIF
LA3715	com	in	142	http://tgrc.ucdavis.edu/images/in.gif
LA3715	com	in	143	http://tgrc.ucdavis.edu/images/in_a.GIF
LA3715	com	in	144	http://tgrc.ucdavis.edu/images/in_b.GIF
LA3716	rig-2	--	208	http://tgrc.ucdavis.edu/images/rig-2_a.gif
LA3716	rig-2	--	209	http://tgrc.ucdavis.edu/images/rig-2_c.GIF
LA3716	rig-2	--	210	http://tgrc.ucdavis.edu/images/rig-2_b.GIF
LA3717	l	--	154	http://tgrc.ucdavis.edu/images/l-plant.GIF
LA3717	l	--	155	http://tgrc.ucdavis.edu/images/l-fruit.gif
LA3717	l	--	156	http://tgrc.ucdavis.edu/images/l-shoots.gif
LA3718	Wo	m	266	http://tgrc.ucdavis.edu/images/wo^m_b.gif
LA3718	Wo	m	267	http://tgrc.ucdavis.edu/images/wo^m_c.gif
LA3718	Wo	m	500	http://tgrc.ucdavis.edu/images/Wo^m-LA3718-buds.jpg
LA3718	Wo	m	501	http://tgrc.ucdavis.edu/images/Wo^m-LA3718-infl.jpg
LA3718	Wo	m	502	http://tgrc.ucdavis.edu/images/Wo^m-LA3718-lvs.jpg
LA3720	ch	--	102	http://tgrc.ucdavis.edu/images/ch_a.gif
LA3720	ch	--	103	http://tgrc.ucdavis.edu/images/ch_b.gif
LA3720	ch	--	104	http://tgrc.ucdavis.edu/images/ch_c.gif
LA3720	ch	--	363	http://tgrc.ucdavis.edu/images/ch-LA3720,-Ailsa-Craig-LA28.jpg
LA3720	ch	--	364	http://tgrc.ucdavis.edu/images/ch-LA3720,-wf-LA3575,-Bco-L.jpg
LA3720	ch	--	365	http://tgrc.ucdavis.edu/images/ch-LA3720-wf-LA3575-Bco-LA4067-M82.jpg
LA3720	ch	--	652	http://tgrc.ucdavis.edu/images/m82-la2838a, t^v -la3002, bco -la4067, ch -la3720, wa -la4263, wf -la3575-flwrs.jpg
LA3722	oli	--	182	http://tgrc.ucdavis.edu/images/oli.gif
LA3723	cpt	--	111	http://tgrc.ucdavis.edu/images/cpt.GIF
LA3724	dl	--	46	http://tgrc.ucdavis.edu/images/dl.gif
LA3724	dl	--	87	http://tgrc.ucdavis.edu/images/unfruitfulness.gif
LA3724	dl	--	889	http://tgrc.ucdavis.edu/images/dl-LA3724-stem.jpg
LA3724	dl	--	892	http://tgrc.ucdavis.edu/images/dl,Dl^s-LA3906,LA3724,2-069-stems.jpg
LA3725	depa	--	615	http://tgrc.ucdavis.edu/images/depa-la3725-flwrs.jpg
LA3725	depa	--	616	http://tgrc.ucdavis.edu/images/depa-la3725-fruit.jpg
LA3725	depa	--	617	http://tgrc.ucdavis.edu/images/depa-la3725-infl.jpg
LA3725	depa	--	618	http://tgrc.ucdavis.edu/images/depa-la3725.jpg
LA3728	dil	--	37	http://tgrc.ucdavis.edu/images/deb_a.GIF
LA3728	dil	--	38	http://tgrc.ucdavis.edu/images/deb_b.GIF
LA3728	dil	--	44	http://tgrc.ucdavis.edu/images/dil.GIF
LA3728	dil	--	454	http://tgrc.ucdavis.edu/images/m-2-LA6652,-alb-LA3729-LvB.jpg
LA3728A	c	int	59	http://tgrc.ucdavis.edu/images/c^int_a.gif
LA3728A	c	int	60	http://tgrc.ucdavis.edu/images/c^int_b.gif
LA3728A	c	int	61	http://tgrc.ucdavis.edu/images/c^int_AilsaCraig.gif
LA3728A	c	int	225	http://tgrc.ucdavis.edu/images/si_a.gif
LA3728A	c	int	226	http://tgrc.ucdavis.edu/images/si_b.gif
LA3729	alb	--	348	http://tgrc.ucdavis.edu/images/alb-LA3729.jpg
LA3729	alb	--	411	http://tgrc.ucdavis.edu/images/ghost-mutants-alb-LA3729,-m.jpg
LA3729	alb	--	453	http://tgrc.ucdavis.edu/images/m-2-LA6652,-alb-LA3729-Leav.jpg
LA3731	yg-4	--	269	http://tgrc.ucdavis.edu/images/yg-4_a.gif
LA3731	yg-4	--	270	http://tgrc.ucdavis.edu/images/yg-4_b.gif
LA3732	ina	--	146	http://tgrc.ucdavis.edu/images/ina.GIF
LA3733	um	--	252	http://tgrc.ucdavis.edu/images/um.GIF
LA3734	tab	--	245	http://tgrc.ucdavis.edu/images/tab.GIF
LA3738	el	--	78	http://tgrc.ucdavis.edu/images/el_AilsaCraig.gif
LA3738	el	--	305	http://tgrc.ucdavis.edu/images/el.GIF
LA3739	Lpg	--	223	http://tgrc.ucdavis.edu/images/TGC.covers.gif
LA3740	Cu	--	379	http://tgrc.ucdavis.edu/images/Cu-LA3740-infl.jpg
LA3740	Cu	--	380	http://tgrc.ucdavis.edu/images/Cu-LA3740-stg2.jpg
LA3740	Cu	--	381	http://tgrc.ucdavis.edu/images/Cu-LA3740.jpg
LA3740	Cu	--	675	http://tgrc.ucdavis.edu/images/dpy,Cu,d^x,d,bu-LA3171,LA3740,LA3615,LA0313,LA2918-dwarf comparisons.jpg
LA3740	Cu	--	853	http://tgrc.ucdavis.edu/images/Cu-LA3740-flowers.jpg
LA3740	Cu	--	854	http://tgrc.ucdavis.edu/images/Cu-LA3740-fruit.jpg
LA3740	Cu	--	858	http://tgrc.ucdavis.edu/images/Cu-LA3740-whole-plant.jpg
LA3745	bl	--	354	http://tgrc.ucdavis.edu/images/bl,-u-LA3745-buds.jpg
LA3745	bl	--	355	http://tgrc.ucdavis.edu/images/bl,-u-LA3745-fruit.jpg
LA3745	bl	--	356	http://tgrc.ucdavis.edu/images/bl,-u-LA3745.jpg
LA3745	u	--	354	http://tgrc.ucdavis.edu/images/bl,-u-LA3745-buds.jpg
LA3745	u	--	355	http://tgrc.ucdavis.edu/images/bl,-u-LA3745-fruit.jpg
LA3745	u	--	356	http://tgrc.ucdavis.edu/images/bl,-u-LA3745.jpg
LA3747	irr	--	151	http://tgrc.ucdavis.edu/images/irr_a.gif
LA3747	irr	--	152	http://tgrc.ucdavis.edu/images/irr_b.gif
LA3747	irr	--	636	http://tgrc.ucdavis.edu/images/irr-la3747-infl.jpg
LA3747	irr	--	637	http://tgrc.ucdavis.edu/images/irr-la3747-plant.jpg
LA3748	ten	--	1018	http://tgrc.ucdavis.edu/images/ten-LA3748-leaves.jpg
LA3748	ten	--	1019	http://tgrc.ucdavis.edu/images/ten-LA3748-whole-plant.jpg
LA3750	fd	--	912	http://tgrc.ucdavis.edu/images/fd-LA3750-flowers.jpg
LA3750	fd	--	913	http://tgrc.ucdavis.edu/images/fd-LA3750-seedling.jpg
LA3750	fd	--	914	http://tgrc.ucdavis.edu/images/fd-LA3750-whole-plant.jpg
LA3757	rela	--	334	http://tgrc.ucdavis.edu/images/rela_a.GIF
LA3757	rela	--	335	http://tgrc.ucdavis.edu/images/rela_b.gif
LA3758	muv-2	--	119	http://tgrc.ucdavis.edu/images/muv-2.gif
LA3762	lz	--	171	http://tgrc.ucdavis.edu/images/lz_a.gif
LA3762	lz	--	172	http://tgrc.ucdavis.edu/images/lz_b.GIF
LA3762	lz	--	450	http://tgrc.ucdavis.edu/images/lz-LA3762-.jpg
LA3762	lz	--	451	http://tgrc.ucdavis.edu/images/lz-LA3762.jpg
LA3763	adp	--	25	http://tgrc.ucdavis.edu/images/adp.gif
LA3764	fle	--	11	http://tgrc.ucdavis.edu/images/fle.GIF
LA3765	bip	--	95	http://tgrc.ucdavis.edu/images/bip.GIF
LA3765	bip	--	96	http://tgrc.ucdavis.edu/images/bip_a.GIF
LA3765	bip	--	97	http://tgrc.ucdavis.edu/images/bip_b.GIF
LA3765	bip	--	98	http://tgrc.ucdavis.edu/images/bip_c.GIF
LA3765	bip	--	99	http://tgrc.ucdavis.edu/images/TGC.covers2.gif
LA3766	rust	--	214	http://tgrc.ucdavis.edu/images/rust_a.gif
LA3766	rust	--	215	http://tgrc.ucdavis.edu/images/rust_b.gif
LA3767	ds	--	899	http://tgrc.ucdavis.edu/images/ds-LA3767-seedling.jpg
LA3767	ds	--	900	http://tgrc.ucdavis.edu/images/ds-LA3767-whole-plant.jpg
LA3767	ds	--	901	http://tgrc.ucdavis.edu/images/ds-LA3767-flowers.jpg
LA3768	pt	--	984	http://tgrc.ucdavis.edu/images/pt-LA3768-seedling.jpg
LA3771	B	og	1504	http://tgrc.ucdavis.edu/images/B^og,hp-1,sp,Del,B,t^v,t,u-LA3771,LA3802,LA2996A,LA0316,LA0351,LA3250-fruit-comp.jpg
LA3771	B	og	1505	http://tgrc.ucdavis.edu/images/B^og,hp-1,sp,Del-LA3771,LA3802,LA2996A-fruit
LA3771	B	og	1506	http://tgrc.ucdavis.edu/images/B^og,hp-1-LA3538,LA3771-fruit
LA3771	B	og	1507	http://tgrc.ucdavis.edu/images/B^og,hp-1-LA3771-fruit.jpg
LA3771	hp-1	--	1504	http://tgrc.ucdavis.edu/images/B^og,hp-1,sp,Del,B,t^v,t,u-LA3771,LA3802,LA2996A,LA0316,LA0351,LA3250-fruit-comp.jpg
LA3771	hp-1	--	1505	http://tgrc.ucdavis.edu/images/B^og,hp-1,sp,Del-LA3771,LA3802,LA2996A-fruit
LA3771	hp-1	--	1506	http://tgrc.ucdavis.edu/images/B^og,hp-1-LA3538,LA3771-fruit
LA3771	hp-1	--	1507	http://tgrc.ucdavis.edu/images/B^og,hp-1-LA3771-fruit.jpg
LA3802	sp	--	1504	http://tgrc.ucdavis.edu/images/B^og,hp-1,sp,Del,B,t^v,t,u-LA3771,LA3802,LA2996A,LA0316,LA0351,LA3250-fruit-comp.jpg
LA3802	sp	--	1505	http://tgrc.ucdavis.edu/images/B^og,hp-1,sp,Del-LA3771,LA3802,LA2996A-fruit
LA3802	sp	--	1530	http://tgrc.ucdavis.edu/images/sp-LA3802-fruit.jpg
LA3811	gf	--	1510	http://tgrc.ucdavis.edu/images/gf,r,y,at,u,Del,B,t^v,t-LA3811,LA3381,LA3373,LA2996A,LA0316,LA0351,LA3250-fruit comp.jpg
LA3811	gf	--	1511	http://tgrc.ucdavis.edu/image/gf,r,y,at,u-LA3811,LA3381,LA3373-fruit
LA3811	gf	--	1512	http://tgrc.ucdavis.edu/images/gf,r-LA3811-fruit.jpg
LA3811	r	--	1510	http://tgrc.ucdavis.edu/images/gf,r,y,at,u,Del,B,t^v,t-LA3811,LA3381,LA3373,LA2996A,LA0316,LA0351,LA3250-fruit comp.jpg
LA3811	r	--	1511	http://tgrc.ucdavis.edu/image/gf,r,y,at,u-LA3811,LA3381,LA3373-fruit
LA3811	r	--	1512	http://tgrc.ucdavis.edu/images/gf,r-LA3811-fruit.jpg
LA3817	em	--	397	http://tgrc.ucdavis.edu/images/em-LA3817-branch.jpg
LA3817	em	--	398	http://tgrc.ucdavis.edu/images/em-LA3817-bush.jpg
LA3817	em	--	399	http://tgrc.ucdavis.edu/images/em-LA3817-necrosis-at-stem.jpg
LA3817	em	--	400	http://tgrc.ucdavis.edu/images/em-LA3817.jpg
LA3897	B	--	1498	http://tgrc.ucdavis.edu/images/B,sp,u,j-2-LA3897,LA3898,LA3899-fruit
LA3897	sp	--	1498	http://tgrc.ucdavis.edu/images/B,sp,u,j-2-LA3897,LA3898,LA3899-fruit
LA3897	u	--	1498	http://tgrc.ucdavis.edu/images/B,sp,u,j-2-LA3897,LA3898,LA3899-fruit
LA3898	B	--	1498	http://tgrc.ucdavis.edu/images/B,sp,u,j-2-LA3897,LA3898,LA3899-fruit
LA3898	sp	--	1498	http://tgrc.ucdavis.edu/images/B,sp,u,j-2-LA3897,LA3898,LA3899-fruit
LA3898	u	--	1498	http://tgrc.ucdavis.edu/images/B,sp,u,j-2-LA3897,LA3898,LA3899-fruit
LA3899	B	--	1498	http://tgrc.ucdavis.edu/images/B,sp,u,j-2-LA3897,LA3898,LA3899-fruit
LA3899	j-2	--	1498	http://tgrc.ucdavis.edu/images/B,sp,u,j-2-LA3897,LA3898,LA3899-fruit
LA3899	sp	--	1498	http://tgrc.ucdavis.edu/images/B,sp,u,j-2-LA3897,LA3898,LA3899-fruit
LA3899	u	--	1498	http://tgrc.ucdavis.edu/images/B,sp,u,j-2-LA3897,LA3898,LA3899-fruit
LA3906	dl	S	892	http://tgrc.ucdavis.edu/images/dl,Dl^s-LA3906,LA3724,2-069-stems.jpg
LA3906	dl	S	897	http://tgrc.ucdavis.edu/images/Dl^s,Wa-LA3906-stem.jpg
