AccessionNum	Gene	Allele	ImageNum	Hyperlink	Caption	Taxon	PhenotypicCategory	AbbrevForSolgenes	Description
LA0013	d	--	741	http://tgrc.ucdavis.edu/images/a,c,d,l,r,y-LA0013-seedling.jpg	Seedling of LA0013 a,c,d,l,r,y [photo: Carl M. Jones].	L. esculentum	K	Plant habit and size	Plant habit and size
LA0013	d	--	741	http://tgrc.ucdavis.edu/images/a,c,d,l,r,y-LA0013-seedling.jpg	Seedling of LA0013 a,c,d,l,r,y [photo: Carl M. Jones].	L. esculentum	T	Foliage dark	Foliage color: dark
LA0013	d	--	864	http://tgrc.ucdavis.edu/images/d^im,d^cr,a,c,d,l,r,y-LA0571,LA0570,LA0013-seedling.jpg	Seedling of LA0571 d^im, LA0570 d^cr, LA0013 a,c,d,l,r,y [photo: Carl M. Jones].	L. esculentum	J	Leaf form and size	Leaf form and size
LA0013	d	--	864	http://tgrc.ucdavis.edu/images/d^im,d^cr,a,c,d,l,r,y-LA0571,LA0570,LA0013-seedling.jpg	Seedling of LA0571 d^im, LA0570 d^cr, LA0013 a,c,d,l,r,y [photo: Carl M. Jones].	L. esculentum	K	Plant habit and size	Plant habit and size
LA0013	d	--	864	http://tgrc.ucdavis.edu/images/d^im,d^cr,a,c,d,l,r,y-LA0571,LA0570,LA0013-seedling.jpg	Seedling of LA0571 d^im, LA0570 d^cr, LA0013 a,c,d,l,r,y [photo: Carl M. Jones].	L. esculentum	T	Foliage dark	Foliage color: dark
LA0013	l	--	741	http://tgrc.ucdavis.edu/images/a,c,d,l,r,y-LA0013-seedling.jpg	Seedling of LA0013 a,c,d,l,r,y [photo: Carl M. Jones].	L. esculentum	C	Chl deficient yellow	Chlorophyll deficiency: yellow or yellowish
LA0013	l	--	864	http://tgrc.ucdavis.edu/images/d^im,d^cr,a,c,d,l,r,y-LA0571,LA0570,LA0013-seedling.jpg	Seedling of LA0571 d^im, LA0570 d^cr, LA0013 a,c,d,l,r,y [photo: Carl M. Jones].	L. esculentum	C	Chl deficient yellow	Chlorophyll deficiency: yellow or yellowish
LA0013	r	--	741	http://tgrc.ucdavis.edu/images/a,c,d,l,r,y-LA0013-seedling.jpg	Seedling of LA0013 a,c,d,l,r,y [photo: Carl M. Jones].	L. esculentum	P	Fruit color and flavor	Fruit color and flavor, ripening modification
LA0013	r	--	864	http://tgrc.ucdavis.edu/images/d^im,d^cr,a,c,d,l,r,y-LA0571,LA0570,LA0013-seedling.jpg	Seedling of LA0571 d^im, LA0570 d^cr, LA0013 a,c,d,l,r,y [photo: Carl M. Jones].	L. esculentum	P	Fruit color and flavor	Fruit color and flavor, ripening modification
LA0013	y	--	741	http://tgrc.ucdavis.edu/images/a,c,d,l,r,y-LA0013-seedling.jpg	Seedling of LA0013 a,c,d,l,r,y [photo: Carl M. Jones].	L. esculentum	P	Fruit color and flavor	Fruit color and flavor, ripening modification
LA0013	y	--	864	http://tgrc.ucdavis.edu/images/d^im,d^cr,a,c,d,l,r,y-LA0571,LA0570,LA0013-seedling.jpg	Seedling of LA0571 d^im, LA0570 d^cr, LA0013 a,c,d,l,r,y [photo: Carl M. Jones].	L. esculentum	P	Fruit color and flavor	Fruit color and flavor, ripening modification
LA0014	al	--	781	http://tgrc.ucdavis.edu/images/al,d,dm,f,h,j,wt-LA0014-seedling.jpg	Seedling of LA0014 al,d,dm,f,h,j,wt [photo: Carl M. Jones].	L. esculentum	A	Anthocyanin modified	Anthocyanin modifications: intensification, reduction, elimination
LA0014	d	--	781	http://tgrc.ucdavis.edu/images/al,d,dm,f,h,j,wt-LA0014-seedling.jpg	Seedling of LA0014 al,d,dm,f,h,j,wt [photo: Carl M. Jones].	L. esculentum	J	Leaf form and size	Leaf form and size
LA0014	d	--	781	http://tgrc.ucdavis.edu/images/al,d,dm,f,h,j,wt-LA0014-seedling.jpg	Seedling of LA0014 al,d,dm,f,h,j,wt [photo: Carl M. Jones].	L. esculentum	K	Plant habit and size	Plant habit and size
LA0014	d	--	781	http://tgrc.ucdavis.edu/images/al,d,dm,f,h,j,wt-LA0014-seedling.jpg	Seedling of LA0014 al,d,dm,f,h,j,wt [photo: Carl M. Jones].	L. esculentum	T	Foliage dark	Foliage color: dark
LA0014	dm	--	781	http://tgrc.ucdavis.edu/images/al,d,dm,f,h,j,wt-LA0014-seedling.jpg	Seedling of LA0014 al,d,dm,f,h,j,wt [photo: Carl M. Jones].	L. esculentum	K	Plant habit and size	Plant habit and size
LA0014	f	--	781	http://tgrc.ucdavis.edu/images/al,d,dm,f,h,j,wt-LA0014-seedling.jpg	Seedling of LA0014 al,d,dm,f,h,j,wt [photo: Carl M. Jones].	L. esculentum	L	Flower form and color	Flower form and color
LA0014	f	--	781	http://tgrc.ucdavis.edu/images/al,d,dm,f,h,j,wt-LA0014-seedling.jpg	Seedling of LA0014 al,d,dm,f,h,j,wt [photo: Carl M. Jones].	L. esculentum	O	Fruit form and texture	Fruit form and surface texture
LA0014	h	--	781	http://tgrc.ucdavis.edu/images/al,d,dm,f,h,j,wt-LA0014-seedling.jpg	Seedling of LA0014 al,d,dm,f,h,j,wt [photo: Carl M. Jones].	L. esculentum	I	Hair modification	Hair modifications: augmentation, reduction, distortion, elimination
LA0014	j	--	781	http://tgrc.ucdavis.edu/images/al,d,dm,f,h,j,wt-LA0014-seedling.jpg	Seedling of LA0014 al,d,dm,f,h,j,wt [photo: Carl M. Jones].	L. esculentum	M	Inflorescence	Inflorescence (exclusive of L)
LA0014	wt	--	781	http://tgrc.ucdavis.edu/images/al,d,dm,f,h,j,wt-LA0014-seedling.jpg	Seedling of LA0014 al,d,dm,f,h,j,wt [photo: Carl M. Jones].	L. esculentum	J	Leaf form and size	Leaf form and size
LA0014	wt	--	781	http://tgrc.ucdavis.edu/images/al,d,dm,f,h,j,wt-LA0014-seedling.jpg	Seedling of LA0014 al,d,dm,f,h,j,wt [photo: Carl M. Jones].	L. esculentum	W	Overwilting	Overwilting stomatal defect
LA0015	sd	--	219	http://tgrc.ucdavis.edu/images/sd.gif	Shoots of sd (sun dwarf; LA0015) grown under field conditions [photo C.M. Rick]	L. esculentum	K	Plant habit and size	Plant habit and size
LA0015	sd	--	999	http://tgrc.ucdavis.edu/images/sd-LA0015-seedling-comp.jpg	Seedling of LA0015 sd grown under greenhouse conditions compared to wild type (LA0353) [photo: Carl M. Jones].	L. esculentum	K	Plant habit and size	Plant habit and size
LA0023	wf	--	268	http://tgrc.ucdavis.edu/images/wf.gif	Flower of normal (+) and white flower (wf; LA0023). [photo C.M. Rick]	L. esculentum	L	Flower form and color	Flower form and color
LA0023	wf	--	1039	http://tgrc.ucdavis.edu/images/wf-LA0023-seedling-comp.jpg	Seedling of LA0023 wf compared to wild type (LA0353) [photo: Carl M. Jones].	L. esculentum	L	Flower form and color	Flower form and color
LA0052	br	--	812	http://tgrc.ucdavis.edu/images/br,j,wt-LA0052-seedling.jpg	Seedling of LA0052 br,j,wt compared to wild type (LA1795) [photo: Carl M. Jones].	L. esculentum	K	Plant habit and size	Plant habit and size
LA0052	j	--	812	http://tgrc.ucdavis.edu/images/br,j,wt-LA0052-seedling.jpg	Seedling of LA0052 br,j,wt compared to wild type (LA1795) [photo: Carl M. Jones].	L. esculentum	M	Inflorescence	Inflorescence (exclusive of L)
LA0052	wt	--	812	http://tgrc.ucdavis.edu/images/br,j,wt-LA0052-seedling.jpg	Seedling of LA0052 br,j,wt compared to wild type (LA1795) [photo: Carl M. Jones].	L. esculentum	J	Leaf form and size	Leaf form and size
LA0052	wt	--	812	http://tgrc.ucdavis.edu/images/br,j,wt-LA0052-seedling.jpg	Seedling of LA0052 br,j,wt compared to wild type (LA1795) [photo: Carl M. Jones].	L. esculentum	W	Overwilting	Overwilting stomatal defect
LA0053	Wo	--	1040	http://tgrc.ucdavis.edu/images/Wo-LA0053-leaves.jpg	Leaves of LA0053 Wo [photo: Carl M. Jones].	L. esculentum	I	Hair modification	Hair modifications: augmentation, reduction, distortion, elimination
LA0053	Wo	--	1041	http://tgrc.ucdavis.edu/images/Wo-LA0053-seedling.jpg	Seedling of LA0053 Wo [photo: Carl M. Jones].	L. esculentum	I	Hair modification	Hair modifications: augmentation, reduction, distortion, elimination
LA0059	bl	--	358	http://tgrc.ucdavis.edu/images/bl-LA0059-flower.jpg	Flowers of blind (bl); Accession(s): LA0059; [photo C.M. Jones]	L. esculentum	K	Plant habit and size	Plant habit and size
LA0059	bl	--	359	http://tgrc.ucdavis.edu/images/bl-LA0059-flwr-comp.jpg	Inflorescence of blind (bl); Accession(s): LA0059; [photo C.M. Jones]	L. esculentum	K	Plant habit and size	Plant habit and size
LA0059	bl	--	360	http://tgrc.ucdavis.edu/images/bl-LA0059.jpg	Whole plant of blind (bl); Accession(s): LA0059; [photo C.M. Jones]	L. esculentum	K	Plant habit and size	Plant habit and size
LA0059	sp	--	358	http://tgrc.ucdavis.edu/images/bl-LA0059-flower.jpg	Flowers of blind (bl); Accession(s): LA0059; [photo C.M. Jones]	L. esculentum	K	Plant habit and size	Plant habit and size
LA0059	sp	--	359	http://tgrc.ucdavis.edu/images/bl-LA0059-flwr-comp.jpg	Inflorescence of blind (bl); Accession(s): LA0059; [photo C.M. Jones]	L. esculentum	K	Plant habit and size	Plant habit and size
LA0059	sp	--	360	http://tgrc.ucdavis.edu/images/bl-LA0059.jpg	Whole plant of blind (bl); Accession(s): LA0059; [photo C.M. Jones]	L. esculentum	K	Plant habit and size	Plant habit and size
LA0063	ps	--	261	http://tgrc.ucdavis.edu/images/male.steriles.gif	Flowers of ms-07 (male-sterile-07; 2-089), ms-10 (2-132), ms-31 (2-461), ms-15^47, pi-2 (pistillate-2; 3-802), ps (positional sterile; LA0063) and vms (variable male-sterile; 2-219) grown at low or high (inducing) temperatures are shown. [photo C.M. Rick]	L. esculentum	L	Flower form and color	Flower form and color
LA0063	ps	--	261	http://tgrc.ucdavis.edu/images/male.steriles.gif	Flowers of ms-07 (male-sterile-07; 2-089), ms-10 (2-132), ms-31 (2-461), ms-15^47, pi-2 (pistillate-2; 3-802), ps (positional sterile; LA0063) and vms (variable male-sterile; 2-219) grown at low or high (inducing) temperatures are shown. [photo C.M. Rick]	L. esculentum	N	Sterility	Sterility: any condition leading to partial or complete unfruitfulness
LA0085	d	--	1042	http://tgrc.ucdavis.edu/images/Wo,d,h-LA0085-seedling.jpg	Seedling of LA0085 Wo,d,h [photo: Carl M. Jones].	L. esculentum	J	Leaf form and size	Leaf form and size
LA0085	d	--	1042	http://tgrc.ucdavis.edu/images/Wo,d,h-LA0085-seedling.jpg	Seedling of LA0085 Wo,d,h [photo: Carl M. Jones].	L. esculentum	K	Plant habit and size	Plant habit and size
LA0085	d	--	1042	http://tgrc.ucdavis.edu/images/Wo,d,h-LA0085-seedling.jpg	Seedling of LA0085 Wo,d,h [photo: Carl M. Jones].	L. esculentum	T	Foliage dark	Foliage color: dark
LA0085	d	--	1043	http://tgrc.ucdavis.edu/images/Wo,h-LA0085-seedling.jpg	Seedlings of LA0085 Wo,h and Wo+,h [photo: Carl M. Jones].	L. esculentum	J	Leaf form and size	Leaf form and size
LA0085	d	--	1043	http://tgrc.ucdavis.edu/images/Wo,h-LA0085-seedling.jpg	Seedlings of LA0085 Wo,h and Wo+,h [photo: Carl M. Jones].	L. esculentum	K	Plant habit and size	Plant habit and size
LA0085	d	--	1043	http://tgrc.ucdavis.edu/images/Wo,h-LA0085-seedling.jpg	Seedlings of LA0085 Wo,h and Wo+,h [photo: Carl M. Jones].	L. esculentum	T	Foliage dark	Foliage color: dark
LA0085	d	--	1044	http://tgrc.ucdavis.edu/images/Wo,h,d-LA0085-seedling.jpg	Seedling of LA0085 Wo,h,d [photo: Carl M. Jones].	L. esculentum	J	Leaf form and size	Leaf form and size
LA0085	d	--	1044	http://tgrc.ucdavis.edu/images/Wo,h,d-LA0085-seedling.jpg	Seedling of LA0085 Wo,h,d [photo: Carl M. Jones].	L. esculentum	K	Plant habit and size	Plant habit and size
LA0085	d	--	1044	http://tgrc.ucdavis.edu/images/Wo,h,d-LA0085-seedling.jpg	Seedling of LA0085 Wo,h,d [photo: Carl M. Jones].	L. esculentum	T	Foliage dark	Foliage color: dark
LA0085	d	--	1051	http://tgrc.ucdavis.edu/images/Wo^m,Wo,Ln,d,h-LA0285,LA1663,LA0085-seedling.jpg	Seedlings of LA0285 Wo^m, LA1663 Wo^m,Ln, LA0085 Wo,d,h [photo: Carl M. Jones].	L. esculentum	J	Leaf form and size	Leaf form and size
LA0085	d	--	1051	http://tgrc.ucdavis.edu/images/Wo^m,Wo,Ln,d,h-LA0285,LA1663,LA0085-seedling.jpg	Seedlings of LA0285 Wo^m, LA1663 Wo^m,Ln, LA0085 Wo,d,h [photo: Carl M. Jones].	L. esculentum	K	Plant habit and size	Plant habit and size
LA0085	d	--	1051	http://tgrc.ucdavis.edu/images/Wo^m,Wo,Ln,d,h-LA0285,LA1663,LA0085-seedling.jpg	Seedlings of LA0285 Wo^m, LA1663 Wo^m,Ln, LA0085 Wo,d,h [photo: Carl M. Jones].	L. esculentum	T	Foliage dark	Foliage color: dark
LA0085	h	--	1042	http://tgrc.ucdavis.edu/images/Wo,d,h-LA0085-seedling.jpg	Seedling of LA0085 Wo,d,h [photo: Carl M. Jones].	L. esculentum	I	Hair modification	Hair modifications: augmentation, reduction, distortion, elimination
LA0085	h	--	1043	http://tgrc.ucdavis.edu/images/Wo,h-LA0085-seedling.jpg	Seedlings of LA0085 Wo,h and Wo+,h [photo: Carl M. Jones].	L. esculentum	I	Hair modification	Hair modifications: augmentation, reduction, distortion, elimination
LA0085	h	--	1044	http://tgrc.ucdavis.edu/images/Wo,h,d-LA0085-seedling.jpg	Seedling of LA0085 Wo,h,d [photo: Carl M. Jones].	L. esculentum	I	Hair modification	Hair modifications: augmentation, reduction, distortion, elimination
LA0085	h	--	1051	http://tgrc.ucdavis.edu/images/Wo^m,Wo,Ln,d,h-LA0285,LA1663,LA0085-seedling.jpg	Seedlings of LA0285 Wo^m, LA1663 Wo^m,Ln, LA0085 Wo,d,h [photo: Carl M. Jones].	L. esculentum	I	Hair modification	Hair modifications: augmentation, reduction, distortion, elimination
LA0085	Wo	--	1042	http://tgrc.ucdavis.edu/images/Wo,d,h-LA0085-seedling.jpg	Seedling of LA0085 Wo,d,h [photo: Carl M. Jones].	L. esculentum	I	Hair modification	Hair modifications: augmentation, reduction, distortion, elimination
LA0085	Wo	--	1043	http://tgrc.ucdavis.edu/images/Wo,h-LA0085-seedling.jpg	Seedlings of LA0085 Wo,h and Wo+,h [photo: Carl M. Jones].	L. esculentum	I	Hair modification	Hair modifications: augmentation, reduction, distortion, elimination
LA0085	Wo	--	1044	http://tgrc.ucdavis.edu/images/Wo,h,d-LA0085-seedling.jpg	Seedling of LA0085 Wo,h,d [photo: Carl M. Jones].	L. esculentum	I	Hair modification	Hair modifications: augmentation, reduction, distortion, elimination
LA0085	Wo	--	1051	http://tgrc.ucdavis.edu/images/Wo^m,Wo,Ln,d,h-LA0285,LA1663,LA0085-seedling.jpg	Seedlings of LA0285 Wo^m, LA1663 Wo^m,Ln, LA0085 Wo,d,h [photo: Carl M. Jones].	L. esculentum	I	Hair modification	Hair modifications: augmentation, reduction, distortion, elimination
LA0137	dl	--	893	http://tgrc.ucdavis.edu/images/dl,gq,wd-LA0137-seedling.jpg	Seedling of LA0137 dl,gq,wd compared to VF36 control [photo: Carl M. Jones].	L. esculentum	I	Hair modification	Hair modifications: augmentation, reduction, distortion, elimination
LA0137	dl	--	893	http://tgrc.ucdavis.edu/images/dl,gq,wd-LA0137-seedling.jpg	Seedling of LA0137 dl,gq,wd compared to VF36 control [photo: Carl M. Jones].	L. esculentum	L	Flower form and color	Flower form and color
LA0137	dl	--	893	http://tgrc.ucdavis.edu/images/dl,gq,wd-LA0137-seedling.jpg	Seedling of LA0137 dl,gq,wd compared to VF36 control [photo: Carl M. Jones].	L. esculentum	N	Sterility	Sterility: any condition leading to partial or complete unfruitfulness
LA0137	dl	--	896	http://tgrc.ucdavis.edu/images/dl,wd,gq-LA0137-seedling-comp.jpg	Seedling of LA0137 dl,wd,gq compared to wild type (LA0353) [photo: Carl M. Jones].	L. esculentum	I	Hair modification	Hair modifications: augmentation, reduction, distortion, elimination
LA0137	dl	--	896	http://tgrc.ucdavis.edu/images/dl,wd,gq-LA0137-seedling-comp.jpg	Seedling of LA0137 dl,wd,gq compared to wild type (LA0353) [photo: Carl M. Jones].	L. esculentum	L	Flower form and color	Flower form and color
LA0137	dl	--	896	http://tgrc.ucdavis.edu/images/dl,wd,gq-LA0137-seedling-comp.jpg	Seedling of LA0137 dl,wd,gq compared to wild type (LA0353) [photo: Carl M. Jones].	L. esculentum	N	Sterility	Sterility: any condition leading to partial or complete unfruitfulness
LA0137	gq	--	893	http://tgrc.ucdavis.edu/images/dl,gq,wd-LA0137-seedling.jpg	Seedling of LA0137 dl,gq,wd compared to VF36 control [photo: Carl M. Jones].	L. esculentum	L	Flower form and color	Flower form and color
LA0137	gq	--	893	http://tgrc.ucdavis.edu/images/dl,gq,wd-LA0137-seedling.jpg	Seedling of LA0137 dl,gq,wd compared to VF36 control [photo: Carl M. Jones].	L. esculentum	O	Fruit form and texture	Fruit form and surface texture
LA0137	gq	--	896	http://tgrc.ucdavis.edu/images/dl,wd,gq-LA0137-seedling-comp.jpg	Seedling of LA0137 dl,wd,gq compared to wild type (LA0353) [photo: Carl M. Jones].	L. esculentum	L	Flower form and color	Flower form and color
LA0137	gq	--	896	http://tgrc.ucdavis.edu/images/dl,wd,gq-LA0137-seedling-comp.jpg	Seedling of LA0137 dl,wd,gq compared to wild type (LA0353) [photo: Carl M. Jones].	L. esculentum	O	Fruit form and texture	Fruit form and surface texture
LA0137	wd	--	893	http://tgrc.ucdavis.edu/images/dl,gq,wd-LA0137-seedling.jpg	Seedling of LA0137 dl,gq,wd compared to VF36 control [photo: Carl M. Jones].	L. esculentum	K	Plant habit and size	Plant habit and size
LA0137	wd	--	893	http://tgrc.ucdavis.edu/images/dl,gq,wd-LA0137-seedling.jpg	Seedling of LA0137 dl,gq,wd compared to VF36 control [photo: Carl M. Jones].	L. esculentum	R	Root modification	Root modification
LA0137	wd	--	896	http://tgrc.ucdavis.edu/images/dl,wd,gq-LA0137-seedling-comp.jpg	Seedling of LA0137 dl,wd,gq compared to wild type (LA0353) [photo: Carl M. Jones].	L. esculentum	K	Plant habit and size	Plant habit and size
LA0137	wd	--	896	http://tgrc.ucdavis.edu/images/dl,wd,gq-LA0137-seedling-comp.jpg	Seedling of LA0137 dl,wd,gq compared to wild type (LA0353) [photo: Carl M. Jones].	L. esculentum	R	Root modification	Root modification
LA0154	d	--	861	http://tgrc.ucdavis.edu/images/d,h,sp,u-LA0154-seedling.jpg	Seedling of LA0154 d,h,sp,u compared to wild type (LA1795) [photo: Carl M. Jones].	L. esculentum	J	Leaf form and size	Leaf form and size
LA0154	d	--	861	http://tgrc.ucdavis.edu/images/d,h,sp,u-LA0154-seedling.jpg	Seedling of LA0154 d,h,sp,u compared to wild type (LA1795) [photo: Carl M. Jones].	L. esculentum	K	Plant habit and size	Plant habit and size
LA0154	d	--	861	http://tgrc.ucdavis.edu/images/d,h,sp,u-LA0154-seedling.jpg	Seedling of LA0154 d,h,sp,u compared to wild type (LA1795) [photo: Carl M. Jones].	L. esculentum	T	Foliage dark	Foliage color: dark
LA0154	h	--	861	http://tgrc.ucdavis.edu/images/d,h,sp,u-LA0154-seedling.jpg	Seedling of LA0154 d,h,sp,u compared to wild type (LA1795) [photo: Carl M. Jones].	L. esculentum	I	Hair modification	Hair modifications: augmentation, reduction, distortion, elimination
LA0154	sp	--	861	http://tgrc.ucdavis.edu/images/d,h,sp,u-LA0154-seedling.jpg	Seedling of LA0154 d,h,sp,u compared to wild type (LA1795) [photo: Carl M. Jones].	L. esculentum	K	Plant habit and size	Plant habit and size
LA0154	u	--	861	http://tgrc.ucdavis.edu/images/d,h,sp,u-LA0154-seedling.jpg	Seedling of LA0154 d,h,sp,u compared to wild type (LA1795) [photo: Carl M. Jones].	L. esculentum	P	Fruit color and flavor	Fruit color and flavor, ripening modification
LA0160	d	x	865	http://tgrc.ucdavis.edu/images/d^x-LA0160-whole-plant.jpg	Whole plant of LA0160 d^x [photo: Carl M. Jones].	L. esculentum	J	Leaf form and size	Leaf form and size
LA0160	d	x	865	http://tgrc.ucdavis.edu/images/d^x-LA0160-whole-plant.jpg	Whole plant of LA0160 d^x [photo: Carl M. Jones].	L. esculentum	K	Plant habit and size	Plant habit and size
LA0160	d	x	865	http://tgrc.ucdavis.edu/images/d^x-LA0160-whole-plant.jpg	Whole plant of LA0160 d^x [photo: Carl M. Jones].	L. esculentum	T	Foliage dark	Foliage color: dark
LA0160	d	x	866	http://tgrc.ucdavis.edu/images/d^x-LA0160-flowers.jpg	Flowers of LA0160 d^x [photo: Carl M. Jones].	L. esculentum	J	Leaf form and size	Leaf form and size
LA0160	d	x	866	http://tgrc.ucdavis.edu/images/d^x-LA0160-flowers.jpg	Flowers of LA0160 d^x [photo: Carl M. Jones].	L. esculentum	K	Plant habit and size	Plant habit and size
LA0160	d	x	866	http://tgrc.ucdavis.edu/images/d^x-LA0160-flowers.jpg	Flowers of LA0160 d^x [photo: Carl M. Jones].	L. esculentum	T	Foliage dark	Foliage color: dark
LA0160	d	x	867	http://tgrc.ucdavis.edu/images/d^x-LA0160-seedling.jpg	Seedling of LA0160 d^x [photo: Carl M. Jones].	L. esculentum	J	Leaf form and size	Leaf form and size
LA0160	d	x	867	http://tgrc.ucdavis.edu/images/d^x-LA0160-seedling.jpg	Seedling of LA0160 d^x [photo: Carl M. Jones].	L. esculentum	K	Plant habit and size	Plant habit and size
LA0160	d	x	867	http://tgrc.ucdavis.edu/images/d^x-LA0160-seedling.jpg	Seedling of LA0160 d^x [photo: Carl M. Jones].	L. esculentum	T	Foliage dark	Foliage color: dark
LA0160	d	x	868	http://tgrc.ucdavis.edu/images/d^x-LA0160-seedling-comp.jpg	Seedling of LA0160 d^x compared to cv VF36 control [photo: Carl M. Jones].	L. esculentum	J	Leaf form and size	Leaf form and size
LA0160	d	x	868	http://tgrc.ucdavis.edu/images/d^x-LA0160-seedling-comp.jpg	Seedling of LA0160 d^x compared to cv VF36 control [photo: Carl M. Jones].	L. esculentum	K	Plant habit and size	Plant habit and size
LA0160	d	x	868	http://tgrc.ucdavis.edu/images/d^x-LA0160-seedling-comp.jpg	Seedling of LA0160 d^x compared to cv VF36 control [photo: Carl M. Jones].	L. esculentum	T	Foliage dark	Foliage color: dark
LA0162	Nr	--	29	http://tgrc.ucdavis.edu/images/fruit.ripening.gif	Fruit of ripening mutants alc (alcobaca; LA3134), nor (non-ripening; LA3013), and Nr (never ripe; LA0162). [photo C.M. Rick]	L. esculentum	P	Fruit color and flavor	Fruit color and flavor, ripening modification
LA0258	Wo	m	132	http://tgrc.ucdavis.edu/images/hair.mutants.gif	Stems of assorted hair mutants, h (hairs absent; LA3172), hl (hairless; LA3556), neg (neglecta; LA0562), Ln (Lanata; 3-071), Wo m (Wooly; LA0258) and Wo; Ln (Lanata; LA0258; 3-071). [photo C.M. Rick]	L. esculentum	I	Hair modification	Hair modifications: augmentation, reduction, distortion, elimination
LA0258	Wo	m	1045	http://tgrc.ucdavis.edu/images/Wo^m-LA0258-leaves2.jpg	Leaves of LA0258 Wo^m [photo: Carl M. Jones].	L. esculentum	I	Hair modification	Hair modifications: augmentation, reduction, distortion, elimination
LA0258	Wo	m	1046	http://tgrc.ucdavis.edu/images/Wo^m-LA0258-whole-plant.jpg	Whole plant of LA0258 Wo^m [photo: Carl M. Jones].	L. esculentum	I	Hair modification	Hair modifications: augmentation, reduction, distortion, elimination
LA0258	Wo	m	1047	http://tgrc.ucdavis.edu/images/Wo^m-LA0258-leaves.jpg	Leaves of LA0258 Wo^m compared to wild type (LA3673) [photo: Carl M. Jones].	L. esculentum	I	Hair modification	Hair modifications: augmentation, reduction, distortion, elimination
LA0258	Wo	m	1048	http://tgrc.ucdavis.edu/images/Wo^m-LA0258-flowers.jpg	Flowers of LA0258 Wo^m [photo: Carl M. Jones].	L. esculentum	I	Hair modification	Hair modifications: augmentation, reduction, distortion, elimination
LA0258	Wo	m	1049	http://tgrc.ucdavis.edu/images/Wo^m-LA0258-stem.jpg	Stem of LA0258 Wo^m compared to wild type (LA3673) [photo: Carl M. Jones].	L. esculentum	I	Hair modification	Hair modifications: augmentation, reduction, distortion, elimination
LA0258	Wo	m	1050	http://tgrc.ucdavis.edu/images/Wo^m-LA0258-seedling.jpg	Seedling of LA0258 Wo^m compared to wild type (LA3673) [photo: Carl M. Jones].	L. esculentum	I	Hair modification	Hair modifications: augmentation, reduction, distortion, elimination
