AccessionNum	Gene	Allele	ImageNum	Hyperlink	Caption	Taxon	PhenotypicCategory	AbbrevForSolgenes	Description
LA0992	clau	--	832	http://tgrc.ucdavis.edu/images/clau,com,ra^2,su^3-LA0992-seedling.jpg	Seedling of chromosome 4 linkage tester stock LA0992 clau,com,ra^2,su^3 [photo: Carl M. Jones].	L. esculentum	J	Leaf form and size	Leaf form and size
LA0992	clau	--	832	http://tgrc.ucdavis.edu/images/clau,com,ra^2,su^3-LA0992-seedling.jpg	Seedling of chromosome 4 linkage tester stock LA0992 clau,com,ra^2,su^3 [photo: Carl M. Jones].	L. esculentum	L	Flower form and color	Flower form and color
LA0992	clau	--	832	http://tgrc.ucdavis.edu/images/clau,com,ra^2,su^3-LA0992-seedling.jpg	Seedling of chromosome 4 linkage tester stock LA0992 clau,com,ra^2,su^3 [photo: Carl M. Jones].	L. esculentum	O	Fruit form and texture	Fruit form and surface texture
LA0992	clau	--	833	http://tgrc.ucdavis.edu/images/clau,com,su^3,ra^2-LA0992-seedling.jpg	Seedling of chromosome 4 linkage tester stock LA0992 clau,com,su^3,ra^2 [photo: Carl M. Jones].	L. esculentum	J	Leaf form and size	Leaf form and size
LA0992	clau	--	833	http://tgrc.ucdavis.edu/images/clau,com,su^3,ra^2-LA0992-seedling.jpg	Seedling of chromosome 4 linkage tester stock LA0992 clau,com,su^3,ra^2 [photo: Carl M. Jones].	L. esculentum	L	Flower form and color	Flower form and color
LA0992	clau	--	833	http://tgrc.ucdavis.edu/images/clau,com,su^3,ra^2-LA0992-seedling.jpg	Seedling of chromosome 4 linkage tester stock LA0992 clau,com,su^3,ra^2 [photo: Carl M. Jones].	L. esculentum	O	Fruit form and texture	Fruit form and surface texture
LA0992	com	--	832	http://tgrc.ucdavis.edu/images/clau,com,ra^2,su^3-LA0992-seedling.jpg	Seedling of chromosome 4 linkage tester stock LA0992 clau,com,ra^2,su^3 [photo: Carl M. Jones].	L. esculentum	J	Leaf form and size	Leaf form and size
LA0992	com	--	832	http://tgrc.ucdavis.edu/images/clau,com,ra^2,su^3-LA0992-seedling.jpg	Seedling of chromosome 4 linkage tester stock LA0992 clau,com,ra^2,su^3 [photo: Carl M. Jones].	L. esculentum	K	Plant habit and size	Plant habit and size
LA0992	com	--	833	http://tgrc.ucdavis.edu/images/clau,com,su^3,ra^2-LA0992-seedling.jpg	Seedling of chromosome 4 linkage tester stock LA0992 clau,com,su^3,ra^2 [photo: Carl M. Jones].	L. esculentum	J	Leaf form and size	Leaf form and size
LA0992	com	--	833	http://tgrc.ucdavis.edu/images/clau,com,su^3,ra^2-LA0992-seedling.jpg	Seedling of chromosome 4 linkage tester stock LA0992 clau,com,su^3,ra^2 [photo: Carl M. Jones].	L. esculentum	K	Plant habit and size	Plant habit and size
LA0992	ra	2	832	http://tgrc.ucdavis.edu/images/clau,com,ra^2,su^3-LA0992-seedling.jpg	Seedling of chromosome 4 linkage tester stock LA0992 clau,com,ra^2,su^3 [photo: Carl M. Jones].	L. esculentum	C	Chl deficient yellow	Chlorophyll deficiency: yellow or yellowish
LA0992	ra	2	832	http://tgrc.ucdavis.edu/images/clau,com,ra^2,su^3-LA0992-seedling.jpg	Seedling of chromosome 4 linkage tester stock LA0992 clau,com,ra^2,su^3 [photo: Carl M. Jones].	L. esculentum	D	Chl deficient grey-grn	Chlorophyll deficiency: light, grey, or dull green
LA0992	ra	2	832	http://tgrc.ucdavis.edu/images/clau,com,ra^2,su^3-LA0992-seedling.jpg	Seedling of chromosome 4 linkage tester stock LA0992 clau,com,ra^2,su^3 [photo: Carl M. Jones].	L. esculentum	I	Hair modification	Hair modifications: augmentation, reduction, distortion, elimination
LA0992	ra	2	832	http://tgrc.ucdavis.edu/images/clau,com,ra^2,su^3-LA0992-seedling.jpg	Seedling of chromosome 4 linkage tester stock LA0992 clau,com,ra^2,su^3 [photo: Carl M. Jones].	L. esculentum	J	Leaf form and size	Leaf form and size
LA0992	ra	2	832	http://tgrc.ucdavis.edu/images/clau,com,ra^2,su^3-LA0992-seedling.jpg	Seedling of chromosome 4 linkage tester stock LA0992 clau,com,ra^2,su^3 [photo: Carl M. Jones].	L. esculentum	K	Plant habit and size	Plant habit and size
LA0992	ra	2	833	http://tgrc.ucdavis.edu/images/clau,com,su^3,ra^2-LA0992-seedling.jpg	Seedling of chromosome 4 linkage tester stock LA0992 clau,com,su^3,ra^2 [photo: Carl M. Jones].	L. esculentum	C	Chl deficient yellow	Chlorophyll deficiency: yellow or yellowish
LA0992	ra	2	833	http://tgrc.ucdavis.edu/images/clau,com,su^3,ra^2-LA0992-seedling.jpg	Seedling of chromosome 4 linkage tester stock LA0992 clau,com,su^3,ra^2 [photo: Carl M. Jones].	L. esculentum	D	Chl deficient grey-grn	Chlorophyll deficiency: light, grey, or dull green
LA0992	ra	2	833	http://tgrc.ucdavis.edu/images/clau,com,su^3,ra^2-LA0992-seedling.jpg	Seedling of chromosome 4 linkage tester stock LA0992 clau,com,su^3,ra^2 [photo: Carl M. Jones].	L. esculentum	I	Hair modification	Hair modifications: augmentation, reduction, distortion, elimination
LA0992	ra	2	833	http://tgrc.ucdavis.edu/images/clau,com,su^3,ra^2-LA0992-seedling.jpg	Seedling of chromosome 4 linkage tester stock LA0992 clau,com,su^3,ra^2 [photo: Carl M. Jones].	L. esculentum	J	Leaf form and size	Leaf form and size
LA0992	ra	2	833	http://tgrc.ucdavis.edu/images/clau,com,su^3,ra^2-LA0992-seedling.jpg	Seedling of chromosome 4 linkage tester stock LA0992 clau,com,su^3,ra^2 [photo: Carl M. Jones].	L. esculentum	K	Plant habit and size	Plant habit and size
LA0992	su	3	832	http://tgrc.ucdavis.edu/images/clau,com,ra^2,su^3-LA0992-seedling.jpg	Seedling of chromosome 4 linkage tester stock LA0992 clau,com,ra^2,su^3 [photo: Carl M. Jones].	L. esculentum	C	Chl deficient yellow	Chlorophyll deficiency: yellow or yellowish
LA0992	su	3	832	http://tgrc.ucdavis.edu/images/clau,com,ra^2,su^3-LA0992-seedling.jpg	Seedling of chromosome 4 linkage tester stock LA0992 clau,com,ra^2,su^3 [photo: Carl M. Jones].	L. esculentum	J	Leaf form and size	Leaf form and size
LA0992	su	3	833	http://tgrc.ucdavis.edu/images/clau,com,su^3,ra^2-LA0992-seedling.jpg	Seedling of chromosome 4 linkage tester stock LA0992 clau,com,su^3,ra^2 [photo: Carl M. Jones].	L. esculentum	C	Chl deficient yellow	Chlorophyll deficiency: yellow or yellowish
LA0992	su	3	833	http://tgrc.ucdavis.edu/images/clau,com,su^3,ra^2-LA0992-seedling.jpg	Seedling of chromosome 4 linkage tester stock LA0992 clau,com,su^3,ra^2 [photo: Carl M. Jones].	L. esculentum	J	Leaf form and size	Leaf form and size
LA0995	deb	--	39	http://tgrc.ucdavis.edu/images/um,def.gif	Whole plant of double mutant (LA0995) um (umbrosa) and def (deformis) [photo C.M. Rick]	L. esculentum	B	Chl deficient white	Chlorophyll deficiency: white or whitish
LA0995	deb	--	39	http://tgrc.ucdavis.edu/images/um,def.gif	Whole plant of double mutant (LA0995) um (umbrosa) and def (deformis) [photo C.M. Rick]	L. esculentum	C	Chl deficient yellow	Chlorophyll deficiency: yellow or yellowish
LA0995	deb	--	39	http://tgrc.ucdavis.edu/images/um,def.gif	Whole plant of double mutant (LA0995) um (umbrosa) and def (deformis) [photo C.M. Rick]	L. esculentum	H	Leaf necrosis	Leaf necrosis
LA0995	deb	--	39	http://tgrc.ucdavis.edu/images/um,def.gif	Whole plant of double mutant (LA0995) um (umbrosa) and def (deformis) [photo C.M. Rick]	L. esculentum	J	Leaf form and size	Leaf form and size
LA0995	um	--	39	http://tgrc.ucdavis.edu/images/um,def.gif	Whole plant of double mutant (LA0995) um (umbrosa) and def (deformis) [photo C.M. Rick]	L. esculentum	J	Leaf form and size	Leaf form and size
LA0995	um	--	39	http://tgrc.ucdavis.edu/images/um,def.gif	Whole plant of double mutant (LA0995) um (umbrosa) and def (deformis) [photo C.M. Rick]	L. esculentum	K	Plant habit and size	Plant habit and size
LA0995	um	--	39	http://tgrc.ucdavis.edu/images/um,def.gif	Whole plant of double mutant (LA0995) um (umbrosa) and def (deformis) [photo C.M. Rick]	L. esculentum	R	Root modification	Root modification
LA0995	um	--	39	http://tgrc.ucdavis.edu/images/um,def.gif	Whole plant of double mutant (LA0995) um (umbrosa) and def (deformis) [photo C.M. Rick]	L. esculentum	T	Foliage dark	Foliage color: dark
LA1000	ah	--	969	http://tgrc.ucdavis.edu/images/nv,ah-LA1000-seedling.jpg	Seedling of chromosome 9 linkage tester stock LA1000 nv,ah [photo: Carl M. Jones].	L. esculentum	A	Anthocyanin modified	Anthocyanin modifications: intensification, reduction, elimination
LA1000	nv	--	969	http://tgrc.ucdavis.edu/images/nv,ah-LA1000-seedling.jpg	Seedling of chromosome 9 linkage tester stock LA1000 nv,ah [photo: Carl M. Jones].	L. esculentum	E	Chl deficient yel-grn	Chlorophyll deficiency: yellow-green
LA1000	nv	--	969	http://tgrc.ucdavis.edu/images/nv,ah-LA1000-seedling.jpg	Seedling of chromosome 9 linkage tester stock LA1000 nv,ah [photo: Carl M. Jones].	L. esculentum	F	Virescent	Virescent: chlorophyll deficiency localized at growing point
LA1004	bls	--	811	http://tgrc.ucdavis.edu/images/bls-LA1004-seedling.jpg	Seedling of LA1004 bls compared to wild type (LA0353) [photo: Carl M. Jones].	L. esculentum	A	Anthocyanin modified	Anthocyanin modifications: intensification, reduction, elimination
LA1004	bls	--	811	http://tgrc.ucdavis.edu/images/bls-LA1004-seedling.jpg	Seedling of LA1004 bls compared to wild type (LA0353) [photo: Carl M. Jones].	L. esculentum	K	Plant habit and size	Plant habit and size
LA1004	bls	--	811	http://tgrc.ucdavis.edu/images/bls-LA1004-seedling.jpg	Seedling of LA1004 bls compared to wild type (LA0353) [photo: Carl M. Jones].	L. esculentum	R	Root modification	Root modification
LA1008	yg-2	aud	1056	http://tgrc.ucdavis.edu/images/yg-2^aud-LA1008-seedling.jpg	Seedling of LA1008 yg-2^aud [photo: Carl M. Jones].	L. esculentum	E	Chl deficient yel-grn	Chlorophyll deficiency: yellow-green
LA1028	sucr	--	1474	http://tgrc.ucdavis.edu/images/LA1028-chm-low.jpg	Close-up of leaves, flowers and fruit from plants grown at Davis. [photo: Rick, Charles M.].	L. chmielewskii	P	Fruit color and flavor	Fruit color and flavor, ripening modification
LA1028	sucr	--	1475	http://tgrc.ucdavis.edu/images/LA1028-chm-Casinchihua-low.jpg	A branch from field grown plants. [photo: Rick, Charles M.].	L. chmielewskii	P	Fruit color and flavor	Fruit color and flavor, ripening modification
LA1048	ae	--	758	http://tgrc.ucdavis.edu/images/ae-LA1048-seedling.jpg	Seedling of LA1048 ae compared to wild type (LA0353) [photo: Carl M. Jones].	L. esculentum	A	Anthocyanin modified	Anthocyanin modifications: intensification, reduction, elimination
LA1050	Crk	--	849	http://tgrc.ucdavis.edu/images/Crk-LA1050-seedling.jpg	Seedling of LA1050 Crk [photo: Carl M. Jones].	L. esculentum	J	Leaf form and size	Leaf form and size
LA1050	Crk	--	849	http://tgrc.ucdavis.edu/images/Crk-LA1050-seedling.jpg	Seedling of LA1050 Crk [photo: Carl M. Jones].	L. esculentum	T	Foliage dark	Foliage color: dark
LA1050	Crk	--	850	http://tgrc.ucdavis.edu/images/Crk-LA1050-seedling-comp.jpg	Seedling of LA1050 Crk compared to wild type (cv Earlipak) [photo: Carl M. Jones].	L. esculentum	J	Leaf form and size	Leaf form and size
LA1050	Crk	--	850	http://tgrc.ucdavis.edu/images/Crk-LA1050-seedling-comp.jpg	Seedling of LA1050 Crk compared to wild type (cv Earlipak) [photo: Carl M. Jones].	L. esculentum	T	Foliage dark	Foliage color: dark
LA1056	cjf	--	367	http://tgrc.ucdavis.edu/images/cjf-LA1056-.jpg	Whole plant of conjunctiflora (cjf); Accession(s): LA1056; [photo C.M. Jones]	L. esculentum	L	Flower form and color	Flower form and color
LA1056	cjf	--	367	http://tgrc.ucdavis.edu/images/cjf-LA1056-.jpg	Whole plant of conjunctiflora (cjf); Accession(s): LA1056; [photo C.M. Jones]	L. esculentum	N	Sterility	Sterility: any condition leading to partial or complete unfruitfulness
LA1056	cjf	--	368	http://tgrc.ucdavis.edu/images/cjf-LA1056-flwr-comp.jpg	Flowers of conjunctiflora (cjf); Accession(s): LA1056; [photo C.M. Jones]	L. esculentum	L	Flower form and color	Flower form and color
LA1056	cjf	--	368	http://tgrc.ucdavis.edu/images/cjf-LA1056-flwr-comp.jpg	Flowers of conjunctiflora (cjf); Accession(s): LA1056; [photo C.M. Jones]	L. esculentum	N	Sterility	Sterility: any condition leading to partial or complete unfruitfulness
LA1056	cjf	--	369	http://tgrc.ucdavis.edu/images/cjf-LA1056-flwr-comp2.jpg	Flowers of conjunctiflora (cjf); Accession(s): LA1056; [photo C.M. Jones]	L. esculentum	L	Flower form and color	Flower form and color
LA1056	cjf	--	369	http://tgrc.ucdavis.edu/images/cjf-LA1056-flwr-comp2.jpg	Flowers of conjunctiflora (cjf); Accession(s): LA1056; [photo C.M. Jones]	L. esculentum	N	Sterility	Sterility: any condition leading to partial or complete unfruitfulness
LA1056	cjf	--	370	http://tgrc.ucdavis.edu/images/cjf-LA1056-flwr.jpg	 Flowers of conjunctiflora (cjf); Accession(s): LA1056; [photo C.M. Jones]	L. esculentum	L	Flower form and color	Flower form and color
LA1056	cjf	--	370	http://tgrc.ucdavis.edu/images/cjf-LA1056-flwr.jpg	 Flowers of conjunctiflora (cjf); Accession(s): LA1056; [photo C.M. Jones]	L. esculentum	N	Sterility	Sterility: any condition leading to partial or complete unfruitfulness
LA1056	cjf	--	371	http://tgrc.ucdavis.edu/images/cjf-LA1056-flwr2.jpg	Flowers of conjunctiflora (cjf); Accession(s): LA1056; [photo C.M. Jones]	L. esculentum	L	Flower form and color	Flower form and color
LA1056	cjf	--	371	http://tgrc.ucdavis.edu/images/cjf-LA1056-flwr2.jpg	Flowers of conjunctiflora (cjf); Accession(s): LA1056; [photo C.M. Jones]	L. esculentum	N	Sterility	Sterility: any condition leading to partial or complete unfruitfulness
LA1058	rtd	--	994	http://tgrc.ucdavis.edu/images/rtd-LA1058-seedling.jpg	Seedling of LA1058 rtd [photo: Carl M. Jones].	L. esculentum	J	Leaf form and size	Leaf form and size
LA1058	rtd	--	994	http://tgrc.ucdavis.edu/images/rtd-LA1058-seedling.jpg	Seedling of LA1058 rtd [photo: Carl M. Jones].	L. esculentum	K	Plant habit and size	Plant habit and size
LA1063	mu	--	694	http://tgrc.ucdavis.edu/images/LA1063-seedling.jpg	Seedling of LA1063 provisional mutant compared to cv VF36 control [photo: Carl M. Jones].	L. esculentum	D	Chl deficient grey-grn	Chlorophyll deficiency: light, grey, or dull green
LA1063	mu	--	694	http://tgrc.ucdavis.edu/images/LA1063-seedling.jpg	Seedling of LA1063 provisional mutant compared to cv VF36 control [photo: Carl M. Jones].	L. esculentum	J	Leaf form and size	Leaf form and size
LA1063	mu	--	705	http://tgrc.ucdavis.edu/images/LA1063-leaves.jpg	Leaves of LA1063 provisional mutant [photo: Carl M. Jones].	L. esculentum	D	Chl deficient grey-grn	Chlorophyll deficiency: light, grey, or dull green
LA1063	mu	--	705	http://tgrc.ucdavis.edu/images/LA1063-leaves.jpg	Leaves of LA1063 provisional mutant [photo: Carl M. Jones].	L. esculentum	J	Leaf form and size	Leaf form and size
LA1067	aut	--	800	http://tgrc.ucdavis.edu/images/aut-LA1067-leaves.jpg	Leaves of LA1067 aut [photo: Carl M. Jones].	L. esculentum	C	Chl deficient yellow	Chlorophyll deficiency: yellow or yellowish
LA1067	aut	--	800	http://tgrc.ucdavis.edu/images/aut-LA1067-leaves.jpg	Leaves of LA1067 aut [photo: Carl M. Jones].	L. esculentum	F	Virescent	Virescent: chlorophyll deficiency localized at growing point
LA1067	aut	--	801	http://tgrc.ucdavis.edu/images/aut-LA1067-seedling.jpg	Seedling of LA1067 aut compared to wild type (LA0353) [photo: Carl M. Jones].	L. esculentum	C	Chl deficient yellow	Chlorophyll deficiency: yellow or yellowish
LA1067	aut	--	801	http://tgrc.ucdavis.edu/images/aut-LA1067-seedling.jpg	Seedling of LA1067 aut compared to wild type (LA0353) [photo: Carl M. Jones].	L. esculentum	F	Virescent	Virescent: chlorophyll deficiency localized at growing point
LA1078	ria	--	993	http://tgrc.ucdavis.edu/images/ria,ves-2-LA1078-seedling.jpg	Seedling of LA1078 ria,ves-2 compared to wild type (LA0353) [photo: Carl M. Jones].	L. esculentum	C	Chl deficient yellow	Chlorophyll deficiency: yellow or yellowish
LA1078	ria	--	993	http://tgrc.ucdavis.edu/images/ria,ves-2-LA1078-seedling.jpg	Seedling of LA1078 ria,ves-2 compared to wild type (LA0353) [photo: Carl M. Jones].	L. esculentum	J	Leaf form and size	Leaf form and size
LA1078	ria	--	993	http://tgrc.ucdavis.edu/images/ria,ves-2-LA1078-seedling.jpg	Seedling of LA1078 ria,ves-2 compared to wild type (LA0353) [photo: Carl M. Jones].	L. esculentum	K	Plant habit and size	Plant habit and size
LA1078	ria	--	993	http://tgrc.ucdavis.edu/images/ria,ves-2-LA1078-seedling.jpg	Seedling of LA1078 ria,ves-2 compared to wild type (LA0353) [photo: Carl M. Jones].	L. esculentum	T	Foliage dark	Foliage color: dark
LA1078	ves-2	--	993	http://tgrc.ucdavis.edu/images/ria,ves-2-LA1078-seedling.jpg	Seedling of LA1078 ria,ves-2 compared to wild type (LA0353) [photo: Carl M. Jones].	L. esculentum	C	Chl deficient yellow	Chlorophyll deficiency: yellow or yellowish
LA1078	ves-2	--	993	http://tgrc.ucdavis.edu/images/ria,ves-2-LA1078-seedling.jpg	Seedling of LA1078 ria,ves-2 compared to wild type (LA0353) [photo: Carl M. Jones].	L. esculentum	J	Leaf form and size	Leaf form and size
LA1078	ves-2	--	993	http://tgrc.ucdavis.edu/images/ria,ves-2-LA1078-seedling.jpg	Seedling of LA1078 ria,ves-2 compared to wild type (LA0353) [photo: Carl M. Jones].	L. esculentum	K	Plant habit and size	Plant habit and size
LA1085	h	--	206	http://tgrc.ucdavis.edu/images/res.GIF	Whole plant of res (restricta; LA1085). [photo H. Stubbe, Kulturpflanza 11: 631]	L. esculentum	I	Hair modification	Hair modifications: augmentation, reduction, distortion, elimination
LA1085	h	--	991	http://tgrc.ucdavis.edu/images/res,h-LA1085-leaves.jpg	Leaves of chromosome 10 marker stock LA1085 res,h [photo: Carl M. Jones].	L. esculentum	I	Hair modification	Hair modifications: augmentation, reduction, distortion, elimination
LA1085	h	--	992	http://tgrc.ucdavis.edu/images/res,h-LA1085-seedling.jpg	Seedling of chromosome 10 marker stock LA1085 res,h compared to wild type (LA0353) [photo: Carl M. Jones].	L. esculentum	I	Hair modification	Hair modifications: augmentation, reduction, distortion, elimination
LA1085	res	--	206	http://tgrc.ucdavis.edu/images/res.GIF	Whole plant of res (restricta; LA1085). [photo H. Stubbe, Kulturpflanza 11: 631]	L. esculentum	A	Anthocyanin modified	Anthocyanin modifications: intensification, reduction, elimination
LA1085	res	--	206	http://tgrc.ucdavis.edu/images/res.GIF	Whole plant of res (restricta; LA1085). [photo H. Stubbe, Kulturpflanza 11: 631]	L. esculentum	C	Chl deficient yellow	Chlorophyll deficiency: yellow or yellowish
LA1085	res	--	206	http://tgrc.ucdavis.edu/images/res.GIF	Whole plant of res (restricta; LA1085). [photo H. Stubbe, Kulturpflanza 11: 631]	L. esculentum	D	Chl deficient grey-grn	Chlorophyll deficiency: light, grey, or dull green
LA1085	res	--	206	http://tgrc.ucdavis.edu/images/res.GIF	Whole plant of res (restricta; LA1085). [photo H. Stubbe, Kulturpflanza 11: 631]	L. esculentum	J	Leaf form and size	Leaf form and size
LA1085	res	--	206	http://tgrc.ucdavis.edu/images/res.GIF	Whole plant of res (restricta; LA1085). [photo H. Stubbe, Kulturpflanza 11: 631]	L. esculentum	K	Plant habit and size	Plant habit and size
LA1085	res	--	991	http://tgrc.ucdavis.edu/images/res,h-LA1085-leaves.jpg	Leaves of chromosome 10 marker stock LA1085 res,h [photo: Carl M. Jones].	L. esculentum	A	Anthocyanin modified	Anthocyanin modifications: intensification, reduction, elimination
LA1085	res	--	991	http://tgrc.ucdavis.edu/images/res,h-LA1085-leaves.jpg	Leaves of chromosome 10 marker stock LA1085 res,h [photo: Carl M. Jones].	L. esculentum	C	Chl deficient yellow	Chlorophyll deficiency: yellow or yellowish
LA1085	res	--	991	http://tgrc.ucdavis.edu/images/res,h-LA1085-leaves.jpg	Leaves of chromosome 10 marker stock LA1085 res,h [photo: Carl M. Jones].	L. esculentum	D	Chl deficient grey-grn	Chlorophyll deficiency: light, grey, or dull green
LA1085	res	--	991	http://tgrc.ucdavis.edu/images/res,h-LA1085-leaves.jpg	Leaves of chromosome 10 marker stock LA1085 res,h [photo: Carl M. Jones].	L. esculentum	J	Leaf form and size	Leaf form and size
LA1085	res	--	991	http://tgrc.ucdavis.edu/images/res,h-LA1085-leaves.jpg	Leaves of chromosome 10 marker stock LA1085 res,h [photo: Carl M. Jones].	L. esculentum	K	Plant habit and size	Plant habit and size
LA1085	res	--	992	http://tgrc.ucdavis.edu/images/res,h-LA1085-seedling.jpg	Seedling of chromosome 10 marker stock LA1085 res,h compared to wild type (LA0353) [photo: Carl M. Jones].	L. esculentum	A	Anthocyanin modified	Anthocyanin modifications: intensification, reduction, elimination
LA1085	res	--	992	http://tgrc.ucdavis.edu/images/res,h-LA1085-seedling.jpg	Seedling of chromosome 10 marker stock LA1085 res,h compared to wild type (LA0353) [photo: Carl M. Jones].	L. esculentum	C	Chl deficient yellow	Chlorophyll deficiency: yellow or yellowish
LA1085	res	--	992	http://tgrc.ucdavis.edu/images/res,h-LA1085-seedling.jpg	Seedling of chromosome 10 marker stock LA1085 res,h compared to wild type (LA0353) [photo: Carl M. Jones].	L. esculentum	D	Chl deficient grey-grn	Chlorophyll deficiency: light, grey, or dull green
LA1085	res	--	992	http://tgrc.ucdavis.edu/images/res,h-LA1085-seedling.jpg	Seedling of chromosome 10 marker stock LA1085 res,h compared to wild type (LA0353) [photo: Carl M. Jones].	L. esculentum	J	Leaf form and size	Leaf form and size
LA1085	res	--	992	http://tgrc.ucdavis.edu/images/res,h-LA1085-seedling.jpg	Seedling of chromosome 10 marker stock LA1085 res,h compared to wild type (LA0353) [photo: Carl M. Jones].	L. esculentum	K	Plant habit and size	Plant habit and size
LA1100	ah	--	770	http://tgrc.ucdavis.edu/images/ah,marm,pla-LA1100-seedling.jpg	Seedling of chromsome 9 linkage tester stock LA1100 ah,marm,pla [photo: Carl M. Jones].	L. esculentum	A	Anthocyanin modified	Anthocyanin modifications: intensification, reduction, elimination
LA1100	ah	--	773	http://tgrc.ucdavis.edu/images/ah,pla,marm-LA1100-seedling.jpg	Seedling of chromsome 9 linkage tester stock LA1100 ah,marm,pla compared to control [photo: Carl M. Jones].	L. esculentum	A	Anthocyanin modified	Anthocyanin modifications: intensification, reduction, elimination
LA1100	marm	--	770	http://tgrc.ucdavis.edu/images/ah,marm,pla-LA1100-seedling.jpg	Seedling of chromsome 9 linkage tester stock LA1100 ah,marm,pla [photo: Carl M. Jones].	L. esculentum	D	Chl deficient grey-grn	Chlorophyll deficiency: light, grey, or dull green
LA1100	marm	--	770	http://tgrc.ucdavis.edu/images/ah,marm,pla-LA1100-seedling.jpg	Seedling of chromsome 9 linkage tester stock LA1100 ah,marm,pla [photo: Carl M. Jones].	L. esculentum	G	Variegation	Variegation, flecking or striping
LA1100	marm	--	773	http://tgrc.ucdavis.edu/images/ah,pla,marm-LA1100-seedling.jpg	Seedling of chromsome 9 linkage tester stock LA1100 ah,marm,pla compared to control [photo: Carl M. Jones].	L. esculentum	D	Chl deficient grey-grn	Chlorophyll deficiency: light, grey, or dull green
LA1100	marm	--	773	http://tgrc.ucdavis.edu/images/ah,pla,marm-LA1100-seedling.jpg	Seedling of chromsome 9 linkage tester stock LA1100 ah,marm,pla compared to control [photo: Carl M. Jones].	L. esculentum	G	Variegation	Variegation, flecking or striping
LA1100	pla	--	770	http://tgrc.ucdavis.edu/images/ah,marm,pla-LA1100-seedling.jpg	Seedling of chromsome 9 linkage tester stock LA1100 ah,marm,pla [photo: Carl M. Jones].	L. esculentum	C	Chl deficient yellow	Chlorophyll deficiency: yellow or yellowish
LA1100	pla	--	770	http://tgrc.ucdavis.edu/images/ah,marm,pla-LA1100-seedling.jpg	Seedling of chromsome 9 linkage tester stock LA1100 ah,marm,pla [photo: Carl M. Jones].	L. esculentum	D	Chl deficient grey-grn	Chlorophyll deficiency: light, grey, or dull green
LA1100	pla	--	770	http://tgrc.ucdavis.edu/images/ah,marm,pla-LA1100-seedling.jpg	Seedling of chromsome 9 linkage tester stock LA1100 ah,marm,pla [photo: Carl M. Jones].	L. esculentum	K	Plant habit and size	Plant habit and size
LA1100	pla	--	773	http://tgrc.ucdavis.edu/images/ah,pla,marm-LA1100-seedling.jpg	Seedling of chromsome 9 linkage tester stock LA1100 ah,marm,pla compared to control [photo: Carl M. Jones].	L. esculentum	C	Chl deficient yellow	Chlorophyll deficiency: yellow or yellowish
LA1100	pla	--	773	http://tgrc.ucdavis.edu/images/ah,pla,marm-LA1100-seedling.jpg	Seedling of chromsome 9 linkage tester stock LA1100 ah,marm,pla compared to control [photo: Carl M. Jones].	L. esculentum	D	Chl deficient grey-grn	Chlorophyll deficiency: light, grey, or dull green
LA1100	pla	--	773	http://tgrc.ucdavis.edu/images/ah,pla,marm-LA1100-seedling.jpg	Seedling of chromsome 9 linkage tester stock LA1100 ah,marm,pla compared to control [photo: Carl M. Jones].	L. esculentum	K	Plant habit and size	Plant habit and size
LA1101	cn	--	841	http://tgrc.ucdavis.edu/images/cn,sf,sy-LA1101-seedling.jpg	Seedling of chromosome 3 marker stock LA1101 cn,sf,sy [photo: Carl M. Jones].	L. esculentum	D	Chl deficient grey-grn	Chlorophyll deficiency: light, grey, or dull green
LA1101	cn	--	841	http://tgrc.ucdavis.edu/images/cn,sf,sy-LA1101-seedling.jpg	Seedling of chromosome 3 marker stock LA1101 cn,sf,sy [photo: Carl M. Jones].	L. esculentum	K	Plant habit and size	Plant habit and size
LA1101	cn	--	842	http://tgrc.ucdavis.edu/images/cn,sy,sf-LA1101-seedling.jpg	Seedling ofchromosome 3 marker stock LA1101 cn,sf,sy compared to cv VF36 control [photo: Carl M. Jones].	L. esculentum	D	Chl deficient grey-grn	Chlorophyll deficiency: light, grey, or dull green
LA1101	cn	--	842	http://tgrc.ucdavis.edu/images/cn,sy,sf-LA1101-seedling.jpg	Seedling ofchromosome 3 marker stock LA1101 cn,sf,sy compared to cv VF36 control [photo: Carl M. Jones].	L. esculentum	K	Plant habit and size	Plant habit and size
LA1101	sf	--	841	http://tgrc.ucdavis.edu/images/cn,sf,sy-LA1101-seedling.jpg	Seedling of chromosome 3 marker stock LA1101 cn,sf,sy [photo: Carl M. Jones].	L. esculentum	J	Leaf form and size	Leaf form and size
LA1101	sf	--	841	http://tgrc.ucdavis.edu/images/cn,sf,sy-LA1101-seedling.jpg	Seedling of chromosome 3 marker stock LA1101 cn,sf,sy [photo: Carl M. Jones].	L. esculentum	L	Flower form and color	Flower form and color
LA1101	sf	--	841	http://tgrc.ucdavis.edu/images/cn,sf,sy-LA1101-seedling.jpg	Seedling of chromosome 3 marker stock LA1101 cn,sf,sy [photo: Carl M. Jones].	L. esculentum	O	Fruit form and texture	Fruit form and surface texture
LA1101	sf	--	842	http://tgrc.ucdavis.edu/images/cn,sy,sf-LA1101-seedling.jpg	Seedling ofchromosome 3 marker stock LA1101 cn,sf,sy compared to cv VF36 control [photo: Carl M. Jones].	L. esculentum	J	Leaf form and size	Leaf form and size
