AccessionNum	Gene	Allele
LA3182	sd	--
LA3183	t	--
LA3184	tp	--
LA3185	v-2	--
LA3186	Wo	--
LA3187	wv	--
LA3188	Xa-2	--
LA3189	y	--
LA3190	yv-2	--
LA3191	Ms-48	--
LA3192	Ms-48	--
LA3193	Ms-48	--
LA3194	Ms-48	--
LA3195	Ms-48	--
LA3196	Ms-48	--
LA3197	Ms-48	--
LA3198	Ms-48	--
LA3199	Ms-48	--
LA3200	Ms-48	--
LA3200	sp	--
LA3203	Wlt	--
LA3205	aer	--
LA3206	brt-2	--
LA3207	drt	--
LA3208	c	--
LA3208	d	--
LA3208	l	--
LA3208	rot	--
LA3208	y	--
LA3209	imb	--
LA3209	irr	--
LA3209	y	--
LA3210	a	--
LA3210	c	--
LA3210	gf	--
LA3210	h	--
LA3210	l	--
LA3210	lg	--
LA3210	pe	--
LA3210	r	--
LA3210	y	--
LA3211	c	--
LA3211	cjf	--
LA3211	d	--
LA3211	h	--
LA3211	lg	--
LA3211	pe	--
LA3211	r	--
LA3211	tmf	--
LA3211	y	--
LA3212	d	--
LA3212	sp	--
LA3212	tmf	--
LA3212	u	--
LA3217	glg	--
LA3217	Pts	--
LA3247	u	--
LA3248	bls	--
LA3248	u	--
LA3249	a	--
LA3249	c	--
LA3250	t	--
LA3250	u	--
LA3251	Del	--
LA3251	y	--
LA3252	Del	--
LA3252	t	--
LA3253	r	--
LA3253	y	--
LA3254	a	--
LA3254	c	--
LA3254	I	--
LA3254	Ve	--
LA3256	at	--
LA3256	t	--
LA3257	gf	--
LA3257	gs	--
LA3257	r	--
LA3258	u	--
LA3258	Ve	--
LA3259	bls	--
LA3259	u	--
LA3259	Ve	--
LA3260	bls	--
LA3260	I	--
LA3260	u	--
LA3261	Del	--
LA3261	gs	--
LA3262	Del	--
LA3262	ug	--
LA3263	a	--
LA3264	Tm-2	a
LA3264	u	--
LA3265	bls	--
LA3265	nv	--
LA3265	Tm	--
LA3265	Tm-2	--
LA3266	bls	--
LA3266	Cf-4	--
LA3266	u	--
LA3267	Cf-4	--
LA3267	u	--
LA3268	nv	--
LA3268	Tm-2	--
LA3268	u	--
LA3269	Tm	--
LA3269	u	--
LA3270	bls	--
LA3270	Frl	--
LA3270	nv	--
LA3270	Tm-2	--
LA3270	u	--
LA3271	Cf-?	--
LA3271	Tm	--
LA3271	u	--
LA3272	bls	--
LA3272	Cf-?	--
LA3272	u	--
LA3273	Frl	--
LA3273	Gp	--
LA3273	Tm-2	a
LA3274	ah	--
LA3274	Tm-2	--
LA3274	u	--
LA3275	ah	--
LA3275	Gp	--
LA3275	Tm-2	a
LA3276	Tm	--
LA3276	u	--
LA3276	Ve	--
LA3277	Ve	--
LA3278	bls	--
LA3278	I	--
LA3278	u	--
LA3278	Ve	--
LA3279	at	--
LA3279	Del	--
LA3280	au	--
LA3281	aw	--
LA3282	spl	--
LA3283	pro	--
LA3284	at	--
LA3284	gf	--
LA3285	gf	--
LA3285	ug	--
LA3285	y	--
LA3286	r	--
LA3286	ug	--
LA3286	y	--
LA3287	hp-1	--
LA3287	r	--
LA3287	ug	--
LA3288	hp-1	--
LA3288	ug	--
LA3288	y	--
LA3289	gf	--
LA3289	r	--
LA3289	y	--
LA3290	gf	--
LA3290	hp-1	--
LA3290	y	--
LA3291	at	--
LA3291	hp-1	--
LA3291	t	--
LA3292	Frl	--
LA3292	Tm-2	--
LA3292	u	--
LA3293	pen	--
LA3294	bl	--
LA3294	d	--
LA3294	u	--
LA3295	fy	--
LA3296	pl	--
LA3297	nv	--
LA3297	Tm	--
LA3297	Tm-2	--
LA3298	ep	--
LA3298	sp	--
LA3298	u	--
LA3299	ep	--
LA3299	u	--
LA3300	Fw	--
LA3301	com	in
LA3301	fla	--
LA3302	com	in
LA3302	imb	--
LA3303	imb	--
LA3303	inv	--
LA3304	au	--
LA3304	Lpg	--
LA3305	imb	--
LA3305	Lpg	--
LA3306	com	in
LA3306	inv	--
LA3307	com	in
LA3307	Lpg	--
LA3308	hy	--
LA3309	Tm-2	a
LA3309	u	--
LA3310	Tm-2	a
LA3311	B	og
LA3311	u	--
LA3315	j-2	--
LA3315	pst	--
LA3315	sp	--
LA3315	u	--
LA3315	up	--
LA3315	vo	--
LA3318	sig-1	--
LA3319	sig-2	--
LA3342	Pto	--
LA3344	Mdh-1	1
LA3345	Dia-3	1
LA3346	au	--
LA3346	bs	--
LA3347	au	--
LA3347	ms-32	--
LA3348	au	--
LA3348	com	--
LA3348	Tm-2	a
LA3349	au	--
LA3349	imb	--
LA3349	Tm-2	a
LA3350	au	--
LA3350	br	--
LA3351	imb	--
LA3351	Lpg	--
LA3352	au	--
LA3352	imb	--
LA3352	Lpg	--
LA3353	ah	--
LA3353	marm	--
LA3353	pct	--
LA3354	j-2	--
LA3354	pst	--
LA3354	sp	--
LA3354	u	--
LA3354	up	--
LA3354	vo	--
LA3362	gs	--
LA3362	t	--
LA3363	at	--
LA3363	gs	--
LA3364	gs	--
LA3364	u	--
LA3365	gf	--
LA3365	gs	--
LA3366	t	--
LA3366	y	--
LA3367	hp-1	--
LA3367	t	--
LA3368	hp-1	--
LA3368	y	--
LA3369	at	--
LA3369	y	--
LA3370	at	--
LA3370	hp-1	--
LA3371	hp-1	--
LA3371	u	--
LA3372	gs	--
LA3372	y	--
LA3373	at	--
LA3373	u	--
LA3374	u	--
LA3374	y	--
LA3375	gs	--
LA3375	r	--
LA3376	Del	--
LA3376	hp-1	--
LA3377	o	--
LA3378	o	--
LA3378	u	--
LA3379	o	--
LA3380	gf	--
LA3380	u	--
LA3381	r	--
LA3381	y	--
LA3382	r	--
LA3382	u	--
LA3383	gs	--
LA3383	hp-1	--
LA3384	gf	--
LA3384	y	--
LA3385	gs	--
LA3385	Nr	--
LA3386	gf	--
LA3386	t	--
LA3387	Nr	--
LA3387	t	--
LA3388	gs	--
LA3388	ug	--
LA3389	Nr	--
LA3389	y	--
LA3390	Nr	--
LA3390	ug	--
LA3391	gf	--
LA3391	hp-1	--
LA3392	hp-1	--
LA3392	Nr	--
LA3393	r	--
LA3393	t	--
LA3394	at	--
LA3394	ug	--
LA3395	gs	--
LA3395	hp-1	--
LA3395	y	--
LA3396	at	--
LA3396	u	--
LA3396	y	--
LA3397	gs	--
LA3397	t	--
LA3397	y	--
LA3398	gs	--
LA3398	hp-1	--
LA3398	t	--
LA3399	at	--
LA3399	gs	--
LA3399	hp-1	--
LA3400	at	--
LA3400	hp-1	--
LA3400	u	--
LA3401	at	--
LA3401	gs	--
LA3401	y	--
LA3402	hp-1	--
LA3402	t	--
LA3402	u	--
LA3403	gf	--
LA3403	gs	--
LA3403	u	--
LA3404	hp-1	--
LA3404	u	--
LA3404	y	--
LA3405	gs	--
LA3405	hp-1	--
LA3405	u	--
LA3406	at	--
LA3406	hp-1	--
LA3406	y	--
LA3407	gs	--
LA3407	u	--
LA3407	y	--
La3408	t	--
La3408	u	--
La3408	y	--
LA3409	gs	--
LA3409	t	--
LA3409	u	--
LA3410	at	--
LA3410	gs	--
LA3410	u	--
LA3411	gs	--
LA3411	r	--
LA3411	u	--
LA3412	gf	--
LA3412	gs	--
LA3412	hp-1	--
LA3412	u	--
LA3413	at	--
LA3413	gf	--
LA3414	t	--
LA3414	ug	--
LA3415	ug	--
LA3415	y	--
LA3416	hp-1	--
LA3416	ug	--
LA3417	r	--
LA3417	ug	--
LA3418	gf	--
LA3418	gs	--
LA3418	ug	--
LA3419	at	--
LA3419	gf	--
LA3419	gs	--
LA3420	gf	--
LA3420	ug	--
LA3421	Nr	--
LA3421	u	--
LA3422	at	--
LA3422	gs	--
LA3422	ug	--
LA3423	gf	--
LA3423	gs	--
LA3423	hp-1	--
LA3423	u	--
LA3423	y	--
LA3424	gs	--
LA3424	hp-1	--
LA3424	u	--
LA3424	y	--
LA3425	gf	--
LA3425	gs	--
LA3425	hp-1	--
LA3425	t	--
LA3425	u	--
LA3426	gs	--
LA3426	hp-1	--
LA3426	t	--
LA3426	u	--
LA3427	gf	--
LA3427	gs	--
LA3427	t	--
LA3427	u	--
LA3428	I	--
LA3428	u	--
LA3428	Ve	--
LA3429	Del	--
LA3429	gs	--
LA3429	hp-1	--
LA3430	Xa-3	--
LA3431	bls	--
LA3431	Cf-?	--
LA3432	nv	--
LA3432	Tm	--
LA3432	Tm-2	--
LA3432	u	--
LA3433	ah	--
LA3433	nv	--
LA3433	Tm-2	--
LA3433	u	--
LA3434	bls	--
LA3434	Tm	--
LA3434	u	--
LA3434	Ve	--
LA3435	al	--
LA3435	u	--
LA3436	nv	--
LA3436	Tm	--
LA3436	Tm-2	--
LA3436	u	--
LA3436	Ve	--
LA3437	at	--
LA3437	Nr	--
LA3438	Del	--
LA3438	hp-1	--
LA3438	y	--
LA3439	inv	--
LA3440	ru	--
LA3441	dil	--
LA3441	u	--
LA3442	de	--
LA3442	dil	--
LA3442	u	--
LA3443	cor	--
LA3443	de	--
LA3443	u	--
LA3444	cor	--
LA3444	dil	--
LA3444	u	--
LA3445	cor	--
LA3445	pum	--
LA3445	u	--
LA3446	cor	--
LA3446	sp	--
LA3446	u	--
LA3447	dil	--
LA3447	sp	--
LA3447	u	--
LA3448	com	in
LA3448	u	--
LA3449	d	--
LA3449	sp	--
LA3449	u	--
LA3450	bls	--
LA3450	sp	--
LA3450	u	--
LA3451	bl	--
LA3451	sp	--
LA3451	u	--
LA3465	I-2	--
LA3470	pyl	--
LA3470	Ve	--
LA3471	aa	--
LA3471	Frl	--
LA3471	I	--
LA3471	I-2	--
LA3471	Mi	--
LA3471	pyl	--
LA3471	Tm-2	a
LA3471	Ve	--
LA3472	I	--
LA3472	Pto	--
LA3472	Ve	--
LA3473	Ty-1	--
LA3475	I	--
LA3475	obv	--
LA3475	sp	--
LA3475	u	--
LA3475	Ve	--
LA3476	si	--
LA3476	y	--
LA3477	si	--
LA3477	y	--
LA3482	o	--
LA3483	o	--
LA3484	o	--
LA3487	r	--
LA3498	obv	+
LA3501	sp	+
LA3502	B	--
LA3502	sp	+
LA3505	I-3	--
LA3506	I-3	--
LA3507	Bco	--
LA3507	I-3	--
LA3515	u	+
LA3516	h	--
LA3518	j	--
LA3519	j	--
LA3523	Del	--
LA3528	Asc	--
LA3528	I	--
LA3528	I-2	--
LA3528	Sm	--
LA3528	Ve	--
LA3529	bls	--
LA3530	gs	--
LA3531	y	--
LA3532	r	--
LA3533	t	--
LA3534	gf	--
LA3535	at	--
LA3536	Del	--
LA3537	Nr	--
LA3538	hp-1	--
LA3539	ug	--
LA3540	I	--
LA3540	u	--
LA3541	gs	--
LA3541	r	--
LA3541	ug	--
LA3542	u	--
LA3542	ug	--
LA3543	bls	--
LA3543	o	--
LA3543	u	--
LA3544	c	--
LA3545	Del	--
LA3545	u	--
LA3545	y	--
LA3546	bls	--
LA3546	Cf-?	--
LA3546	u	--
LA3547	ah	--
LA3547	u	--
LA3548	pum	--
LA3548	u	--
LA3549	bls	--
LA3549	Gp	--
LA3549	Tm-2	--
LA3549	u	--
LA3550	au	6
LA3551	yg-2	--
LA3552	Me	--
LA3553	sy	--
LA3554	yv	--
LA3555	s	--
LA3556	hl	--
LA3557	Del	--
LA3557	gf	--
LA3558	gf	--
LA3558	Nr	--
LA3559	Del	--
LA3559	gs	--
LA3559	y	--
LA3560	Wo	v
LA3561	gf	--
LA3561	gs	--
LA3561	hp-1	--
LA3561	Nr	--
LA3561	u	--
LA3562	gf	--
LA3562	gs	--
LA3562	u	--
LA3562	y	--
LA3563	sp	--
LA3563	u	--
LA3564	ven	--
LA3565	fla	--
LA3566	imb	--
LA3567	op	--
LA3568	m	--
LA3569	suf	--
LA3570	yv-4	--
LA3571	cm	--
LA3572	afl	--
LA3573	mu	--
LA3574	m-2	--
LA3575	wf	--
LA3576	al	--
LA3577	Xa-2	--
LA3579	Xa	--
LA3580	h	--
LA3581	l-2	--
LA3582	lg	--
LA3583	clau	--
LA3584	nd	--
LA3585	gf	--
LA3585	u	--
LA3585	ug	--
LA3586	r	--
LA3586	t	--
LA3586	u	--
LA3586	ug	--
LA3587	r	--
LA3587	u	--
LA3587	ug	--
LA3588	at	--
LA3588	u	--
LA3588	ug	--
LA3589	u	--
LA3589	ug	--
LA3589	y	--
LA3590	gs	--
LA3590	Nr	--
LA3590	u	--
LA3590	y	--
LA3591	Nr	--
LA3591	u	--
LA3591	y	--
LA3592	gf	--
LA3592	t	--
LA3592	ug	--
LA3593	hp-1	--
LA3593	u	--
LA3593	ug	--
LA3594	gs	--
LA3594	hp-1	--
LA3594	ug	--
LA3595	gf	--
LA3595	hp-1	--
LA3595	ug	--
LA3596	hp-1	--
LA3596	t	--
LA3596	ug	--
LA3597	at	--
LA3597	hp-1	--
LA3597	ug	--
LA3598	r	--
LA3598	t	--
LA3598	ug	--
LA3599	at	--
LA3599	t	--
LA3599	ug	--
LA3600	t	--
LA3600	ug	--
LA3600	y	--
LA3601	gf	--
LA3601	r	--
LA3601	t	--
LA3602	at	--
LA3602	gf	--
LA3602	t	--
LA3603	at	--
LA3603	gf	--
LA3603	y	--
LA3604	hp-1	--
LA3604	r	--
LA3604	t	--
LA3605	at	--
LA3605	ug	--
LA3605	y	--
LA3606	r	--
LA3606	t	--
LA3606	y	--
LA3607	gs	--
LA3607	hp-1	--
LA3607	Nr	--
LA3608	hp-1	--
LA3608	Nr	--
LA3608	t	--
LA3609	hp-1	--
LA3609	Nr	--
LA3609	y	--
LA3610	af	--
LA3611	ai	--
LA3612	ae	--
LA3613	flc	--
LA3614	not	--
LA3615	d	x
LA3615	u	--
LA3616	ep	--
LA3617	aa	--
LA3618	glo	2
LA3619	ss	--
LA3620	uf	--
LA3621	neg	ne-2
LA3625	er12.1	--
LA3626	er12.1	--
LA3627	er12.1	--
LA3628	er12.1	--
LA3629	er12.1	--
LA3630	sp	--
LA3631	ps-2	--
LA3631	sp	--
LA3632	c	--
LA3632	ps-2	--
LA3667	Sw-5	--
LA3668	Abg	--
LA3669	va	dec
LA3670	afl	--
LA3671	con	--
LA3672	pli	--
LA3673	ap	--
LA3674	sf	--
LA3675	hp-1	--
LA3675	Nr	--
LA3675	u	--
LA3676	gf	--
LA3676	hp-1	--
LA3676	t	--
LA3677	gf	--
LA3677	hp-1	--
LA3677	r	--
LA3678	Nr	--
LA3678	u	--
LA3678	ug	--
LA3679	gs	--
LA3679	Nr	--
LA3679	ug	--
LA3680	Nr	--
LA3680	t	--
LA3680	u	--
LA3681	Nr	--
LA3681	ug	--
LA3681	y	--
LA3682	gs	--
LA3682	t	--
LA3682	ug	--
LA3683	gs	--
LA3683	ug	--
LA3683	y	--
LA3684	Nr	--
LA3684	t	--
LA3684	y	--
LA3685	gf	--
LA3685	t	--
LA3685	y	--
LA3686	gs	--
LA3686	Nr	--
LA3686	t	--
LA3687	gs	--
LA3687	Nr	--
LA3687	u	--
LA3688	gf	--
LA3688	gs	--
LA3688	hp-1	--
LA3689	gs	--
LA3689	hp-1	--
LA3689	r	--
LA3690	r	--
LA3690	t	--
LA3690	u	--
LA3691	r	--
LA3691	u	--
LA3691	y	--
LA3692	at	--
LA3692	r	--
LA3692	y	--
LA3693	g	--
LA3693	t	--
LA3693	u	--
LA3694	Del	--
LA3694	gs	--
LA3694	u	--
LA3695	Del	--
LA3695	hp-1	--
LA3695	t	--
LA3696	gf	--
LA3696	gs	--
LA3696	r	--
LA3697	gs	--
LA3697	r	--
LA3697	t	--
LA3698	gs	--
LA3698	r	--
LA3698	y	--
LA3699	gf	--
LA3699	u	--
LA3699	y	--
LA3700	at	--
LA3700	gf	--
LA3700	u	--
LA3701	at	--
LA3701	t	--
LA3701	u	--
LA3702	gf	--
LA3702	gs	--
LA3702	y	--
LA3703	gf	--
LA3703	hp-1	--
LA3703	u	--
LA3704	at	--
LA3704	gf	--
LA3704	hp-1	--
LA3705	gf	--
LA3705	gs	--
LA3705	t	--
LA3706	at	--
LA3706	gs	--
LA3706	t	--
LA3706A	Del	--
LA3706A	t	--
LA3706A	y	--
LA3707	at	--
LA3707	gs	--
LA3707	r	--
LA3708	Nr	--
LA3708	r	--
LA3709	Del	--
LA3709	gf	--
LA3709	gs	--
LA3709	hp-1	--
LA3709	u	--
LA3710	lz-2	--
LA3711	ag-2	--
LA3712	tl	--
LA3713	clau	ics
LA3714	lut	--
LA3715	com	in
LA3716	rig-2	--
LA3717	l	--
LA3718	Wo	m
LA3719	vg	--
LA3720	ch	--
LA3721	Wo	--
LA3722	oli	--
LA3723	cpt	--
LA3724	dl	--
LA3725	depa	--
LA3726	inf	--
LA3727	deb	--
LA3728	dil	--
LA3728A	c	int
LA3728B	si	--
LA3729	alb	--
LA3730	inc	--
LA3731	yg-4	--
LA3732	ina	--
LA3733	um	--
LA3734	tab	--
LA3734A	vio	--
LA3735	dim-2	--
LA3736	atv	--
LA3737	def-2	--
LA3738	el	--
LA3739	Lpg	--
LA3740	Cu	--
LA3741	pum	--
LA3741	u	--
LA3742	de	--
LA3742	u	--
LA3743	cor	--
LA3743	u	--
LA3744	sph	--
LA3744	u	--
LA3745	bl	--
LA3745	u	--
LA3746	neg	--
LA3747	irr	--
LA3748	ten	--
LA3749	def	--
LA3750	fd	--
LA3751	rot	--
LA3752	ig	--
LA3753	icn	--
LA3754	mc	--
LA3754	rin	--
LA3755	lz-2	--
LA3755	sp	--
LA3755	u	--
LA3756	res	--
LA3757	rela	--
LA3758	muv-2	--
LA3759	xan-2	--
LA3760	xan-4	--
LA3761	ls	--
LA3761	u	--
LA3762	lz	--
LA3763	adp	--
LA3764	fle	--
LA3765	bip	--
LA3766	rust	--
LA3767	ds	--
LA3768	pt	--
LA3769	Tm-2	a
LA3770	nor	--
LA3771	B	og
LA3771	hp-1	--
LA3800	sp	--
LA3801	sp	--
LA3802	sp	--
LA3805	gib-1	--
LA3805	m-2	--
LA3806	B	og
LA3806	c	--
LA3806	Mi	--
LA3806	sp	--
LA3806	yv	--
LA3807	c	--
LA3807	tl	--
LA3807	yv	--
LA3808	tri	1
LA3809	fri	1
LA3810	hp-1	--
LA3810	t	--
LA3811	gf	--
LA3811	r	--
LA3812	bls	--
LA3812	nv	--
LA3812	Tm	--
LA3812	Tm-2	--
LA3813	ag	--
LA3814	e	--
LA3815	Del	--
LA3815	t	--
LA3815	ug	--
LA3816	sl	--
LA3817	em	--
LA3818	div	--
LA3819	cb	--
LA3821	dil	--
LA3821	pum	--
LA3821	u	--
LA3822	cor	--
LA3822	de	--
LA3822	sp	--
LA3822	u	--
LA3823	pum	--
LA3823	sp	--
LA3823	u	--
LA3824	Pn	--
LA3825	ele	--
LA3826	mon	--
LA3826	u	--
LA3827	cor	--
LA3827	dil	--
LA3827	sp	--
LA3827	u	--
LA3828	ga	--
LA3829	atn	--
LA3830	B	og
LA3830	ep	--
LA3830	u	--
LA3831	gf	--
LA3831	gs	--
LA3831	r	--
LA3831	y	--
LA3839	sp	--
LA3839	u	--
LA3840	sp	--
LA3840	u	--
LA3841	Frl	--
LA3841	nv	--
LA3841	Tm	--
LA3841	Tm-2	--
LA3847	I	--
LA3847	I-2	--
LA3847	sp	--
LA3847	V	--
LA3848	sp	--
LA3849	sp	--
LA3850	af	--
LA3850	obv	--
LA3850	tf	--
LA3858	Mi-3	--
LA3860	obv	prov1
LA3861	obv	prov2
LA3865	d	b
LA3897	B	--
LA3897	sp	--
LA3897	u	--
LA3898	B	--
LA3898	sp	--
LA3898	u	--
LA3899	B	--
LA3899	j-2	--
LA3899	sp	--
LA3899	u	--
LA3901	ls	2
LA3902	d	x
LA3906	dl	S
LA3906	Wa	--
LA3907	yv	ms
LA3908	grn	--
LA3912	Cmr	--
LA3928	r	--
LA4012	hp-1	w
LA4013	hp-2	--
LA4014	hp-2	j
LA4025	B	og
LA4025	I	--
LA4025	I-2	--
LA4025	I-3	--
LA4025	sp	--
LA4025	ug	--
LA4026	B	og
LA4026	I	--
LA4026	I-2	--
LA4026	I-3	--
LA4026	j-2	--
LA4026	sp	--
LA4026	ug	--
LA4028	y	--
LA4038	o	--
LA4039	o	--
LA4040	o	--
LA4044	r	--
LA4057	obv	+
LA4060	ndw	--
LA4060	sp	+
LA4061	ndw	--
LA4062	B	--
LA4062	sp	+
LA4065	I-3	--
LA4066	I-3	--
LA4067	Bco	--
LA4067	I-3	--
LA4087	u	+
LA4088	u	+
LA4089	h	--
LA4099	Del	--
LA4104	sucr	--
LA4134	Xa-2	--
LA4136	r	--
LA4136	Rg-1	--
LA4136	u	--
LA4142	h	--
LA4142	obv	+
LA4142	u	+
LA4154	obv	+
LA4154	u	+
LA4155	Bco	--
LA4155	obv	+
LA4157	obv	+
LA4159	obv	+
LA4164	h	--
LA4169	h	--
LA4184	h	--
LA4195	h	--
LA4195	u	--
LA4201	h	--
LA4203	h	--
LA4203	u	+
LA4204	u	+
LA4205	h	--
LA4205	u	--
LA4211	h	--
LA4211	u	+
LA4213	h	--
LA4213	u	+
LA4214	h	--
LA4219	u	+
LA4221	u	+
LA4224	h	--
LA4232	Dia-2	2
LA4238	Fdh-1	2
LA4243	Mdh-1	1
LA4251	Mae-1	1
LA4261	Bco	--
LA4269	Dia-3	1
LA4283	Mdh-4	1
LA4284	Dia-4	1
LA4285	I	--
LA4285	I-2	--
LA4285	Ph-3	--
LA4285	Sm	--
LA4285	Tm-2	--
LA4286	I	--
LA4286	I-2	--
LA4286	Ph-3	--
LA4286	Sm	--
LA4286	Tm-2	--
LA4287	sp	+
LA4288	bs	--
LA4288	irr	--
LA4289	bs-2	--
LA4289	ig	--
LA4290	a	--
LA4290	bks	--
LA4291	a	--
LA4291	bks	2
LA4292	j-2	--
LA4292	up	--
LA4292	wv-3	--
LA4340	ec	--
LA4341	h	--
LA4341	hy	--
LA4341	u	--
LA4342	oli	--
LA4342	u	--
LA4342	y	--
LA4343	gq	--
LA4343	h	--
LA4344	a	--
LA4344	mon	--
LA4346	sp	--
LA4348	c	int
LA4348	yg-2	--
